time (sec), voltage (V)
6.052, -0.40
6.053, -0.09
6.152, -0.21
6.153, -0.65
6.250, -0.81
6.253, -0.12
6.351, -0.24
6.353, -0.70
6.355, -0.99
6.356, -1.14
6.449, -0.84
6.451, -0.71
6.552, -0.27
6.552, -0.29
6.650, -0.60
6.652, -0.32
6.754, -0.78
6.754, -0.86
6.851, -0.50
6.853, -0.12
6.951, -0.23
6.952, -0.46
6.955, -0.88
6.956, -1.10
7.049, -0.81
7.052, -0.26
7.091, 7.50
7.147, 0.72
7.151, -0.22
7.152, -0.35
7.154, -0.67
7.155, -0.98
7.257, 0.78
7.346, 0.80
7.353, -0.50
7.354, -0.93
7.457, 0.84
7.546, 0.85
7.553, -0.64
7.556, -1.15
7.649, -0.85
7.651, -0.72
7.657, 0.81
7.746, 0.87
7.751, -0.26
7.752, -0.44
7.754, -0.68
7.756, -1.13
7.851, -0.59
7.851, -0.37
7.858, 0.88
7.946, 0.78
7.952, -0.45
7.954, -1.03
8.057, 0.83
8.146, 0.86
8.151, -0.18
8.154, -0.72
8.155, -1.04
8.156, -1.18
8.252, -0.29
8.253, -0.13
8.257, 0.85
8.346, 0.80
8.354, -0.71
8.354, -0.93
8.458, 0.87
8.546, 0.86
8.551, -0.17
8.552, -0.44
8.658, 0.99
8.746, 0.79
8.752, -0.28
8.752, -0.45
8.858, 0.92
8.946, 0.90
8.952, -0.31
8.952, -0.44
8.955, -0.94
8.956, -1.15
9.050, -0.56
9.052, -0.26
9.057, 0.87
9.146, 0.78
9.151, -0.22
9.152, -0.45
9.154, -0.85
9.156, -1.14
9.252, -0.34
9.253, -0.13
9.257, 0.84
9.346, 0.86
9.351, -0.22
9.352, -0.42
9.354, -0.66
9.355, -0.94
9.450, -0.52
9.452, -0.15
9.457, 0.84
9.547, 0.74
9.551, -0.20
9.552, -0.37
9.652, -0.26
9.652, -0.23
9.657, 0.80
9.746, 0.77
9.754, -0.82
9.754, -1.00
9.857, 0.85
9.946, 0.81
9.951, -0.21
9.956, -1.18
10.057, 0.86
10.146, 0.76
10.151, -0.24
10.153, -0.50
10.250, -0.62
10.252, -0.28
10.258, 0.88
10.346, 0.79
10.351, -0.19
10.355, -1.24
10.449, -0.83
10.452, -0.17
10.457, 0.81
10.546, 0.75
10.551, -0.18
10.552, -0.39
10.554, -0.84
10.556, -1.13
10.657, 0.83
10.746, 0.77
10.857, 0.82
10.946, 0.87
10.951, -0.17
10.953, -0.41
10.954, -0.77
10.954, -0.94
11.050, -0.62
11.053, -0.14
11.057, 0.85
11.147, 0.75
11.154, -0.92
11.156, -1.14
11.250, -0.69
11.250, -0.63
11.252, -0.35
11.252, -0.22
11.257, 0.81
11.346, 0.81
11.354, -1.04
11.356, -1.18
11.450, -0.55
11.452, -0.21
11.457, 0.81
11.546, 0.87
11.553, -0.47
11.553, -0.60
11.650, -0.56
11.652, -0.37
11.657, 0.85
11.746, 0.90
11.752, -0.31
11.752, -0.45
11.753, -0.63
11.755, -1.07
11.852, -0.28
11.852, -0.16
11.857, 0.85
11.946, 0.80
11.952, -0.22
11.952, -0.31
11.954, -0.71
11.954, -1.07
12.050, -0.57
12.052, -0.36
12.057, 0.81
12.146, 0.79
12.155, -0.88
12.156, -1.12
12.249, -0.85
12.251, -0.67
12.252, -0.34
12.253, -0.14
12.257, 0.83
12.347, 0.72
12.352, -0.24
12.352, -0.34
12.354, -1.07
12.356, -1.17
12.452, -0.33
12.452, -0.15
12.457, 0.78
12.546, 0.86
12.552, -0.52
12.554, -0.89
12.658, 0.88
12.746, 0.82
12.752, -0.32
12.752, -0.44
12.851, -0.52
12.852, -0.15
12.857, 0.82
12.947, 0.74
12.955, -1.00
12.956, -1.16
13.051, -0.55
13.051, -0.39
13.057, 0.80
13.146, 0.81
13.153, -0.51
13.155, -0.99
13.250, -0.59
13.252, -0.35
13.257, 0.79
13.346, 0.78
13.352, -0.42
13.354, -1.03
13.356, -1.15
13.356, -1.15
13.457, 0.82
13.546, 0.78
13.553, -0.54
13.554, -1.05
13.650, -0.59
13.652, -0.29
13.657, 0.81
13.746, 0.79
13.753, -0.75
13.755, -0.99
13.857, 0.85
13.946, 0.78
13.952, -0.52
13.954, -0.99
14.057, 0.86
14.146, 0.87
14.155, -0.97
14.156, -1.12
14.250, -0.59
14.252, -0.35
14.258, 0.87
14.346, 0.79
14.355, -0.93
14.356, -1.14
14.452, -0.29
14.453, -0.12
14.457, 0.81
14.547, 0.75
14.650, -0.54
14.652, -0.29
14.657, 0.86
14.746, 0.84
14.751, -0.21
14.754, -0.93
14.857, 0.82
14.946, 0.92
14.953, -0.46
14.953, -0.70
15.050, -0.52
15.052, -0.29
15.058, 0.90
15.146, 0.90
15.153, -0.52
15.153, -0.54
15.251, -0.47
15.251, -0.41
15.257, 0.84
15.347, 0.74
15.352, -0.34
15.355, -1.03
15.452, -0.29
15.452, -0.21
15.458, 0.91
15.546, 0.83
15.552, -0.50
15.554, -0.96
15.657, 0.84
15.746, 0.80
15.852, -0.31
15.852, -0.17
15.857, 0.85
15.946, 0.81
15.952, -0.46
15.953, -0.73
15.955, -0.95
15.955, -1.05
16.057, 0.81
16.146, 0.91
16.152, -0.43
16.155, -1.03
16.258, 0.90
16.346, 0.87
16.352, -0.46
16.354, -0.70
16.457, 0.84
16.546, 0.85
16.551, -0.18
16.553, -0.83
16.555, -0.99
16.556, -1.10
16.657, 0.75
16.746, 0.86
16.752, -0.45
16.755, -1.08
16.852, -0.32
16.852, -0.15
16.857, 0.72
16.946, 0.81
16.951, -0.20
16.953, -0.84
17.049, -0.83
17.051, -0.47
17.051, -0.42
17.053, -0.11
17.057, 0.87
17.146, 0.83
17.151, -0.18
17.152, -0.42
17.154, -0.83
17.156, -1.14
17.257, 0.85
17.346, 0.87
17.352, -0.35
17.353, -0.73
17.450, -0.60
17.452, -0.16
17.457, 0.70
17.546, 0.87
17.552, -0.23
17.552, -0.33
17.651, -0.52
17.653, -0.11
17.657, 0.77
17.746, 0.85
17.850, -0.57
17.851, -0.35
17.857, 0.72
17.946, 0.81
17.954, -0.88
17.954, -1.02
18.058, 0.93
18.146, 0.85
18.151, -0.24
18.152, -0.46
18.153, -0.77
18.156, -1.13
18.249, -0.79
18.251, -0.62
18.257, 0.75
18.346, 0.81
18.352, -0.22
18.356, -1.19
18.450, -0.58
18.452, -0.20
18.457, 0.74
18.546, 0.87
18.650, -0.52
18.653, -0.12
18.657, 0.76
18.746, 0.78
18.751, -0.21
18.752, -0.35
18.755, -1.01
18.755, -1.08
18.857, 0.81
18.946, 0.82
18.952, -0.50
18.956, -1.12
19.050, -0.56
19.051, -0.32
19.057, 0.81
19.146, 0.85
19.152, -0.30
19.154, -0.70
19.155, -0.89
19.156, -1.08
19.250, -0.56
19.253, -0.11
19.257, 0.83
19.346, 0.82
19.351, -0.19
19.353, -0.79
19.450, -0.62
19.452, -0.26
19.457, 0.79
19.546, 0.81
19.650, -0.56
19.652, -0.25
19.657, 0.76
19.746, 0.82
19.751, -0.18
19.756, -1.12
19.850, -0.60
19.853, -0.10
19.857, 0.76
19.946, 0.84
19.953, -0.62
19.953, -0.71
19.955, -0.97
19.956, -1.11
20.050, -0.52
20.052, -0.33
20.057, 0.76
20.146, 0.83
20.155, -0.93
20.156, -1.10
20.249, -0.82
20.251, -0.65
20.257, 0.75
20.346, 0.83
20.351, -0.19
20.352, -0.39
20.353, -0.67
20.355, -1.09
20.450, -0.51
20.453, -0.12
20.457, 0.71
20.546, 0.89
20.652, -0.22
20.652, -0.17
20.658, 0.91
20.746, 0.81
20.752, -0.49
20.756, -1.14
20.852, -0.38
20.853, -0.10
20.857, 0.86
20.946, 0.91
20.952, -0.21
20.952, -0.36
21.057, 0.75
21.146, 0.85
21.250, -0.55
21.252, -0.32
21.257, 0.82
21.346, 0.85
21.351, -0.18
21.352, -0.39
21.450, -0.56
21.452, -0.25
21.458, 0.92
21.546, 0.85
21.649, -0.78
21.651, -0.60
21.657, 0.77
21.746, 0.80
21.754, -0.96
21.756, -1.12
21.857, 0.86
21.946, 0.80
21.952, -0.34
21.953, -0.83
22.050, -0.51
22.052, -0.34
22.057, 0.76
22.146, 0.82
22.154, -0.99
22.154, -1.07
22.250, -0.54
22.252, -0.31
22.257, 0.79
22.346, 0.92
22.351, -0.18
22.353, -0.65
22.450, -0.61
22.452, -0.18
22.457, 0.75
22.546, 0.92
22.652, -0.33
22.653, -0.11
22.657, 0.75
22.746, 0.88
22.752, -0.53
22.755, -1.10
22.850, -0.52
22.852, -0.33
22.858, 0.90
22.946, 0.82
23.050, -0.61
23.052, -0.32
23.057, 0.79
23.146, 0.84
23.152, -0.24
23.152, -0.32
23.155, -1.07
23.155, -1.11
23.250, -0.52
23.252, -0.32
23.257, 0.73
23.346, 0.87
23.351, -0.22
23.352, -0.50
23.353, -0.79
23.355, -1.08
23.452, -0.26
23.452, -0.16
23.457, 0.81
23.546, 0.80
23.551, -0.20
23.554, -0.80
23.555, -0.97
23.556, -1.11
23.650, -0.58
23.653, -0.14
23.658, 0.90
23.746, 0.89
23.752, -0.52
23.754, -0.88
23.852, -0.27
23.852, -0.21
23.857, 0.85
23.946, 0.87
23.951, -0.21
23.952, -0.46
24.049, -0.73
24.052, -0.35
24.057, 0.85
24.146, 0.88
24.151, -0.18
24.152, -0.41
24.251, -0.53
24.253, -0.13
24.257, 0.86
24.346, 0.84
24.449, -0.74
24.451, -0.57
24.457, 0.82
24.546, 0.94
24.551, -0.21
24.552, -0.46
24.650, -0.52
24.652, -0.33
24.657, 0.84
24.746, 0.80
24.751, -0.19
24.754, -0.88
24.857, 0.83
24.946, 0.89
24.951, -0.18
24.952, -0.40
25.058, 0.97
25.146, 0.88
25.152, -0.32
25.156, -1.12
25.251, -0.49
25.251, -0.41
25.258, 0.92
25.346, 0.85
25.351, -0.18
25.353, -0.45
25.451, -0.52
25.452, -0.17
25.458, 0.91
25.546, 0.87
25.555, -1.01
25.555, -1.08
25.658, 0.88
25.746, 0.82
25.755, -0.94
25.756, -1.12
25.858, 0.87
25.946, 0.90
25.951, -0.25
25.952, -0.44
26.050, -0.62
26.052, -0.34
26.058, 0.90
26.146, 0.83
26.151, -0.20
26.152, -0.47
26.251, -0.59
26.252, -0.31
26.257, 0.80
26.346, 0.81
26.351, -0.21
26.354, -1.09
26.458, 0.92
26.546, 0.85
26.652, -0.34
26.653, -0.12
26.657, 0.78
26.746, 0.87
26.753, -0.84
26.755, -1.04
26.850, -0.60
26.851, -0.32
26.857, 0.79
26.946, 0.87
26.951, -0.18
26.952, -0.40
27.051, -0.61
27.052, -0.24
27.058, 0.93
27.146, 0.85
27.152, -0.28
27.155, -1.09
27.257, 0.84
27.346, 0.82
27.352, -0.44
27.354, -0.94
27.355, -1.03
27.356, -1.12
27.458, 0.92
27.546, 0.86
27.554, -0.88
27.555, -1.12
27.650, -0.52
27.652, -0.34
27.657, 0.86
27.746, 0.84
27.751, -0.21
27.755, -1.09
27.858, 0.89
27.946, 0.78
28.057, 0.82
28.146, 0.89
28.152, -0.26
28.152, -0.41
28.252, -0.28
28.252, -0.26
28.258, 0.91
28.346, 0.80
28.352, -0.46
28.354, -0.69
28.457, 0.84
28.546, 0.86
28.552, -0.27
28.552, -0.30
28.555, -0.96
28.556, -1.11
28.650, -0.57
28.652, -0.39
28.658, 0.87
28.746, 0.76
28.751, -0.22
28.752, -0.40
28.754, -0.82
28.755, -1.12
28.858, 0.90
28.946, 0.86
28.952, -0.31
28.952, -0.41
28.953, -0.78
28.956, -1.13
29.058, 0.88
29.146, 0.78
29.152, -0.38
29.154, -0.87
29.155, -1.00
29.156, -1.12
29.250, -0.55
29.252, -0.38
29.257, 0.83
29.346, 0.80
29.355, -1.03
29.356, -1.11
29.451, -0.53
29.451, -0.51
29.457, 0.83
29.546, 0.84
29.551, -0.18
29.552, -0.43
29.555, -0.91
29.556, -1.11
29.658, 0.91
29.746, 0.83
29.754, -0.92
29.756, -1.11
29.852, -0.30
29.852, -0.29
29.857, 0.83
29.946, 0.82
29.953, -0.58
29.953, -0.67
29.955, -1.08
29.956, -1.14
30.051, -0.54
30.051, -0.43
30.057, 0.85
30.146, 0.81
30.155, -1.00
30.156, -1.11
30.250, -0.52
30.252, -0.33
30.257, 0.85
30.346, 0.85
30.352, -0.21
30.352, -0.35
30.452, -0.27
30.453, -0.10
30.457, 0.84
30.546, 0.83
30.551, -0.20
30.552, -0.34
30.657, 0.81
30.746, 0.89
30.752, -0.48
30.754, -0.99
30.850, -0.63
30.852, -0.31
30.857, 0.75
30.946, 0.82
31.057, 0.82
31.146, 0.80
31.153, -0.72
31.156, -1.11
31.258, 0.87
31.346, 0.78
31.352, -0.27
31.352, -0.29
31.355, -1.01
31.355, -1.11
31.452, -0.38
31.453, -0.08
31.457, 0.81
31.546, 0.78
31.553, -0.78
31.555, -1.05
31.650, -0.54
31.652, -0.14
31.658, 0.87
31.747, 0.74
31.852, -0.28
31.852, -0.16
31.857, 0.84
31.947, 0.71
31.955, -0.91
31.956, -1.11
32.057, 0.81
32.146, 0.79
32.155, -1.05
32.156, -1.11
32.249, -0.81
32.251, -0.72
32.257, 0.86
32.347, 0.75
32.351, -0.20
32.352, -0.47
32.355, -0.99
32.356, -1.10
32.452, -0.26
32.453, -0.11
32.457, 0.75
32.546, 0.79
32.551, -0.26
32.554, -0.98
32.652, -0.36
32.653, -0.10
32.657, 0.82
32.747, 0.74
32.751, -0.23
32.756, -1.10
32.858, 0.88
32.946, 0.76
32.952, -0.36
32.954, -1.02
33.052, -0.29
33.052, -0.22
33.057, 0.82
33.147, 0.71
33.151, -0.23
33.156, -1.11
33.250, -0.59
33.252, -0.25
33.257, 0.78
33.346, 0.78
33.355, -1.02
33.355, -1.07
33.452, -0.37
33.453, -0.12
33.457, 0.81
33.546, 0.92
33.552, -0.43
33.553, -0.61
33.555, -1.01
33.556, -1.11
33.658, 0.88
33.746, 0.81
33.751, -0.25
33.752, -0.48
33.754, -0.92
33.755, -1.03
33.850, -0.55
33.852, -0.33
33.857, 0.73
33.946, 0.84
34.057, 0.77
34.146, 0.80
34.152, -0.46
34.153, -0.82
34.251, -0.64
34.253, -0.11
34.257, 0.75
34.346, 0.80
34.352, -0.36
34.352, -0.43
34.353, -0.60
34.355, -1.04
34.451, -0.54
34.451, -0.41
34.457, 0.81
34.546, 0.77
34.552, -0.38
34.554, -0.76
34.554, -0.89
34.556, -1.12
34.657, 0.76
34.747, 0.71
34.755, -0.90
34.756, -1.12
34.857, 0.85
34.946, 0.80
34.951, -0.20
34.952, -0.59
34.953, -0.84
34.956, -1.11
35.049, -0.85
35.051, -0.69
35.057, 0.80
35.147, 0.72
35.154, -0.78
35.154, -0.95
35.249, -0.80
35.250, -0.57
35.257, 0.81
35.346, 0.88
35.351, -0.23
35.352, -0.47
35.353, -0.68
35.355, -0.91
35.450, -0.57
35.452, -0.30
35.457, 0.77
35.546, 0.79
35.551, -0.20
35.553, -0.78
35.555, -0.94
35.556, -1.11
35.650, -0.57
35.652, -0.15
35.657, 0.83
35.747, 0.70
35.751, -0.20
35.752, -0.58
35.754, -0.92
35.756, -1.09
35.850, -0.54
35.852, -0.21
35.857, 0.77
35.947, 0.72
35.951, -0.23
35.952, -0.50
36.052, -0.35
36.052, -0.15
36.057, 0.78
36.146, 0.87
36.153, -0.76
36.156, -1.12
36.251, -0.51
36.251, -0.44
36.257, 0.76
36.346, 0.85
36.353, -0.49
36.353, -0.54
36.355, -0.95
36.356, -1.12
36.457, 0.79
36.547, 0.71
36.552, -0.24
36.554, -1.00
36.651, -0.44
36.651, -0.42
36.657, 0.83
36.747, 0.72
36.751, -0.19
36.752, -0.34
36.755, -0.88
36.756, -1.10
36.858, 0.87
36.946, 0.78
36.951, -0.19
36.952, -0.41
36.955, -0.94
36.956, -1.12
37.049, -0.82
37.052, -0.28
37.057, 0.79
37.146, 0.81
37.152, -0.34
37.154, -0.72
37.155, -0.92
37.156, -1.13
37.257, 0.80
37.347, 0.70
37.351, -0.18
37.352, -0.35
37.452, -0.37
37.453, -0.13
37.457, 0.74
37.546, 0.87
37.551, -0.18
37.553, -0.67
37.553, -0.67
37.555, -1.06
37.650, -0.54
37.651, -0.37
37.657, 0.76
37.747, 0.73
37.751, -0.24
37.752, -0.48
37.849, -0.84
37.852, -0.35
37.857, 0.84
37.947, 0.73
37.952, -0.42
37.954, -0.82
38.052, -0.32
38.053, -0.12
38.057, 0.77
38.147, 0.71
38.152, -0.43
38.155, -0.95
38.250, -0.51
38.252, -0.32
38.257, 0.82
38.347, 0.72
38.351, -0.21
38.352, -0.41
38.355, -0.93
38.356, -1.11
38.450, -0.60
38.452, -0.31
38.457, 0.73
38.547, 0.72
38.553, -0.70
38.553, -0.80
38.555, -1.02
38.556, -1.14
38.652, -0.30
38.653, -0.14
38.657, 0.80
38.746, 0.78
38.752, -0.33
38.756, -1.13
38.857, 0.76
38.947, 0.75
38.951, -0.18
38.953, -0.66
39.057, 0.79
39.146, 0.76
39.250, -0.55
39.252, -0.33
39.257, 0.77
39.347, 0.67
39.354, -0.91
39.355, -1.04
39.457, 0.73
39.547, 0.73
39.553, -0.86
39.555, -1.04
39.657, 0.72
39.747, 0.70
39.752, -0.41
39.754, -0.72
39.850, -0.61
39.852, -0.33
39.857, 0.76
39.946, 0.89
39.946, 0.75
39.947, 0.60
40.050, -0.60
40.052, -0.27
40.057, 0.78
40.147, 0.65
40.257, 0.84
40.346, 0.78
40.450, -0.56
40.452, -0.33
40.457, 0.71
40.546, 0.79
40.552, -0.25
40.554, -0.78
40.555, -0.96
40.556, -1.13
40.650, -0.52
40.652, -0.21
40.657, 0.72
40.747, 0.74
40.752, -0.34
40.754, -0.74
40.847, -1.18
40.847, -1.15
40.857, 0.76
40.947, 0.75
40.952, -0.44
40.955, -1.07
41.050, -0.63
41.052, -0.34
41.057, 0.76
41.147, 0.64
41.151, -0.24
41.155, -1.07
41.252, -0.29
41.252, -0.18
41.257, 0.83
41.346, 0.90
41.353, -0.90
41.355, -1.05
41.451, -0.52
41.451, -0.40
41.457, 0.73
41.547, 0.64
41.552, -0.40
41.553, -0.62
41.555, -0.91
41.556, -1.13
41.650, -0.53
41.652, -0.29
41.657, 0.72
41.747, 0.66
41.751, -0.18
41.752, -0.35
41.857, 0.80
41.947, 0.61
41.953, -0.51
41.953, -0.73
42.057, 0.79
42.147, 0.73
42.154, -0.86
42.156, -1.09
42.257, 0.67
42.347, 0.68
42.352, -0.37
42.354, -0.85
42.355, -0.99
42.356, -1.11
42.457, 0.75
42.547, 0.68
42.552, -0.44
42.556, -1.10
42.652, -0.27
42.652, -0.20
42.657, 0.77
42.747, 0.75
42.753, -0.82
42.755, -1.08
42.850, -0.62
42.852, -0.29
42.857, 0.72
42.947, 0.58
42.953, -0.79
42.956, -1.11
43.057, 0.81
43.147, 0.60
43.256, 0.61
43.347, 0.61
43.353, -0.71
43.355, -1.08
43.457, 0.75
43.547, 0.71
43.552, -0.22
43.553, -0.68
43.555, -1.09
43.555, -1.10
43.647, -1.19
43.647, -1.19
43.652, -0.31
43.652, -0.14
43.657, 0.69
43.747, 0.71
43.753, -0.59
43.756, -1.07
43.850, -0.59
43.852, -0.30
43.857, 0.70
43.947, 0.61
43.953, -0.69
43.956, -1.14
44.057, 0.78
44.147, 0.74
44.151, -0.22
44.152, -0.41
44.153, -0.61
44.155, -1.00
44.252, -0.30
44.252, -0.16
44.257, 0.72
44.348, 0.56
44.352, -0.42
44.354, -1.03
44.457, 0.76
44.547, 0.73
44.552, -0.24
44.552, -0.45
44.656, 0.63
44.747, 0.66
44.857, 0.73
44.947, 0.59
44.952, -0.22
44.952, -0.34
44.954, -0.90
44.954, -1.03
45.051, -0.54
45.051, -0.53
45.057, 0.68
45.147, 0.58
45.154, -0.99
45.156, -1.14
45.252, -0.26
45.253, -0.10
45.257, 0.69
45.347, 0.71
45.353, -0.53
45.356, -1.10
45.452, -0.30
45.452, -0.14
45.457, 0.79
45.547, 0.59
45.657, 0.73
45.746, 0.80
45.751, -0.21
45.752, -0.40
45.753, -0.62
45.755, -1.04
45.850, -0.53
45.851, -0.42
45.857, 0.71
45.947, 0.74
45.952, -0.41
45.955, -1.06
46.057, 0.71
46.147, 0.59
46.154, -0.85
46.155, -1.01
46.257, 0.70
46.347, 0.64
46.457, 0.68
46.547, 0.72
46.552, -0.43
46.554, -0.82
46.555, -1.05
46.555, -1.11
46.656, 0.65
46.747, 0.62
46.752, -0.45
46.754, -0.99
46.857, 0.73
46.948, 0.52
46.953, -0.42
46.954, -1.09
47.052, -0.35
47.053, -0.17
47.057, 0.68
47.147, 0.60
47.153, -0.74
47.156, -1.11
47.252, -0.37
47.252, -0.19
47.257, 0.67
47.347, 0.69
47.354, -0.77
47.355, -1.06
47.456, 0.66
47.547, 0.68
47.551, -0.19
47.555, -1.09
47.650, -0.61
47.652, -0.33
47.657, 0.70
47.747, 0.61
47.753, -0.72
47.756, -1.13
47.850, -0.58
47.852, -0.31
47.857, 0.74
47.947, 0.67
47.955, -0.93
47.956, -1.09
48.056, 0.62
48.147, 0.74
48.153, -0.63
48.156, -1.12
48.257, 0.77
48.347, 0.68
48.456, 0.64
48.548, 0.54
48.551, -0.19
48.552, -0.36
48.650, -0.57
48.652, -0.18
48.656, 0.65
48.747, 0.72
48.752, -0.40
48.756, -1.08
48.849, -0.73
48.851, -0.51
48.857, 0.71
48.947, 0.69
49.050, -0.60
49.052, -0.31
49.057, 0.67
49.147, 0.68
49.248, -1.01
49.248, -1.00
49.257, 0.69
49.347, 0.68
49.352, -0.24
49.352, -0.37
49.353, -0.78
49.354, -0.99
49.450, -0.57
49.452, -0.23
49.457, 0.78
49.547, 0.71
49.551, -0.19
49.554, -0.94
49.649, -0.83
49.650, -0.62
49.652, -0.35
49.652, -0.19
49.656, 0.63
49.747, 0.69
49.754, -0.87
49.754, -0.96
49.849, -0.70
49.852, -0.30
49.856, 0.55
49.947, 0.67
50.050, -0.56
50.052, -0.23
50.056, 0.56
50.147, 0.69
50.151, -0.19
50.154, -0.80
50.249, -0.74
50.251, -0.71
50.256, 0.61
50.347, 0.64
50.352, -0.37
50.354, -0.91
50.354, -0.98
50.356, -1.11
50.452, -0.26
50.452, -0.19
50.457, 0.67
50.547, 0.56
50.553, -0.66
50.553, -0.82
50.652, -0.24
50.652, -0.18
50.656, 0.59
50.747, 0.59
50.751, -0.18
50.752, -0.38
50.753, -0.76
50.755, -1.05
50.856, 0.65
50.947, 0.66
50.953, -0.70
50.955, -1.02
51.052, -0.23
51.052, -0.18
51.056, 0.62
51.147, 0.71
51.152, -0.28
51.153, -0.59
51.248, -0.98
51.248, -0.94
51.250, -0.54
51.252, -0.16
51.257, 0.68
51.347, 0.67
51.352, -0.24
51.353, -0.63
51.456, 0.63
51.547, 0.71
51.552, -0.41
51.553, -0.66
51.656, 0.63
51.747, 0.65
51.752, -0.40
51.754, -0.80
51.755, -0.99
51.756, -1.08
51.856, 0.62
51.947, 0.67
51.953, -0.75
51.956, -1.10
52.056, 0.64
52.147, 0.57
52.151, -0.19
52.154, -0.69
52.256, 0.62
52.347, 0.61
52.354, -0.95
52.356, -1.09
52.456, 0.62
52.547, 0.65
52.656, 0.61
52.747, 0.64
52.849, -0.66
52.852, -0.29
52.856, 0.60
52.947, 0.69
53.051, -0.57
53.051, -0.38
53.056, 0.58
53.147, 0.60
53.152, -0.24
53.152, -0.32
53.154, -0.86
53.154, -0.93
53.249, -0.73
53.250, -0.57
53.257, 0.69
53.347, 0.58
53.355, -0.96
53.355, -1.07
53.449, -0.71
53.452, -0.34
53.456, 0.61
53.547, 0.57
53.552, -0.25
53.556, -1.12
53.652, -0.29
53.652, -0.24
53.656, 0.64
53.747, 0.57
53.752, -0.25
53.753, -0.75
53.755, -1.00
53.756, -1.11
53.851, -0.61
53.851, -0.39
53.856, 0.63
53.947, 0.59
53.952, -0.26
53.952, -0.30
53.954, -0.83
53.954, -0.95
54.052, -0.22
54.052, -0.16
54.056, 0.57
54.147, 0.62
54.152, -0.42
54.153, -0.65
54.256, 0.63
54.348, 0.55
54.456, 0.61
54.547, 0.60
54.552, -0.40
54.553, -0.65
54.651, -0.59
54.651, -0.42
54.656, 0.62
54.747, 0.62
54.754, -0.73
54.756, -1.12
54.856, 0.60
54.947, 0.61
54.952, -0.21
54.953, -0.54
55.056, 0.61
55.147, 0.58
55.151, -0.19
55.152, -0.50
55.153, -0.80
55.155, -0.99
55.256, 0.59
55.347, 0.62
55.354, -0.89
55.356, -1.10
55.450, -0.63
55.451, -0.37
55.456, 0.64
55.547, 0.60
55.551, -0.19
55.553, -0.72
55.652, -0.34
55.652, -0.15
55.656, 0.60
55.748, 0.55
55.753, -0.57
55.756, -1.11
55.850, -0.58
55.852, -0.36
55.857, 0.67
55.947, 0.64
55.952, -0.29
55.953, -0.66
55.955, -1.03
55.955, -1.05
56.056, 0.61
56.147, 0.67
56.151, -0.20
56.153, -0.50
56.153, -0.65
56.155, -1.02
56.250, -0.64
56.250, -0.56
56.256, 0.61
56.347, 0.58
56.355, -0.97
56.356, -1.11
56.450, -0.58
56.452, -0.21
56.456, 0.65
56.547, 0.58
56.551, -0.20
56.556, -1.12
56.656, 0.59
56.747, 0.60
56.754, -0.94
56.756, -1.11
56.852, -0.26
56.852, -0.19
56.856, 0.56
56.948, 0.54
56.953, -0.42
56.954, -1.02
57.049, -0.76
57.051, -0.58
57.056, 0.57
57.147, 0.58
57.152, -0.40
57.154, -1.05
57.256, 0.63
57.347, 0.58
57.352, -0.26
57.352, -0.34
57.450, -0.56
57.452, -0.32
57.456, 0.58
57.548, 0.48
