time (sec), current (uA)
37.263, 79.19
37.340, 72.80
37.463, 75.62
37.540, 79.50
37.663, 79.69
37.740, 76.11
37.863, 83.18
37.940, 77.35
38.063, 80.38
38.140, 77.37
38.263, 77.35
38.340, 74.51
38.463, 79.98
38.540, 75.34
38.663, 77.03
38.740, 76.70
38.863, 82.27
38.940, 77.15
39.063, 75.69
39.140, 81.06
39.263, 74.40
39.340, 73.29
39.463, 77.33
39.540, 73.40
39.663, 78.96
39.740, 76.60
39.863, 80.92
39.940, 78.80
40.063, 85.15
40.140, 72.68
40.263, 73.97
40.340, 81.87
40.463, 80.67
40.540, 80.21
40.663, 76.25
40.740, 76.00
40.863, 80.33
40.940, 76.23
41.063, 87.61
41.140, 74.59
41.263, 82.42
41.340, 75.49
41.463, 85.42
41.540, 79.31
41.663, 85.45
41.740, 80.29
41.863, 78.86
41.940, 76.80
42.063, 77.05
42.140, 75.84
42.263, 75.10
42.340, 81.70
42.463, 74.97
42.540, 81.71
42.663, 79.54
42.740, 73.36
42.863, 81.91
42.940, 74.87
43.063, 83.17
43.140, 77.34
43.263, 77.24
43.340, 75.51
43.463, 79.42
43.540, 77.25
43.663, 74.87
43.740, 80.34
43.863, 86.11
43.940, 74.36
44.063, 80.32
44.140, 77.70
44.263, 79.85
44.340, 79.25
44.463, 79.08
44.540, 77.98
44.663, 73.96
44.740, 82.72
44.863, 74.34
44.940, 79.39
45.063, 78.27
45.140, 80.96
45.263, 80.84
45.340, 79.67
45.463, 79.94
45.540, 80.95
45.663, 79.21
45.740, 77.91
45.863, 83.70
45.940, 76.18
46.063, 82.29
46.140, 79.08
46.263, 78.87
46.340, 79.46
46.463, 82.55
46.540, 80.61
46.663, 78.10
46.740, 86.44
46.863, 76.22
46.940, 83.35
47.063, 76.86
47.140, 77.85
47.263, 78.07
47.340, 78.22
47.463, 78.87
47.540, 80.94
47.663, 80.87
47.740, 80.71
47.863, 79.74
47.940, 78.21
48.063, 81.60
48.140, 75.06
48.263, 80.84
48.340, 83.24
48.463, 79.98
48.540, 82.64
48.663, 80.20
48.740, 76.39
48.863, 80.96
48.940, 83.46
49.063, 85.76
49.140, 74.40
49.263, 80.33
49.340, 87.12
49.463, 80.15
49.540, 77.58
49.663, 81.66
49.740, 81.58
49.863, 78.89
49.940, 83.80
50.063, 85.98
50.140, 81.53
50.263, 83.19
50.340, 86.90
50.463, 76.65
50.540, 79.16
50.663, 80.68
50.740, 85.61
50.863, 81.04
50.940, 83.50
51.063, 80.42
51.140, 81.74
51.263, 80.79
51.340, 90.69
51.463, 84.14
51.540, 78.87
51.663, 82.93
51.740, 84.02
51.863, 83.29
51.940, 79.37
52.063, 76.21
52.140, 78.71
52.263, 82.21
52.340, 78.75
52.463, 82.69
52.540, 80.72
52.663, 82.94
52.740, 81.66
52.863, 82.15
52.940, 76.43
53.063, 83.68
53.140, 78.17
53.263, 77.89
53.340, 90.20
53.463, 78.79
53.540, 85.69
53.663, 82.23
53.740, 85.50
53.863, 77.55
53.940, 85.09
54.063, 83.04
54.140, 86.06
54.263, 84.19
54.340, 81.03
54.463, 82.51
54.540, 83.84
54.663, 82.23
54.740, 87.62
54.863, 84.63
54.940, 84.63
55.063, 86.50
55.140, 84.77
55.263, 82.44
55.340, 81.69
55.463, 86.73
55.540, 90.09
55.663, 82.14
55.740, 84.15
55.863, 79.75
55.940, 89.99
56.063, 86.85
56.140, 82.03
56.263, 83.37
56.340, 79.81
56.463, 80.31
56.540, 80.71
56.663, 83.41
56.740, 82.28
56.863, 79.02
56.940, 85.98
57.063, 83.60
57.140, 80.50
57.263, 80.25
57.340, 88.13
57.463, 83.63
57.540, 80.86
57.663, 85.44
57.740, 80.03
57.863, 82.35
57.940, 89.52
58.063, 82.99
58.140, 86.28
58.263, 88.21
58.340, 81.47
58.463, 84.58
58.540, 87.24
58.663, 85.53
58.740, 84.38
58.863, 83.28
58.940, 86.55
59.063, 81.85
59.140, 88.81
59.263, 82.50
59.340, 84.56
59.463, 85.03
59.540, 80.85
59.663, 82.67
59.740, 85.43
59.863, 81.06
59.940, 86.94
60.063, 86.57
60.140, 84.71
60.263, 83.83
60.340, 82.05
60.463, 87.74
60.540, 78.44
60.663, 84.01
60.740, 80.41
60.863, 84.06
60.940, 85.04
61.063, 85.11
61.140, 87.60
61.263, 83.51
61.340, 82.51
61.463, 85.43
61.540, 79.69
61.663, 84.42
61.740, 86.84
61.863, 84.19
61.940, 83.34
62.063, 82.24
62.140, 83.93
62.263, 82.40
62.340, 80.25
62.463, 81.68
62.540, 85.59
62.663, 84.47
62.740, 87.80
62.863, 82.19
62.940, 80.70
63.063, 85.95
63.140, 85.01
63.263, 85.57
63.340, 84.73
63.463, 86.82
63.540, 82.10
63.663, 81.92
63.740, 87.22
63.863, 81.10
63.940, 83.81
64.063, 87.69
64.140, 82.96
64.263, 82.30
64.340, 90.89
64.463, 86.02
64.540, 83.63
64.663, 82.28
64.740, 88.34
64.863, 82.52
64.940, 79.82
65.063, 84.61
65.140, 78.49
65.263, 84.10
65.340, 91.35
65.463, 84.59
65.540, 83.50
65.663, 83.56
65.740, 79.38
65.863, 84.11
65.940, 81.03
66.063, 86.56
66.140, 90.60
66.263, 91.04
66.340, 89.01
66.463, 87.08
66.540, 82.01
66.663, 93.72
66.740, 91.25
66.863, 85.20
66.940, 87.01
67.063, 83.26
67.140, 89.52
67.263, 89.03
67.340, 88.57
67.463, 87.06
67.540, 80.16
67.663, 86.55
67.740, 86.08
67.863, 82.44
67.940, 86.67
68.063, 84.29
68.140, 80.08
68.263, 84.52
68.340, 86.71
68.463, 82.18
68.540, 77.21
68.663, 82.21
68.740, 84.74
68.863, 83.04
68.940, 82.81
69.063, 83.32
69.140, 79.99
69.263, 84.68
69.340, 83.46
69.463, 83.31
69.540, 82.00
69.663, 81.07
69.740, 89.12
69.863, 82.37
69.940, 85.38
70.063, 86.37
70.140, 84.81
70.263, 83.41
70.340, 87.02
70.463, 85.08
70.540, 83.88
70.663, 84.30
70.740, 79.63
70.863, 85.97
70.940, 73.59
71.063, 89.11
71.140, 86.62
71.263, 88.16
71.340, 87.49
71.463, 83.93
71.540, 85.01
71.663, 83.72
71.740, 89.17
71.863, 85.12
71.940, 81.47
72.063, 89.16
72.140, 88.96
72.263, 86.92
72.340, 86.10
72.463, 84.51
72.540, 83.13
72.663, 83.62
72.740, 92.17
72.863, 87.44
72.940, 87.29
73.063, 86.56
73.140, 80.98
73.263, 88.96
73.340, 86.15
73.463, 81.38
73.540, 76.95
73.663, 86.71
73.740, 79.54
73.863, 79.15
73.940, 83.13
74.063, 84.17
74.140, 86.74
74.263, 84.86
74.340, 86.29
74.463, 84.74
74.540, 75.87
74.663, 84.44
74.740, 87.33
74.863, 85.99
74.940, 87.84
75.063, 83.01
75.140, 89.41
75.263, 83.65
75.340, 84.74
75.463, 85.29
75.540, 83.30
75.663, 84.82
75.740, 79.14
75.863, 87.01
75.940, 77.97
76.063, 86.15
76.140, 83.69
76.263, 86.66
76.340, 89.71
76.463, 86.67
76.540, 86.66
76.663, 84.63
76.740, 86.70
76.863, 87.89
76.940, 90.23
77.063, 83.89
77.140, 83.05
77.263, 87.24
77.340, 90.17
77.463, 86.26
77.540, 88.76
77.663, 82.58
77.740, 86.33
77.863, 89.04
77.940, 83.84
78.063, 82.71
78.140, 84.04
78.263, 86.22
78.340, 81.53
78.463, 82.55
78.540, 90.55
78.663, 84.76
78.740, 88.57
78.863, 85.96
78.940, 90.24
79.063, 84.03
79.140, 87.37
79.263, 83.52
79.340, 85.81
79.463, 84.76
79.540, 89.12
79.663, 81.80
79.740, 85.45
79.863, 81.84
79.940, 85.76
80.063, 82.14
80.140, 82.72
80.263, 82.69
80.340, 83.84
80.463, 80.28
80.540, 80.65
80.663, 83.06
80.740, 82.31
80.863, 82.67
80.940, 84.90
81.063, 82.38
81.140, 82.85
81.263, 83.90
81.340, 81.11
81.463, 81.18
81.540, 84.88
81.663, 85.20
81.740, 84.06
81.863, 84.37
81.940, 88.99
82.063, 86.20
82.140, 78.29
82.263, 82.29
82.340, 86.45
82.463, 82.76
82.540, 86.05
82.663, 80.95
82.740, 88.24
82.863, 87.41
82.940, 82.89
83.063, 86.00
83.140, 82.04
83.263, 83.05
83.340, 83.39
83.463, 84.31
83.540, 88.87
83.663, 86.08
83.740, 81.65
83.863, 87.14
83.940, 84.69
84.063, 87.72
84.140, 84.02
84.263, 82.28
84.340, 90.73
84.463, 84.13
84.540, 90.58
84.663, 87.61
84.740, 79.00
84.863, 85.84
84.940, 83.15
85.063, 82.26
85.140, 85.12
85.263, 83.79
85.340, 83.50
85.463, 84.19
85.540, 87.56
85.663, 82.83
85.740, 88.57
85.863, 80.86
85.940, 84.73
86.063, 86.76
86.140, 85.18
86.263, 86.61
86.340, 79.46
86.463, 82.88
86.540, 87.01
86.663, 87.65
86.740, 88.03
86.863, 79.10
86.940, 83.89
87.063, 83.47
87.140, 85.15
87.263, 80.60
87.340, 83.70
87.463, 82.39
87.540, 78.18
87.663, 82.19
87.740, 78.58
87.863, 82.64
87.940, 81.41
88.063, 77.33
88.140, 81.37
88.263, 81.10
88.340, 78.27
88.463, 81.53
88.540, 82.14
88.663, 80.01
88.740, 80.61
88.863, 80.25
88.940, 81.12
89.063, 81.34
89.140, 80.96
89.263, 80.92
89.340, 81.32
89.463, 78.95
89.540, 87.08
89.663, 84.15
89.740, 86.07
89.863, 86.12
89.940, 86.82
90.063, 83.85
90.140, 82.19
90.263, 87.55
90.340, 80.81
90.463, 83.10
90.540, 81.68
90.663, 82.39
90.740, 80.39
90.863, 90.58
90.940, 89.35
91.063, 87.17
91.140, 82.03
91.263, 85.98
91.340, 81.52
91.463, 80.27
91.540, 83.77
91.663, 81.19
91.740, 83.98
91.863, 91.61
91.940, 78.44
92.063, 80.51
92.140, 82.80
92.263, 84.56
92.340, 87.42
92.463, 84.12
92.540, 87.26
92.663, 82.91
92.740, 86.42
92.863, 87.14
92.940, 83.81
93.063, 83.81
93.140, 77.00
93.263, 79.18
93.340, 83.90
93.463, 86.93
93.540, 78.70
93.663, 87.21
93.740, 81.79
93.863, 86.85
93.940, 81.03
94.063, 80.78
94.140, 90.49
94.263, 84.07
94.340, 86.59
94.463, 79.14
94.540, 84.73
94.663, 89.04
94.740, 81.42
94.863, 88.74
94.940, 73.91
95.063, 80.45
95.140, 74.64
95.263, 82.58
95.340, 82.23
95.463, 81.46
95.540, 74.92
95.663, 74.09
95.740, 79.68
95.863, 79.06
95.940, 77.37
96.063, 77.32
96.140, 76.76
96.263, 87.77
96.340, 77.43
96.463, 74.85
96.540, 79.70
96.663, 85.36
96.740, 85.53
96.863, 79.74
96.940, 79.10
97.063, 76.20
97.140, 81.59
97.263, 86.76
97.340, 85.10
97.463, 84.41
97.540, 83.83
97.663, 79.91
97.740, 74.52
97.863, 79.59
97.940, 86.29
98.063, 82.97
98.140, 85.51
98.263, 80.36
98.340, 85.42
98.463, 84.05
98.540, 86.24
98.663, 78.55
98.740, 82.55
98.863, 83.51
98.940, 80.87
99.063, 78.00
99.140, 76.82
99.263, 82.20
99.340, 87.57
99.463, 83.15
99.540, 87.94
99.663, 79.40
99.740, 85.95
99.863, 82.25
99.940, 81.80
100.063, 82.43
100.140, 81.97
100.263, 79.98
100.340, 85.78
100.463, 80.47
100.540, 83.82
100.663, 78.31
100.740, 82.37
100.863, 79.08
100.940, 72.93
101.063, 77.09
101.140, 82.06
101.263, 85.53
101.340, 86.67
101.463, 81.03
101.540, 83.96
101.663, 81.06
101.740, 78.86
101.863, 81.43
101.940, 77.70
102.063, 76.59
102.140, 79.37
102.263, 84.04
102.340, 86.79
102.463, 85.60
102.540, 84.27
102.663, 84.36
102.740, 85.16
102.863, 83.49
102.940, 82.23
103.063, 83.57
103.140, 82.87
103.263, 85.38
103.340, 89.02
103.463, 83.18
103.540, 77.61
103.663, 80.96
103.740, 82.15
103.863, 86.27
103.940, 86.12
104.063, 82.58
104.140, 86.16
104.263, 85.99
104.340, 87.60
104.463, 84.97
104.540, 82.69
104.663, 78.81
104.740, 80.56
104.863, 78.13
104.940, 78.50
105.063, 82.57
105.140, 85.15
105.263, 79.71
105.340, 82.44
105.463, 78.77
105.540, 87.58
105.663, 82.78
105.740, 85.62
105.863, 84.68
105.940, 81.09
106.063, 81.42
106.140, 88.05
106.263, 83.47
106.340, 79.91
106.463, 83.04
106.540, 85.83
106.663, 78.84
106.740, 77.04
106.863, 84.62
106.940, 81.19
107.063, 83.17
107.140, 81.59
107.263, 83.86
107.340, 77.75
107.463, 82.39
107.540, 84.79
107.663, 80.26
107.740, 84.01
107.863, 80.82
107.940, 78.79
108.063, 81.54
108.140, 80.93
108.263, 78.67
108.340, 83.61
108.463, 80.28
108.540, 77.84
108.663, 85.62
108.740, 86.57
108.863, 79.22
108.940, 79.57
109.063, 79.37
109.140, 83.78
109.263, 84.09
109.340, 79.10
109.463, 77.58
109.540, 79.48
109.663, 83.19
109.740, 82.73
109.863, 81.44
109.940, 77.80
110.063, 80.16
110.140, 81.47
110.263, 80.10
110.340, 79.36
110.463, 82.69
110.540, 82.08
110.663, 81.94
110.740, 87.76
110.863, 80.64
110.940, 80.49
111.063, 77.74
111.140, 80.96
111.263, 81.84
111.340, 90.39
111.463, 79.43
111.540, 78.57
111.663, 77.38
111.740, 81.09
111.863, 77.65
111.940, 80.51
112.063, 79.25
112.140, 78.14
