time (sec), current (uA)
21.863, 47.13
21.940, 51.29
22.063, 48.96
22.140, 53.93
22.263, 53.01
22.340, 50.55
22.463, 51.01
22.540, 51.42
22.663, 51.41
22.740, 49.06
22.863, 55.14
22.940, 46.89
23.063, 47.05
23.140, 53.11
23.263, 50.23
23.340, 51.61
23.463, 48.62
23.540, 48.58
23.663, 50.85
23.740, 47.25
23.863, 48.13
23.940, 52.18
24.063, 55.17
24.140, 46.13
24.263, 49.55
24.340, 46.26
24.463, 51.64
24.540, 53.02
24.663, 53.66
24.740, 47.43
24.863, 47.13
24.940, 55.02
25.063, 50.09
25.140, 57.20
25.263, 47.54
25.340, 56.05
25.463, 47.83
25.540, 54.58
25.663, 51.58
25.740, 50.34
25.863, 49.53
25.940, 52.41
26.063, 48.83
26.140, 51.89
26.263, 55.01
26.340, 48.76
26.463, 53.19
26.540, 49.46
26.663, 51.36
26.740, 51.46
26.863, 47.50
26.940, 55.89
27.063, 55.00
27.140, 50.89
27.263, 53.69
27.340, 48.55
27.463, 52.08
27.540, 51.16
27.663, 48.52
27.740, 52.67
27.863, 53.39
27.940, 48.01
28.063, 49.91
28.140, 54.89
28.263, 55.66
28.340, 48.74
28.463, 51.76
28.540, 55.62
28.663, 48.52
28.740, 54.64
28.863, 52.11
28.940, 51.25
29.063, 55.00
29.140, 49.71
29.263, 56.07
29.340, 55.41
29.463, 47.64
29.540, 56.82
29.663, 51.38
29.740, 49.24
29.863, 50.54
29.940, 51.34
30.063, 52.24
30.140, 53.46
30.263, 52.76
30.340, 50.75
30.463, 47.52
30.540, 53.78
30.663, 54.58
30.740, 49.98
30.863, 54.52
30.940, 51.07
31.063, 54.06
31.140, 52.32
31.263, 53.40
31.340, 49.91
31.463, 50.24
31.540, 55.42
31.663, 53.07
31.740, 49.08
31.863, 50.03
31.940, 52.25
32.063, 48.40
32.140, 54.73
32.263, 53.42
32.340, 52.31
32.463, 48.78
32.540, 56.28
32.663, 53.87
32.740, 54.45
32.863, 54.33
32.940, 48.22
33.063, 52.09
33.140, 48.59
33.263, 53.11
33.340, 48.97
33.463, 49.58
33.540, 49.14
33.663, 48.95
33.740, 55.39
33.863, 53.72
33.940, 48.78
34.063, 51.01
34.140, 51.97
34.263, 48.02
34.340, 55.52
34.463, 48.72
34.540, 56.23
34.663, 55.98
34.740, 49.62
34.863, 49.85
34.940, 50.04
35.063, 49.79
35.140, 49.30
35.263, 51.57
35.340, 50.68
35.463, 54.32
35.540, 51.99
35.663, 49.73
35.740, 52.18
35.863, 51.40
35.940, 54.08
36.063, 52.71
36.140, 49.07
36.263, 53.10
36.340, 49.88
36.463, 54.38
36.540, 48.97
36.663, 51.59
36.740, 55.11
36.863, 55.07
36.940, 55.70
37.063, 53.23
37.140, 53.38
37.263, 49.54
37.340, 55.51
37.463, 53.46
37.540, 52.21
37.663, 48.79
37.740, 52.10
37.863, 54.28
37.940, 52.32
38.063, 51.35
38.140, 52.21
38.263, 48.56
38.340, 51.56
38.463, 55.59
38.540, 51.85
38.663, 53.90
38.740, 53.78
38.863, 53.64
38.940, 49.98
39.063, 53.28
39.140, 50.80
39.263, 50.64
39.340, 54.24
39.463, 50.20
39.540, 51.02
39.663, 53.98
39.740, 53.23
39.863, 54.87
39.940, 48.39
40.063, 53.66
40.140, 54.29
40.263, 55.36
40.340, 49.12
40.463, 50.40
40.540, 48.82
40.663, 54.74
40.740, 55.95
40.863, 55.96
40.940, 54.22
41.063, 52.71
41.140, 48.13
41.263, 48.56
41.340, 50.80
41.463, 55.31
41.540, 54.34
41.663, 52.72
41.740, 49.72
41.863, 49.31
41.940, 53.61
42.063, 54.26
42.140, 54.38
42.263, 54.85
42.340, 49.61
42.463, 51.93
42.540, 55.83
42.663, 55.10
42.740, 49.32
42.863, 50.22
42.940, 58.40
43.063, 48.22
43.140, 48.66
43.263, 54.26
43.340, 57.30
43.463, 54.43
43.540, 58.72
43.663, 55.15
43.740, 53.11
43.863, 54.92
43.940, 59.07
44.063, 50.56
44.140, 55.27
44.263, 53.68
44.340, 52.32
44.463, 51.83
44.540, 51.63
44.663, 51.31
44.740, 52.49
44.863, 53.90
44.940, 53.87
45.063, 47.15
45.140, 51.11
45.263, 52.59
45.340, 52.59
45.463, 53.28
45.540, 52.80
45.663, 50.89
45.740, 53.03
45.863, 49.23
45.940, 51.25
46.063, 53.26
46.140, 57.98
46.263, 49.03
46.340, 47.95
46.463, 52.61
46.540, 52.93
46.663, 49.64
46.740, 52.68
46.863, 53.21
46.940, 51.96
47.063, 55.24
47.140, 57.73
47.263, 52.97
47.340, 58.06
47.463, 49.06
47.540, 51.66
47.663, 52.21
47.740, 56.44
47.863, 57.70
47.940, 51.55
48.063, 50.61
48.140, 53.31
48.263, 55.46
48.340, 58.72
48.463, 52.99
48.540, 54.21
48.663, 50.74
48.740, 55.82
48.863, 52.57
48.940, 50.31
49.063, 51.47
49.140, 53.47
49.263, 54.70
49.340, 54.78
49.463, 55.28
49.540, 55.62
49.663, 51.76
49.740, 55.24
49.863, 50.67
49.940, 53.27
50.063, 54.63
50.140, 53.07
50.263, 55.76
50.340, 49.64
50.463, 52.46
50.540, 58.74
50.663, 53.56
50.740, 50.59
50.863, 56.18
50.940, 54.94
51.063, 51.72
51.140, 56.60
51.263, 48.57
51.340, 53.99
51.463, 55.87
51.540, 49.72
51.663, 53.14
51.740, 52.87
51.863, 51.37
51.940, 49.05
52.063, 55.19
52.140, 52.43
52.263, 55.32
52.340, 58.18
52.463, 53.02
52.540, 50.02
52.663, 53.38
52.740, 53.88
52.863, 56.89
52.940, 50.23
53.063, 50.95
53.140, 52.82
53.263, 50.13
53.340, 56.09
53.463, 50.17
53.540, 51.29
53.663, 54.33
53.740, 58.23
53.863, 49.68
53.940, 56.00
54.063, 53.60
54.140, 55.23
54.263, 54.15
54.340, 55.37
54.463, 47.20
54.540, 48.78
54.663, 58.46
54.740, 51.05
54.863, 55.28
54.940, 51.28
55.063, 51.20
55.140, 56.67
55.263, 58.84
55.340, 50.17
55.463, 54.69
55.540, 52.70
55.663, 53.74
55.740, 53.96
55.863, 53.91
55.940, 49.34
56.063, 54.35
56.140, 50.66
56.263, 57.18
56.340, 47.81
56.463, 57.49
56.540, 51.28
56.663, 47.93
56.740, 49.23
56.863, 55.03
56.940, 50.79
57.063, 58.14
57.140, 51.49
57.263, 59.76
57.340, 53.53
57.463, 59.76
57.540, 49.86
57.663, 53.31
57.740, 56.21
57.863, 58.40
57.940, 51.44
58.063, 48.49
58.140, 53.93
58.263, 56.09
58.340, 48.96
58.463, 57.51
58.540, 58.44
58.663, 60.95
58.740, 55.01
58.863, 54.72
58.940, 48.66
59.063, 55.16
59.140, 50.29
59.263, 58.14
59.340, 53.59
59.463, 57.16
59.540, 58.04
59.663, 50.01
59.740, 49.39
59.863, 52.05
59.940, 53.01
60.063, 55.10
60.140, 56.70
60.263, 61.50
60.340, 52.51
60.463, 55.92
60.540, 56.50
60.663, 52.12
60.740, 50.39
60.863, 58.00
60.940, 49.77
61.063, 50.81
61.140, 54.92
61.263, 49.52
61.340, 49.83
61.463, 51.48
61.540, 49.96
61.663, 55.17
61.740, 52.93
61.863, 50.04
61.940, 50.23
62.063, 53.66
62.140, 53.87
62.263, 51.41
62.340, 54.53
62.463, 52.12
62.540, 56.06
62.663, 49.86
62.740, 59.24
62.863, 56.73
62.940, 52.85
63.063, 58.89
63.140, 51.45
63.263, 57.28
63.340, 55.45
63.463, 48.26
63.540, 53.67
63.663, 53.08
63.740, 54.28
63.863, 49.65
63.940, 48.96
64.063, 54.14
64.140, 56.07
64.263, 53.46
64.340, 50.39
64.463, 50.64
64.540, 52.14
64.663, 58.22
64.740, 53.05
64.863, 54.42
64.940, 56.69
65.063, 59.89
65.140, 52.50
65.263, 50.67
65.340, 55.71
65.463, 61.32
65.540, 54.05
65.663, 57.43
65.740, 55.08
65.863, 54.30
65.940, 53.97
66.063, 52.19
66.140, 49.72
66.263, 53.68
66.340, 49.95
66.463, 55.78
66.540, 49.65
66.663, 50.95
66.740, 53.73
66.863, 53.68
66.940, 56.19
67.063, 52.47
67.140, 51.90
67.263, 56.54
67.340, 51.69
67.463, 56.46
67.540, 50.09
67.663, 48.77
67.740, 54.29
67.863, 54.85
67.940, 50.52
68.063, 54.66
68.140, 53.86
68.263, 50.42
68.340, 56.87
68.463, 51.20
68.540, 51.84
68.663, 52.79
68.740, 54.33
68.863, 51.77
68.940, 58.19
69.063, 56.49
69.140, 50.27
69.263, 51.84
69.340, 53.33
69.463, 53.79
69.540, 52.74
69.663, 51.92
69.740, 54.47
69.863, 52.34
69.940, 57.16
70.063, 56.81
70.140, 51.22
70.263, 56.14
70.340, 53.04
70.463, 52.04
70.540, 53.07
70.663, 57.27
70.740, 54.76
70.863, 54.66
70.940, 57.15
71.063, 55.47
71.140, 54.71
71.263, 56.55
71.340, 56.77
71.463, 58.16
71.540, 50.41
71.663, 51.59
71.740, 57.23
71.863, 53.29
71.940, 57.27
72.063, 51.40
72.140, 57.73
72.263, 57.84
72.340, 51.42
72.463, 52.15
72.540, 58.06
72.663, 56.65
72.740, 51.74
72.863, 53.59
72.940, 52.11
73.063, 57.72
73.140, 58.58
73.263, 56.79
73.340, 56.94
73.463, 58.73
73.540, 53.33
73.663, 54.36
73.740, 49.87
73.863, 57.54
73.940, 51.68
74.063, 57.22
74.140, 56.66
74.263, 55.79
74.340, 59.96
74.463, 59.91
74.540, 54.19
74.663, 58.79
74.740, 58.73
74.863, 55.52
74.940, 53.12
75.063, 52.72
75.140, 60.79
75.263, 59.92
75.340, 55.66
75.463, 60.89
75.540, 58.28
75.663, 50.27
75.740, 57.19
75.863, 52.69
75.940, 53.96
76.063, 61.61
76.140, 52.38
76.263, 55.98
76.340, 58.78
76.463, 56.51
76.540, 52.18
76.663, 56.71
76.740, 52.12
76.863, 60.10
76.940, 56.88
77.063, 54.10
77.140, 53.58
77.263, 55.35
77.340, 59.03
77.463, 59.55
77.540, 56.67
77.663, 53.21
77.740, 60.15
77.863, 52.75
77.940, 57.58
78.063, 57.16
78.140, 54.75
78.263, 58.26
78.340, 59.95
78.463, 58.00
78.540, 60.54
78.663, 52.75
78.740, 60.30
78.863, 55.91
78.940, 57.18
79.063, 52.95
79.140, 55.78
79.263, 51.75
79.340, 55.93
79.463, 53.16
79.540, 57.24
79.663, 57.42
79.740, 57.37
79.863, 54.75
79.940, 53.80
80.063, 57.45
80.140, 61.00
80.263, 61.05
80.340, 58.70
80.463, 60.10
80.540, 59.43
80.663, 59.85
80.740, 61.68
80.863, 59.46
80.940, 56.74
81.063, 53.43
81.140, 53.20
81.263, 53.65
81.340, 54.58
81.463, 52.40
81.540, 54.80
81.663, 53.33
81.740, 57.35
81.863, 56.76
81.940, 55.85
82.063, 52.64
82.140, 55.28
82.263, 55.05
82.340, 51.38
82.463, 61.35
82.540, 60.04
82.663, 52.62
82.740, 54.95
82.863, 55.09
82.940, 58.06
83.063, 57.33
83.140, 54.19
83.263, 52.93
83.340, 55.12
83.463, 63.01
83.540, 57.34
83.663, 58.45
83.740, 58.71
83.863, 57.56
83.940, 57.75
84.063, 57.91
84.140, 61.07
84.263, 58.61
84.340, 54.77
84.463, 55.93
84.540, 56.24
84.663, 56.83
84.740, 61.58
84.863, 51.44
84.940, 56.48
85.063, 58.03
85.140, 62.42
85.263, 56.05
85.340, 55.35
85.463, 61.75
85.540, 62.93
85.663, 54.81
85.740, 59.55
85.863, 58.43
85.940, 55.61
86.063, 55.21
86.140, 64.18
86.263, 58.24
86.340, 61.85
86.463, 59.29
86.540, 56.35
86.663, 54.10
86.740, 63.46
86.863, 56.96
86.940, 58.72
87.063, 55.22
87.140, 63.46
87.263, 59.20
87.340, 56.70
87.463, 56.43
87.540, 60.34
87.663, 54.12
87.740, 62.66
87.863, 58.69
87.940, 62.61
88.063, 54.16
88.140, 62.65
88.263, 59.10
88.340, 59.46
88.463, 53.65
88.540, 55.83
88.663, 55.95
88.740, 56.81
88.863, 60.21
88.940, 68.29
89.063, 55.33
89.140, 56.52
89.263, 55.97
89.340, 63.13
89.463, 56.23
89.540, 61.51
89.663, 57.67
89.740, 67.28
89.863, 56.21
89.940, 59.85
90.063, 52.78
90.140, 52.27
90.263, 56.48
90.340, 59.38
90.463, 57.77
90.540, 52.74
90.663, 57.19
90.740, 67.59
90.863, 58.53
90.940, 61.43
91.063, 60.28
91.140, 54.66
91.263, 59.45
91.340, 59.23
91.463, 55.37
91.540, 54.58
91.663, 56.21
91.740, 64.91
91.863, 59.75
91.940, 57.82
92.063, 56.90
92.140, 64.03
92.263, 60.85
92.340, 56.49
92.463, 61.42
92.540, 66.90
92.663, 54.35
92.740, 63.17
92.863, 57.82
92.940, 62.14
93.063, 58.67
93.140, 53.27
93.263, 57.38
93.340, 60.10
93.463, 61.30
93.540, 64.84
93.663, 58.81
93.740, 57.98
93.863, 58.62
93.940, 60.67
94.063, 59.74
94.140, 68.99
94.263, 53.68
94.340, 63.49
94.463, 57.90
94.540, 63.08
94.663, 56.66
94.740, 62.40
94.863, 55.44
94.940, 59.50
95.063, 54.84
95.140, 57.38
95.263, 59.33
95.340, 58.11
95.463, 60.45
95.540, 58.97
95.663, 60.11
95.740, 57.37
95.863, 62.47
95.940, 55.29
96.063, 56.22
96.140, 57.95
96.263, 57.94
96.340, 62.08
96.463, 59.49
96.540, 56.00
96.663, 54.95
96.740, 63.08
96.863, 56.46
96.940, 60.25
97.063, 58.36
97.140, 62.13
97.263, 59.48
97.340, 67.26
97.463, 60.26
97.540, 52.25
97.663, 58.13
97.740, 61.98
97.863, 58.99
97.940, 65.61
98.063, 53.85
98.140, 62.32
98.263, 58.94
98.340, 56.26
98.463, 55.60
98.540, 59.67
98.663, 62.15
98.740, 51.16
98.863, 58.34
98.940, 63.01
99.063, 61.16
99.140, 56.58
99.263, 58.70
99.340, 64.00
99.463, 56.35
99.540, 63.31
99.663, 63.50
99.740, 61.67
99.863, 53.82
99.940, 56.11
100.063, 58.00
100.140, 58.97
100.263, 56.18
100.340, 59.73
100.463, 57.44
100.540, 66.81
100.663, 55.34
100.740, 57.56
100.863, 58.54
100.940, 66.51
101.063, 57.54
101.140, 59.98
101.263, 57.56
101.340, 58.70
101.463, 55.04
101.540, 68.06
101.663, 60.62
101.740, 60.29
101.863, 61.21
101.940, 62.98
102.063, 54.58
102.140, 56.69
102.263, 58.68
102.340, 61.27
102.463, 62.55
102.540, 64.22
102.663, 55.82
102.740, 58.39
102.863, 52.45
102.940, 60.46
103.063, 54.03
103.140, 53.90
103.263, 62.50
103.340, 58.27
103.463, 53.98
103.540, 64.89
103.663, 56.87
103.740, 64.05
103.863, 57.12
103.940, 71.59
104.063, 57.01
104.140, 62.08
104.263, 59.42
104.340, 64.57
104.463, 57.34
104.540, 65.94
104.663, 58.95
104.740, 54.92
104.863, 58.57
104.940, 62.77
105.063, 54.39
105.140, 56.55
105.263, 58.29
105.340, 53.72
105.463, 56.58
105.540, 62.89
105.663, 54.40
105.740, 66.40
105.863, 63.01
105.940, 64.23
106.063, 59.05
106.140, 67.53
106.263, 59.41
106.340, 63.31
106.463, 56.61
106.540, 72.90
106.663, 63.01
106.740, 57.79
106.863, 59.27
106.940, 57.54
107.063, 61.96
107.140, 54.73
107.263, 59.09
107.340, 52.30
107.463, 63.50
107.540, 58.36
107.663, 60.74
107.740, 66.25
107.863, 63.68
107.940, 52.17
108.063, 56.73
108.140, 61.28
108.263, 59.76
108.340, 63.23
108.463, 63.08
108.540, 59.53
108.663, 59.25
108.740, 60.18
108.863, 54.41
108.940, 57.61
109.063, 58.89
109.140, 67.88
109.263, 57.42
109.340, 64.50
109.463, 57.67
109.540, 67.12
109.663, 57.99
109.740, 61.28
109.863, 60.55
109.940, 62.69
110.063, 62.86
110.140, 61.05
110.263, 57.81
110.340, 68.83
110.463, 63.15
110.540, 61.84
110.663, 63.79
110.740, 58.65
110.863, 57.22
110.940, 59.06
111.063, 61.32
111.140, 57.13
111.263, 60.75
111.340, 58.26
111.463, 62.45
111.540, 63.77
111.663, 62.34
111.740, 61.95
111.863, 58.24
111.940, 72.09
112.063, 59.44
112.140, 55.71
112.263, 57.69
112.340, 60.34
112.463, 56.55
112.540, 57.84
112.663, 59.79
112.740, 61.17
112.863, 62.80
112.940, 60.83
113.063, 59.75
113.140, 62.42
113.263, 61.70
113.340, 53.46
113.463, 58.08
113.540, 60.78
113.663, 56.82
113.740, 64.63
113.863, 57.05
113.940, 58.69
114.063, 60.81
114.140, 59.62
114.263, 56.86
114.340, 66.25
114.463, 59.31
114.540, 64.82
114.663, 63.39
114.740, 61.06
114.863, 63.30
114.940, 67.34
115.063, 57.27
115.140, 60.54
115.263, 59.37
115.340, 63.61
115.463, 64.69
115.540, 61.16
115.663, 57.27
115.740, 62.74
115.863, 55.85
115.940, 65.43
116.063, 63.43
116.140, 61.88
116.263, 55.09
116.340, 62.90
116.463, 60.98
116.540, 63.01
116.663, 55.82
116.740, 64.34
116.863, 58.72
116.940, 60.12
117.063, 60.72
117.140, 64.89
117.263, 59.34
117.340, 60.62
117.463, 57.34
117.540, 64.27
117.663, 59.62
117.740, 54.68
117.863, 63.05
117.940, 64.91
118.063, 59.57
118.140, 63.77
118.263, 63.40
118.340, 64.18
118.463, 65.42
118.540, 62.66
118.663, 66.25
118.740, 68.18
118.863, 60.07
118.940, 61.70
119.063, 56.98
119.140, 56.78
119.263, 54.78
119.340, 58.72
119.463, 60.77
119.540, 62.21
119.663, 57.44
119.740, 61.54
119.863, 59.08
119.940, 55.25
120.063, 62.96
120.140, 63.10
120.263, 55.77
120.340, 55.88
120.463, 59.60
120.540, 67.79
120.663, 60.37
120.740, 64.05
120.863, 63.89
120.940, 59.97
121.063, 57.53
121.140, 56.60
121.263, 57.73
121.340, 54.47
121.463, 60.34
121.540, 62.12
121.663, 56.19
121.740, 60.21
121.863, 61.60
121.940, 64.21
122.063, 62.72
122.140, 65.87
122.263, 56.04
122.340, 58.34
122.463, 59.96
122.540, 66.20
122.663, 58.25
122.740, 63.57
122.863, 57.17
122.940, 57.77
123.063, 55.66
123.140, 62.51
123.263, 64.14
123.340, 60.80
123.463, 61.46
123.540, 59.80
123.663, 63.34
123.740, 68.79
123.863, 59.54
123.940, 56.99
124.063, 56.77
124.140, 68.46
124.263, 59.11
124.340, 61.67
124.463, 60.17
124.540, 68.88
124.663, 53.81
124.740, 59.59
124.863, 56.10
124.940, 63.31
125.063, 62.29
125.140, 64.59
125.263, 61.78
125.340, 61.50
125.463, 54.56
125.540, 60.48
125.663, 58.04
125.740, 63.18
125.863, 59.38
125.940, 58.92
126.063, 57.43
126.140, 63.80
126.263, 62.68
126.340, 65.07
126.463, 64.69
126.540, 56.53
126.663, 57.63
126.740, 68.08
126.863, 58.99
126.940, 71.52
127.063, 55.80
127.140, 60.21
127.263, 59.33
127.340, 68.83
127.463, 61.06
127.540, 57.12
127.663, 58.42
127.740, 62.53
127.863, 60.43
127.940, 60.26
128.063, 68.94
128.140, 61.48
128.263, 56.95
128.340, 62.65
128.463, 59.80
128.540, 64.45
128.663, 55.67
128.740, 67.64
128.863, 63.32
128.940, 62.39
129.063, 54.66
129.140, 71.89
129.263, 60.38
129.340, 63.17
129.463, 62.50
129.540, 63.65
129.663, 63.57
129.740, 57.59
129.863, 63.47
129.940, 65.30
130.063, 59.14
130.140, 58.53
130.263, 60.95
130.340, 52.89
130.463, 60.58
130.540, 59.19
130.663, 63.51
130.740, 61.84
130.863, 57.71
130.940, 59.76
131.063, 59.61
131.140, 56.96
131.263, 65.49
131.340, 57.01
131.463, 59.67
131.540, 64.04
131.663, 59.37
131.740, 57.33
131.863, 60.24
131.940, 63.14
132.063, 61.09
132.140, 54.79
132.263, 61.90
132.340, 61.29
132.463, 64.57
132.540, 66.96
132.663, 56.26
132.740, 59.93
132.863, 62.01
132.940, 59.28
133.063, 56.66
133.140, 60.03
133.263, 60.77
133.340, 58.11
133.463, 57.09
133.540, 72.43
133.663, 62.31
133.740, 68.64
133.863, 59.06
133.940, 62.75
134.063, 60.86
134.140, 62.79
134.263, 62.98
134.340, 60.67
134.463, 56.33
134.540, 65.53
134.663, 58.90
134.740, 61.44
134.863, 56.72
134.940, 54.55
135.063, 62.92
135.140, 58.74
135.263, 64.88
135.340, 60.21
135.463, 61.31
135.540, 62.59
135.663, 55.26
135.740, 55.50
135.863, 56.99
135.940, 56.16
136.063, 58.26
136.140, 61.27
136.263, 57.47
136.340, 55.40
136.463, 58.11
136.540, 59.42
136.663, 54.90
136.740, 53.88
136.863, 60.81
136.940, 61.04
137.063, 60.30
137.140, 61.56
137.263, 62.95
137.340, 63.82
137.463, 53.02
137.540, 58.40
137.663, 62.99
137.740, 60.82
137.863, 64.87
137.940, 61.56
138.063, 59.56
138.140, 58.44
138.263, 62.82
138.340, 69.10
138.463, 58.73
138.540, 66.28
138.663, 61.95
138.740, 62.87
138.863, 57.82
138.940, 62.38
139.063, 58.58
139.140, 68.92
139.263, 63.13
139.340, 56.09
139.463, 56.37
139.540, 65.25
139.663, 61.07
139.740, 59.27
139.863, 56.20
139.940, 63.22
140.063, 58.60
140.140, 59.24
140.263, 60.52
140.340, 54.30
140.463, 53.31
140.540, 65.32
140.663, 59.59
140.740, 59.81
140.863, 60.66
140.940, 56.09
141.063, 60.33
141.140, 66.07
141.263, 62.37
141.340, 65.20
141.463, 52.14
141.540, 61.88
141.663, 61.73
141.740, 55.52
141.863, 56.72
141.940, 55.84
142.063, 63.39
142.140, 61.68
142.263, 62.03
142.340, 60.24
142.463, 59.38
142.540, 58.85
142.663, 55.73
142.740, 59.10
142.863, 58.09
142.940, 60.79
143.063, 58.29
143.140, 62.19
143.263, 54.78
143.340, 62.55
143.463, 57.13
143.540, 61.44
143.663, 56.36
143.740, 61.98
143.863, 56.01
143.940, 58.91
144.063, 56.91
144.140, 69.30
144.263, 61.69
144.340, 61.88
144.463, 63.46
144.540, 58.49
144.663, 58.72
144.740, 64.42
144.863, 63.68
144.940, 56.79
145.063, 61.35
145.140, 57.13
145.263, 57.54
145.340, 59.78
145.463, 59.07
145.540, 67.05
145.663, 59.40
145.740, 63.70
145.863, 58.33
145.940, 64.81
146.063, 57.78
146.140, 61.86
146.263, 58.29
146.340, 61.19
146.463, 53.59
146.540, 59.81
146.663, 53.79
146.740, 54.26
146.863, 57.02
146.940, 55.07
147.063, 52.09
147.140, 55.14
147.263, 61.41
147.340, 66.65
147.463, 55.90
147.540, 56.16
147.663, 60.29
147.740, 58.46
147.863, 62.82
147.940, 61.97
148.063, 62.78
148.140, 63.69
148.263, 56.07
148.340, 58.20
148.463, 63.12
148.540, 62.12
148.663, 60.99
148.740, 53.87
148.863, 59.35
148.940, 62.47
149.063, 62.85
149.140, 63.40
149.263, 60.30
149.340, 59.81
149.463, 60.40
149.540, 55.85
149.663, 56.26
149.740, 53.37
149.863, 58.70
149.940, 61.70
150.063, 57.61
150.140, 56.91
150.263, 57.47
150.340, 55.54
150.463, 56.58
150.540, 57.81
150.663, 60.27
150.740, 58.78
150.863, 56.46
150.940, 58.26
151.063, 61.06
151.140, 66.00
151.263, 54.62
151.340, 58.67
151.463, 57.93
151.540, 56.16
151.663, 61.48
151.740, 59.73
151.863, 55.41
151.940, 64.42
152.063, 55.40
152.140, 55.68
152.263, 60.39
152.340, 60.77
152.463, 60.18
152.540, 55.39
152.663, 61.41
152.740, 53.56
152.863, 60.30
152.940, 57.72
153.063, 56.79
153.140, 64.43
153.263, 54.09
153.340, 58.71
153.463, 56.39
153.540, 57.65
153.663, 61.16
153.740, 59.24
153.863, 55.12
153.940, 60.46
154.063, 56.23
154.140, 55.60
154.263, 56.18
154.340, 63.36
154.463, 61.30
154.540, 61.84
154.663, 59.73
154.740, 59.53
154.863, 60.03
154.940, 58.22
155.063, 61.09
155.140, 56.82
155.263, 60.86
