time (sec), voltage (V)
5.145, 1.06
5.152, -0.44
5.154, -0.77
5.252, -0.30
5.252, -0.20
5.258, 1.00
5.344, 1.14
5.352, -0.46
5.353, -0.74
5.355, -1.01
5.355, -1.06
5.459, 1.09
5.545, 0.95
5.552, -0.24
5.554, -1.00
5.659, 1.11
5.745, 0.94
5.754, -0.95
5.756, -1.20
5.850, -0.64
5.852, -0.28
5.858, 1.03
5.945, 1.11
5.953, -0.45
5.956, -1.11
6.049, -0.75
6.051, -0.67
6.058, 0.98
6.145, 1.06
6.151, -0.20
6.154, -1.11
6.250, -0.63
6.252, -0.26
6.258, 0.93
6.345, 0.94
6.353, -0.48
6.356, -1.17
6.449, -0.83
6.450, -0.82
6.452, -0.34
6.453, -0.14
6.458, 0.94
6.545, 1.06
6.546, 0.94
6.546, 0.83
6.650, -0.51
6.652, -0.30
6.659, 1.07
6.745, 1.02
6.751, -0.22
6.753, -0.48
6.851, -0.49
6.851, -0.44
6.858, 0.94
6.945, 1.09
7.058, 1.04
7.145, 0.98
7.153, -0.72
7.155, -1.02
7.252, -0.33
7.253, -0.12
7.258, 1.00
7.345, 1.03
7.449, -0.82
7.451, -0.60
7.458, 0.91
7.545, 1.09
7.553, -0.83
7.555, -0.97
7.658, 1.05
7.746, 0.91
7.756, -1.18
7.756, -1.19
7.850, -0.72
7.852, -0.15
7.859, 1.07
7.946, 0.84
7.953, -0.81
7.954, -0.98
8.052, -0.29
8.052, -0.14
8.059, 1.09
8.145, 0.95
8.153, -0.50
8.153, -0.52
8.250, -0.55
8.252, -0.28
8.258, 0.90
8.345, 1.06
8.351, -0.19
8.356, -1.14
8.452, -0.34
8.453, -0.14
8.458, 0.92
8.545, 1.01
8.552, -0.38
8.554, -0.99
8.651, -0.60
8.651, -0.36
8.658, 0.94
8.745, 1.07
8.753, -0.57
8.755, -0.96
8.851, -0.39
8.853, -0.12
8.858, 1.00
8.945, 1.00
8.952, -0.47
8.953, -0.73
8.954, -1.08
8.956, -1.17
9.058, 0.98
9.146, 0.84
9.152, -0.22
9.152, -0.39
9.153, -0.87
9.155, -1.10
9.156, -1.17
9.156, -1.19
9.258, 1.06
9.345, 1.06
9.353, -0.81
9.355, -0.96
9.459, 1.07
9.546, 0.92
9.551, -0.18
9.552, -0.38
9.555, -1.02
9.555, -1.08
9.658, 0.93
9.745, 1.09
9.752, -0.51
9.753, -0.88
9.850, -0.69
9.850, -0.62
9.852, -0.29
9.852, -0.13
9.858, 1.02
9.945, 1.00
9.953, -0.83
9.956, -1.16
10.058, 0.96
10.145, 1.05
10.146, 0.92
10.146, 0.84
10.152, -0.52
10.154, -1.08
10.259, 1.10
10.346, 0.91
10.450, -0.58
10.452, -0.30
10.458, 0.94
10.545, 1.05
10.556, -1.17
10.556, -1.18
10.650, -0.63
10.652, -0.18
10.658, 1.04
10.745, 1.02
10.751, -0.22
10.753, -0.64
10.753, -0.82
10.755, -0.92
10.851, -0.54
10.852, -0.27
10.859, 1.13
10.946, 0.92
10.954, -0.82
10.956, -1.11
11.052, -0.34
11.052, -0.14
11.059, 1.09
11.145, 0.99
11.151, -0.20
11.153, -0.91
11.252, -0.26
11.252, -0.14
11.258, 0.98
11.345, 1.12
11.351, -0.18
11.353, -0.44
11.354, -0.76
11.356, -1.14
11.451, -0.58
11.451, -0.36
11.459, 1.08
11.545, 1.08
11.552, -0.54
11.553, -0.97
11.651, -0.45
11.651, -0.35
11.659, 1.12
11.745, 1.06
11.752, -0.45
11.754, -0.94
11.850, -0.67
11.853, -0.11
11.859, 1.07
11.945, 0.98
11.952, -0.57
11.954, -1.02
12.052, -0.24
12.052, -0.19
12.059, 1.12
12.146, 0.91
12.152, -0.26
12.152, -0.41
12.154, -0.79
12.155, -1.04
12.249, -0.84
12.251, -0.55
12.252, -0.27
12.252, -0.21
12.258, 0.94
12.345, 1.08
12.352, -0.39
12.354, -0.84
12.354, -0.94
12.356, -1.15
12.450, -0.50
12.452, -0.35
12.459, 1.11
12.545, 1.00
12.551, -0.21
12.556, -1.16
12.651, -0.53
12.652, -0.18
12.658, 0.94
12.745, 1.09
12.753, -0.81
12.755, -0.96
12.850, -0.77
12.850, -0.73
12.852, -0.38
12.853, -0.09
12.858, 0.99
12.945, 1.07
12.953, -0.67
12.955, -0.92
13.058, 0.95
13.145, 1.12
13.154, -0.76
13.156, -1.16
13.252, -0.23
13.252, -0.21
13.258, 1.05
13.345, 1.04
13.458, 1.04
13.545, 1.02
13.553, -0.53
13.554, -1.00
13.649, -0.74
13.651, -0.62
13.652, -0.28
13.652, -0.15
13.658, 1.02
13.745, 1.00
13.751, -0.22
13.752, -0.35
13.753, -0.70
13.755, -0.96
13.852, -0.29
13.852, -0.18
13.859, 1.17
13.945, 1.10
13.951, -0.21
13.956, -1.18
14.049, -0.86
14.051, -0.69
14.052, -0.34
14.052, -0.15
14.059, 1.13
14.145, 0.96
14.155, -0.99
14.155, -1.10
14.250, -0.55
14.252, -0.27
14.258, 1.06
14.345, 1.02
14.351, -0.20
14.353, -0.50
14.353, -0.59
14.356, -1.11
14.458, 1.04
14.545, 1.02
14.551, -0.24
14.552, -0.49
14.652, -0.29
14.652, -0.13
14.659, 1.13
14.745, 0.97
14.755, -1.05
14.755, -1.07
14.850, -0.61
14.852, -0.33
14.859, 1.21
14.945, 1.00
14.954, -0.93
14.956, -1.12
15.051, -0.46
15.052, -0.19
15.059, 1.11
15.145, 1.12
15.152, -0.45
15.155, -1.06
15.252, -0.34
15.253, -0.10
15.259, 1.17
15.345, 1.03
15.351, -0.27
15.352, -0.50
15.353, -0.67
15.355, -1.05
15.451, -0.51
15.453, -0.09
15.459, 1.08
15.545, 1.01
15.650, -0.57
15.652, -0.31
15.659, 1.17
15.745, 1.06
15.751, -0.24
15.752, -0.46
15.754, -0.74
15.755, -1.10
15.859, 1.09
15.945, 1.11
15.953, -0.75
15.955, -1.10
16.052, -0.25
16.052, -0.21
16.059, 1.18
16.145, 1.01
16.152, -0.48
16.153, -0.86
16.251, -0.56
16.251, -0.39
16.259, 1.12
16.345, 1.05
16.353, -0.53
16.355, -1.06
16.450, -0.54
16.453, -0.13
16.459, 1.20
16.545, 1.12
16.551, -0.24
16.552, -0.46
16.650, -0.63
16.650, -0.61
16.659, 1.14
16.745, 1.09
16.753, -0.60
16.755, -1.15
16.858, 0.99
16.945, 1.01
16.953, -0.78
16.956, -1.09
17.059, 1.07
17.145, 1.04
17.151, -0.18
17.153, -0.56
17.250, -0.56
17.252, -0.35
17.259, 1.09
17.345, 1.04
17.355, -1.12
17.356, -1.18
17.459, 1.13
17.545, 1.14
17.552, -0.54
17.553, -0.89
17.555, -1.01
17.555, -1.04
17.651, -0.58
17.652, -0.35
17.659, 1.07
17.745, 1.02
17.752, -0.48
17.755, -1.03
17.850, -0.50
17.852, -0.33
17.858, 1.06
17.945, 1.03
17.952, -0.42
17.954, -0.94
17.955, -1.14
17.956, -1.21
18.051, -0.57
18.052, -0.36
18.058, 1.06
18.145, 1.13
18.152, -0.50
18.155, -1.05
18.250, -0.51
18.252, -0.31
18.258, 0.99
18.345, 1.02
18.353, -0.81
18.355, -0.97
18.449, -0.86
18.450, -0.78
18.459, 1.07
18.545, 1.06
18.553, -0.70
18.556, -1.15
18.650, -0.62
18.652, -0.32
18.659, 1.09
18.745, 1.07
18.751, -0.19
18.752, -0.42
18.859, 1.18
18.944, 1.15
18.951, -0.20
18.956, -1.10
19.059, 1.10
19.144, 1.15
19.153, -0.58
19.155, -1.02
19.252, -0.32
19.253, -0.12
19.259, 1.18
19.345, 1.06
19.459, 1.13
19.544, 1.22
19.551, -0.22
19.552, -0.48
19.553, -0.74
19.556, -1.10
19.651, -0.46
19.651, -0.43
19.658, 1.03
19.745, 1.09
19.752, -0.38
19.753, -0.67
19.754, -1.03
19.756, -1.09
19.850, -0.51
19.853, -0.11
19.859, 1.09
19.945, 1.06
19.952, -0.38
19.953, -0.58
19.955, -1.01
19.956, -1.17
20.050, -0.67
20.052, -0.37
20.059, 1.11
20.145, 1.03
20.258, 1.06
20.345, 1.10
20.352, -0.43
20.354, -0.91
20.451, -0.65
20.453, -0.12
20.459, 1.13
20.545, 1.11
20.552, -0.50
20.553, -0.78
20.555, -0.97
20.555, -1.09
20.649, -0.76
20.651, -0.43
20.658, 1.04
20.745, 0.97
20.753, -0.53
20.753, -0.80
20.754, -0.94
20.756, -1.14
20.850, -0.60
20.852, -0.31
20.858, 1.04
20.945, 1.07
20.952, -0.43
20.955, -1.08
21.058, 1.05
21.145, 1.00
21.152, -0.42
21.156, -1.11
21.251, -0.51
21.251, -0.41
21.258, 0.94
21.345, 0.97
21.450, -0.63
21.452, -0.14
21.459, 1.19
21.545, 1.13
21.553, -0.79
21.555, -1.09
21.658, 1.04
21.745, 1.01
21.754, -0.92
21.756, -1.11
21.851, -0.51
21.851, -0.42
21.858, 1.01
21.945, 0.98
21.953, -0.71
21.955, -0.96
22.049, -0.82
22.051, -0.70
22.052, -0.38
22.053, -0.13
22.059, 1.08
22.145, 1.06
22.152, -0.37
22.154, -0.85
22.259, 1.19
22.344, 1.14
22.351, -0.26
22.352, -0.44
22.353, -0.62
22.355, -0.95
22.452, -0.36
22.453, -0.11
22.458, 1.03
22.545, 1.02
22.555, -1.05
22.555, -1.10
22.652, -0.31
22.653, -0.10
22.658, 0.93
22.745, 1.01
22.751, -0.20
22.755, -1.06
22.852, -0.25
22.852, -0.15
22.859, 1.13
22.944, 1.14
22.951, -0.21
22.953, -0.80
23.052, -0.39
23.053, -0.10
23.059, 1.10
23.145, 1.02
23.259, 1.19
23.344, 1.14
23.354, -0.76
23.355, -1.06
23.452, -0.28
23.452, -0.15
23.459, 1.16
23.544, 1.17
23.553, -0.49
23.555, -1.02
23.649, -0.83
23.651, -0.72
23.658, 1.06
23.745, 1.02
23.753, -0.46
23.755, -0.96
23.852, -0.30
23.852, -0.17
23.858, 0.92
23.945, 1.01
23.952, -0.46
23.953, -0.76
24.058, 1.03
24.144, 1.14
24.152, -0.52
24.156, -1.07
24.249, -0.73
24.252, -0.20
24.259, 1.16
24.344, 1.19
24.351, -0.23
24.355, -1.10
24.459, 1.09
24.545, 1.02
24.551, -0.22
24.552, -0.39
24.553, -0.68
24.556, -1.13
24.659, 1.17
24.745, 0.99
24.754, -0.89
24.754, -0.94
24.852, -0.34
24.853, -0.13
24.858, 0.91
24.945, 1.06
24.951, -0.18
24.953, -0.72
24.955, -1.03
24.956, -1.12
25.051, -0.36
25.053, -0.12
25.059, 1.11
25.144, 1.18
25.152, -0.27
25.152, -0.44
25.155, -1.01
25.156, -1.12
25.251, -0.64
25.252, -0.14
25.259, 1.18
25.345, 1.03
25.353, -0.62
25.354, -0.98
25.449, -0.81
25.451, -0.53
25.452, -0.34
25.452, -0.18
25.457, 0.84
25.545, 0.97
25.552, -0.41
25.552, -0.42
25.554, -0.77
25.556, -1.13
25.650, -0.54
25.652, -0.31
25.659, 1.17
25.745, 1.06
25.752, -0.43
25.756, -1.11
25.851, -0.55
25.852, -0.32
25.859, 1.12
25.945, 1.10
25.952, -0.50
25.954, -1.03
25.954, -1.04
25.956, -1.11
26.051, -0.62
26.052, -0.32
26.059, 1.09
26.145, 1.03
26.153, -0.61
26.154, -0.89
26.252, -0.28
26.253, -0.12
26.259, 1.10
26.344, 1.19
26.355, -1.00
26.356, -1.13
26.449, -0.80
26.451, -0.57
26.459, 1.09
26.545, 0.98
26.551, -0.23
26.554, -1.02
26.649, -0.83
26.651, -0.59
26.658, 0.92
26.745, 0.98
26.754, -0.72
26.755, -1.04
26.852, -0.33
26.853, -0.11
26.858, 0.89
26.944, 1.16
26.951, -0.24
26.953, -0.65
27.058, 1.07
27.145, 1.12
27.152, -0.23
27.152, -0.30
27.252, -0.29
27.253, -0.11
27.258, 1.03
27.345, 1.11
27.352, -0.44
27.354, -1.01
27.458, 0.97
27.544, 1.15
27.551, -0.26
27.552, -0.51
27.553, -0.82
27.555, -1.07
27.651, -0.54
27.652, -0.35
27.659, 1.18
27.745, 1.01
27.753, -0.54
27.756, -1.13
27.852, -0.29
27.852, -0.15
27.858, 0.94
27.945, 1.00
27.953, -0.68
27.955, -1.05
28.049, -0.76
28.053, -0.10
28.058, 0.91
28.145, 1.07
28.154, -0.95
28.155, -1.10
28.250, -0.55
28.252, -0.30
28.258, 0.96
28.345, 1.03
28.353, -0.57
28.355, -1.05
28.458, 1.06
28.544, 1.15
28.553, -0.70
28.555, -1.04
28.650, -0.74
28.653, -0.11
28.658, 0.91
28.745, 1.03
28.753, -0.82
28.755, -0.97
28.859, 1.12
28.945, 1.10
28.951, -0.23
28.954, -0.80
29.058, 0.93
29.145, 1.05
29.153, -0.51
29.153, -0.68
29.155, -0.99
29.156, -1.12
29.249, -0.80
29.251, -0.50
29.258, 1.04
29.345, 1.09
29.449, -0.73
29.450, -0.62
29.459, 1.17
29.545, 1.12
29.552, -0.37
29.555, -1.03
29.658, 0.98
29.745, 1.13
29.859, 1.15
29.945, 1.00
30.051, -0.57
30.052, -0.36
30.058, 1.03
30.145, 1.13
30.153, -0.72
30.154, -1.07
30.250, -0.64
30.252, -0.23
30.258, 1.03
30.345, 1.09
30.355, -1.06
30.355, -1.10
30.458, 1.04
30.545, 0.96
30.650, -0.52
30.652, -0.23
30.658, 0.98
30.745, 1.00
30.850, -0.51
30.852, -0.26
30.859, 1.14
30.945, 1.07
30.953, -0.79
30.956, -1.12
31.059, 1.17
31.145, 0.98
31.152, -0.44
31.154, -0.96
31.155, -1.01
31.155, -1.06
31.252, -0.28
31.253, -0.08
31.259, 1.16
31.345, 1.09
31.352, -0.47
31.355, -1.08
31.451, -0.64
31.453, -0.12
31.458, 1.02
31.545, 1.02
31.551, -0.19
31.556, -1.11
31.658, 1.05
31.745, 1.10
31.754, -0.77
31.755, -1.04
31.858, 1.05
31.945, 0.99
31.953, -0.62
31.956, -1.13
32.050, -0.60
32.052, -0.38
32.059, 1.14
32.145, 1.00
32.151, -0.21
32.152, -0.45
32.153, -0.76
32.155, -1.08
32.250, -0.55
32.252, -0.36
32.258, 0.98
32.344, 1.22
32.351, -0.24
32.352, -0.46
32.353, -0.69
32.355, -1.05
32.449, -0.80
32.451, -0.44
32.458, 0.95
32.545, 1.10
32.551, -0.19
32.552, -0.49
32.649, -0.81
32.651, -0.59
32.659, 1.17
32.745, 1.09
32.751, -0.25
32.755, -1.01
32.851, -0.53
32.852, -0.40
32.858, 1.05
32.945, 1.01
32.951, -0.20
32.952, -0.44
32.955, -1.00
32.955, -1.09
33.059, 1.12
33.145, 1.06
33.153, -0.83
33.155, -1.04
33.258, 1.02
33.345, 1.10
33.351, -0.18
33.354, -0.96
33.459, 1.07
33.545, 1.03
33.552, -0.49
33.554, -0.99
33.649, -0.78
33.652, -0.39
33.658, 1.04
33.745, 1.12
33.752, -0.30
33.753, -0.52
33.852, -0.22
33.852, -0.22
33.859, 1.08
33.945, 0.97
33.954, -0.91
33.956, -1.12
34.049, -0.82
34.052, -0.29
34.059, 1.12
34.145, 0.97
34.153, -0.81
34.155, -0.93
34.259, 1.17
34.345, 0.98
34.351, -0.22
34.352, -0.50
34.354, -0.84
34.356, -1.11
34.458, 1.05
34.546, 0.93
34.555, -1.00
34.556, -1.13
34.658, 1.06
34.745, 0.99
34.751, -0.23
34.755, -0.98
34.858, 0.96
34.945, 1.13
35.050, -0.56
35.052, -0.30
35.058, 0.94
35.145, 1.01
35.152, -0.38
35.153, -0.78
35.155, -1.01
35.156, -1.13
35.249, -0.80
35.250, -0.69
35.259, 1.16
35.345, 0.95
35.352, -0.46
35.354, -0.85
35.355, -1.02
35.356, -1.13
35.458, 0.98
35.545, 1.05
35.551, -0.20
35.556, -1.13
35.651, -0.58
35.652, -0.37
35.658, 0.95
35.744, 1.14
35.751, -0.23
35.754, -0.63
35.755, -0.97
35.756, -1.12
35.849, -0.84
35.851, -0.68
35.858, 0.94
35.945, 0.97
35.951, -0.21
35.952, -0.45
35.953, -0.68
35.956, -1.08
36.050, -0.71
36.052, -0.33
36.058, 1.05
36.146, 0.91
36.151, -0.20
36.152, -0.49
36.154, -0.83
36.154, -0.89
36.258, 0.96
36.345, 1.12
36.352, -0.28
36.352, -0.45
36.450, -0.51
36.453, -0.12
36.459, 1.13
36.546, 0.89
36.553, -0.72
36.553, -0.83
36.651, -0.55
36.653, -0.12
36.658, 1.03
36.746, 0.91
36.751, -0.17
36.752, -0.43
36.850, -0.54
36.853, -0.11
36.858, 0.96
36.945, 1.00
36.951, -0.21
36.956, -1.12
37.049, -0.75
37.050, -0.58
37.052, -0.37
37.053, -0.10
37.058, 1.01
37.146, 0.94
37.152, -0.40
37.155, -1.09
37.249, -0.83
37.251, -0.69
37.259, 1.12
37.345, 0.99
37.351, -0.18
37.352, -0.40
37.354, -0.92
37.354, -1.03
37.458, 1.02
37.546, 0.91
37.554, -0.98
37.555, -1.09
37.658, 1.05
37.746, 0.86
37.858, 1.00
37.945, 0.96
37.954, -0.83
37.956, -1.10
38.051, -0.48
38.052, -0.33
38.059, 1.12
38.146, 0.80
38.154, -0.92
38.156, -1.13
38.249, -0.73
38.250, -0.58
38.258, 1.03
38.345, 1.14
38.355, -0.91
38.356, -1.13
38.449, -0.72
38.450, -0.60
38.458, 1.03
38.546, 0.93
38.551, -0.25
38.553, -0.71
38.652, -0.32
38.652, -0.20
38.658, 0.94
38.745, 1.00
38.752, -0.35
38.754, -0.90
38.850, -0.56
38.852, -0.35
38.858, 0.93
38.945, 1.06
38.946, 0.92
38.946, 0.83
39.051, -0.48
39.052, -0.24
39.058, 1.05
39.145, 0.97
39.151, -0.20
39.156, -1.12
39.249, -0.82
39.253, -0.14
39.258, 0.96
39.345, 0.98
39.458, 0.94
39.545, 0.95
39.555, -1.05
39.555, -1.11
39.658, 1.02
39.746, 0.79
39.754, -0.75
39.754, -0.85
39.850, -0.56
39.852, -0.34
39.858, 1.04
39.946, 0.82
39.952, -0.40
39.953, -0.63
40.052, -0.31
40.052, -0.17
40.058, 0.93
40.146, 0.84
40.154, -0.83
40.156, -1.10
40.258, 0.96
40.345, 0.99
40.354, -0.81
40.354, -0.97
40.450, -0.75
40.452, -0.34
40.459, 1.07
40.546, 0.82
40.658, 1.03
40.745, 0.96
40.755, -1.01
40.756, -1.16
40.849, -0.83
40.851, -0.38
40.858, 0.96
40.945, 1.06
40.946, 0.94
40.946, 0.84
41.051, -0.41
41.053, -0.11
41.058, 0.94
41.147, 0.74
41.151, -0.22
41.152, -0.40
41.250, -0.53
41.252, -0.32
41.259, 1.14
41.345, 1.05
41.345, 1.03
41.347, 0.73
41.354, -0.76
41.355, -1.09
41.458, 1.04
41.545, 0.97
41.551, -0.18
41.556, -1.10
41.647, -1.18
41.647, -1.14
41.658, 0.96
41.746, 0.75
41.751, -0.21
41.756, -1.14
41.849, -0.72
41.850, -0.55
41.858, 1.03
41.945, 1.07
41.952, -0.46
41.955, -0.97
42.050, -0.78
42.050, -0.72
42.052, -0.31
42.052, -0.15
42.058, 0.96
42.146, 0.94
42.151, -0.20
42.153, -0.48
42.154, -0.73
42.155, -0.99
42.249, -0.72
42.252, -0.30
42.258, 0.99
42.345, 1.03
42.450, -0.59
42.452, -0.37
42.458, 1.05
42.546, 0.76
42.551, -0.19
42.552, -0.39
42.553, -0.71
42.555, -1.02
42.651, -0.56
42.653, -0.12
42.659, 1.08
42.745, 1.07
42.752, -0.54
42.756, -1.09
42.849, -0.78
42.851, -0.58
42.859, 1.08
42.945, 1.12
42.946, 0.91
42.946, 0.82
42.951, -0.24
42.954, -0.84
43.050, -0.54
43.051, -0.34
43.059, 1.08
43.145, 0.98
43.152, -0.32
43.152, -0.43
43.154, -0.74
43.155, -1.04
43.251, -0.55
43.251, -0.38
43.258, 0.98
43.346, 0.88
43.352, -0.23
43.353, -0.51
43.353, -0.71
43.356, -1.12
43.451, -0.56
43.451, -0.48
43.458, 0.93
43.546, 0.93
43.552, -0.31
43.552, -0.54
43.658, 1.06
43.745, 1.04
43.849, -0.87
43.851, -0.61
43.858, 0.96
43.946, 0.79
43.953, -0.67
43.953, -0.71
44.052, -0.31
44.052, -0.19
44.058, 0.89
44.145, 1.08
44.152, -0.39
44.153, -0.57
44.155, -0.93
44.156, -1.15
44.250, -0.52
44.251, -0.36
44.258, 1.03
44.345, 1.00
44.352, -0.23
44.352, -0.33
44.354, -0.85
44.356, -1.14
44.458, 0.99
44.545, 0.99
44.551, -0.18
44.552, -0.39
44.553, -0.76
44.555, -1.09
44.650, -0.56
44.652, -0.30
44.658, 0.98
44.746, 0.76
44.752, -0.26
44.752, -0.40
44.858, 1.02
44.945, 1.09
44.945, 0.94
44.946, 0.81
45.052, -0.27
45.052, -0.14
45.058, 0.99
45.145, 1.09
45.249, -0.79
45.250, -0.65
45.258, 0.95
45.345, 1.01
45.351, -0.20
45.352, -0.45
45.447, -1.20
45.447, -1.18
45.458, 0.89
45.546, 0.91
45.552, -0.39
45.554, -0.78
45.659, 1.08
45.746, 0.89
45.755, -1.07
45.755, -1.12
45.849, -0.74
45.850, -0.61
45.852, -0.32
45.852, -0.25
45.858, 1.05
45.945, 1.01
45.953, -0.61
45.953, -0.80
45.955, -0.88
45.956, -1.13
46.051, -0.54
46.053, -0.12
46.058, 1.01
46.145, 0.98
46.152, -0.53
46.154, -0.86
46.155, -1.07
46.155, -1.12
46.251, -0.52
46.252, -0.26
46.258, 0.98
46.345, 1.08
46.352, -0.37
46.352, -0.46
46.355, -1.06
46.356, -1.12
46.449, -0.79
46.452, -0.35
46.458, 1.03
46.545, 0.99
46.551, -0.19
46.552, -0.37
46.554, -0.87
46.556, -1.12
46.648, -1.00
46.648, -0.98
46.649, -0.79
46.650, -0.62
46.658, 0.90
46.745, 0.98
46.753, -0.45
46.753, -0.63
46.847, -1.21
46.847, -1.15
46.849, -0.78
46.851, -0.44
46.858, 0.93
46.945, 1.01
46.952, -0.29
46.952, -0.43
46.955, -1.05
46.955, -1.11
47.049, -0.79
47.050, -0.64
47.052, -0.33
47.052, -0.23
47.058, 1.06
47.145, 0.98
47.258, 1.01
47.345, 1.07
47.351, -0.18
47.352, -0.41
47.353, -0.80
47.356, -1.15
47.458, 1.04
47.545, 0.95
47.551, -0.21
47.552, -0.45
47.657, 0.85
47.746, 0.90
47.850, -0.69
47.851, -0.55
47.858, 0.98
47.945, 1.08
47.951, -0.20
47.952, -0.41
48.049, -0.78
48.051, -0.67
48.052, -0.42
48.053, -0.13
48.058, 0.95
48.146, 0.87
48.152, -0.31
48.154, -0.72
48.258, 0.95
48.346, 0.90
48.351, -0.19
48.352, -0.38
48.355, -1.06
48.355, -1.09
48.458, 0.91
48.545, 0.95
48.649, -0.74
48.651, -0.53
48.658, 1.05
48.745, 0.95
48.751, -0.19
48.753, -0.52
48.753, -0.53
48.756, -1.14
48.849, -0.79
48.851, -0.54
48.858, 1.03
48.946, 0.92
48.952, -0.34
48.953, -0.88
48.955, -1.01
48.956, -1.10
49.049, -0.81
49.053, -0.14
49.058, 0.94
49.145, 0.99
49.152, -0.42
49.153, -0.63
49.250, -0.55
49.252, -0.34
49.258, 1.05
49.345, 0.95
49.353, -0.56
49.354, -1.08
49.450, -0.75
49.452, -0.28
49.458, 0.89
49.545, 0.98
49.552, -0.24
49.552, -0.32
49.555, -0.98
49.556, -1.10
49.650, -0.59
49.652, -0.31
49.658, 1.02
49.746, 0.92
49.752, -0.29
49.753, -0.84
49.849, -0.79
49.851, -0.58
49.858, 1.01
49.945, 0.98
49.951, -0.24
49.952, -0.45
50.050, -0.77
50.053, -0.14
50.058, 0.91
50.145, 1.00
50.151, -0.18
50.154, -0.94
50.154, -1.02
50.156, -1.11
50.248, -1.01
50.248, -0.96
50.250, -0.54
50.252, -0.28
50.258, 0.98
50.345, 0.97
50.353, -0.73
50.355, -1.05
50.449, -0.82
50.452, -0.34
50.458, 1.04
50.545, 1.02
50.552, -0.22
50.552, -0.38
50.553, -0.66
50.555, -1.10
50.650, -0.60
50.651, -0.38
50.658, 0.98
50.746, 0.84
50.752, -0.38
50.754, -0.73
50.852, -0.41
50.853, -0.12
50.858, 0.98
50.945, 1.08
51.051, -0.55
51.051, -0.37
51.058, 0.89
51.145, 0.97
51.151, -0.21
51.155, -1.05
51.258, 0.96
51.346, 0.83
51.351, -0.18
51.352, -0.42
51.458, 0.91
51.546, 0.84
51.554, -0.75
51.556, -1.10
51.651, -0.56
51.652, -0.28
51.658, 0.93
51.746, 0.93
51.850, -0.69
51.850, -0.60
51.858, 0.89
51.946, 0.82
51.955, -1.05
51.955, -1.06
52.052, -0.23
52.052, -0.23
52.058, 0.94
52.146, 0.93
52.252, -0.33
52.252, -0.20
52.258, 0.93
52.346, 0.89
52.351, -0.24
52.353, -0.78
52.450, -0.67
52.450, -0.60
52.458, 0.91
52.546, 0.82
52.648, -1.00
52.648, -0.98
52.650, -0.67
52.650, -0.56
52.652, -0.30
52.652, -0.19
52.658, 0.97
52.746, 0.91
52.752, -0.46
52.754, -0.69
52.848, -1.02
52.848, -0.97
52.850, -0.74
52.850, -0.74
52.857, 0.85
52.945, 0.95
52.953, -0.66
52.956, -1.12
53.051, -0.49
53.053, -0.10
53.058, 0.92
53.146, 0.92
53.152, -0.45
53.154, -0.79
53.155, -0.95
53.155, -1.03
53.252, -0.25
53.252, -0.12
53.258, 0.98
53.345, 1.03
53.355, -1.09
53.355, -1.10
53.450, -0.65
53.451, -0.44
53.458, 0.92
53.545, 0.98
53.552, -0.41
53.556, -1.12
53.657, 0.81
53.746, 0.81
53.755, -0.95
53.756, -1.12
53.852, -0.34
53.853, -0.12
53.858, 1.01
53.946, 0.90
