time (sec), current (uA)
16.263, 54.69
16.340, 54.27
16.463, 50.46
16.540, 51.59
16.663, 53.81
16.740, 57.02
16.863, 51.96
16.940, 57.31
17.063, 54.53
17.140, 47.85
17.263, 55.82
17.340, 58.22
17.463, 53.96
17.540, 59.13
17.663, 54.82
17.740, 48.59
17.863, 49.45
17.940, 57.28
18.063, 56.27
18.140, 62.53
18.263, 54.01
18.340, 56.66
18.463, 50.31
18.540, 60.63
18.663, 54.06
18.740, 55.04
18.863, 55.26
18.940, 58.76
19.063, 54.28
19.140, 55.38
19.263, 50.71
19.340, 55.72
19.463, 53.16
19.540, 53.56
19.663, 56.31
19.740, 63.05
19.863, 50.94
19.940, 56.72
20.063, 57.41
20.140, 50.58
20.263, 57.56
20.340, 53.98
20.463, 55.27
20.540, 62.65
20.663, 55.52
20.740, 51.87
20.863, 52.16
20.940, 55.83
21.063, 54.32
21.140, 55.97
21.263, 58.07
21.340, 50.24
21.463, 55.31
21.540, 61.95
21.663, 57.31
21.740, 55.71
21.863, 55.17
21.940, 55.85
22.063, 53.74
22.140, 57.14
22.263, 51.25
22.340, 57.37
22.463, 51.46
22.540, 54.24
22.663, 50.70
22.740, 52.93
22.863, 54.33
22.940, 56.61
23.063, 52.22
23.140, 56.35
23.263, 50.31
23.340, 56.64
23.463, 52.08
23.540, 53.82
23.663, 51.82
23.740, 55.49
23.863, 58.74
23.940, 58.83
24.063, 55.14
24.140, 55.46
24.263, 54.95
24.340, 50.28
24.463, 57.78
24.540, 55.09
24.663, 51.14
24.740, 54.62
24.863, 57.89
24.940, 54.30
25.063, 56.90
25.140, 54.66
25.263, 52.82
25.340, 52.28
25.463, 55.22
25.540, 52.57
25.663, 52.83
25.740, 54.32
25.863, 55.81
25.940, 58.46
26.063, 57.76
26.140, 53.25
26.263, 56.00
26.340, 49.54
26.463, 56.91
26.540, 54.42
26.663, 51.04
26.740, 59.05
26.863, 57.51
26.940, 53.18
27.063, 51.97
27.140, 58.14
27.263, 54.97
27.340, 54.91
27.463, 54.21
27.540, 59.14
27.663, 58.45
27.740, 52.46
27.863, 50.72
27.940, 57.71
28.063, 50.78
28.140, 55.76
28.263, 50.62
28.340, 58.28
28.463, 52.05
28.540, 51.31
28.663, 54.98
28.740, 52.24
28.863, 58.94
28.940, 53.64
29.063, 54.90
29.140, 53.98
29.263, 57.76
29.340, 58.60
29.463, 53.89
29.540, 54.97
29.663, 55.25
29.740, 57.04
29.863, 51.35
29.940, 59.62
30.063, 52.89
30.140, 58.28
30.263, 50.92
30.340, 53.81
30.463, 56.15
30.540, 57.69
30.663, 56.45
30.740, 54.05
30.863, 56.30
30.940, 54.85
31.063, 54.54
31.140, 59.63
31.263, 51.86
31.340, 55.47
31.463, 57.21
31.540, 51.76
31.663, 53.96
31.740, 53.75
31.863, 55.01
31.940, 52.79
32.063, 56.88
32.140, 55.10
32.263, 52.96
32.340, 58.19
32.463, 56.19
32.540, 55.02
32.663, 52.61
32.740, 55.55
32.863, 55.33
32.940, 50.47
33.063, 57.54
33.140, 55.67
33.263, 55.61
33.340, 59.44
33.463, 56.98
33.540, 57.44
33.663, 57.74
33.740, 53.54
33.863, 55.80
33.940, 49.84
34.063, 57.22
34.140, 54.09
34.263, 54.07
34.340, 55.39
34.463, 56.71
34.540, 52.58
34.663, 57.74
34.740, 54.65
34.863, 60.96
34.940, 57.90
35.063, 54.74
35.140, 53.34
35.263, 53.39
35.340, 58.24
35.463, 56.77
35.540, 55.67
35.663, 53.02
35.740, 51.17
35.863, 57.11
35.940, 57.81
36.063, 56.59
36.140, 57.14
36.263, 53.25
36.340, 54.55
36.463, 51.49
36.540, 52.31
36.663, 57.29
36.740, 58.44
36.863, 50.90
36.940, 54.54
37.063, 58.69
37.140, 59.74
37.263, 58.08
37.340, 57.53
37.463, 56.79
37.540, 54.93
37.663, 59.67
37.740, 52.96
37.863, 58.15
37.940, 57.45
38.063, 53.08
38.140, 51.12
38.263, 51.04
38.340, 53.73
38.463, 53.19
38.540, 53.65
38.663, 56.19
38.740, 55.90
38.863, 61.23
38.940, 56.36
39.063, 57.73
39.140, 55.79
39.263, 53.77
39.340, 55.89
39.463, 59.11
39.540, 54.02
39.663, 58.50
39.740, 53.96
39.863, 56.07
39.940, 53.95
40.063, 57.66
40.140, 56.24
40.263, 59.25
40.340, 56.07
40.463, 56.63
40.540, 51.15
40.663, 52.99
40.740, 59.22
40.863, 51.35
40.940, 54.67
41.063, 49.90
41.140, 57.40
41.263, 51.18
41.340, 58.32
41.463, 59.02
41.540, 58.13
41.663, 57.93
41.740, 55.97
41.863, 58.85
41.940, 56.02
42.063, 57.05
42.140, 59.58
42.263, 55.33
42.340, 53.41
42.463, 49.84
42.540, 55.62
42.663, 57.81
42.740, 57.61
42.863, 58.71
42.940, 57.51
43.063, 60.37
43.140, 53.46
43.263, 58.12
43.340, 60.57
43.463, 60.30
43.540, 59.01
43.663, 57.54
43.740, 51.68
43.863, 59.26
43.940, 52.79
44.063, 65.04
44.140, 54.20
44.263, 56.18
44.340, 63.06
44.463, 60.09
44.540, 58.13
44.663, 57.98
44.740, 52.93
44.863, 58.62
44.940, 52.54
45.063, 58.60
45.140, 53.44
45.263, 59.73
45.340, 52.74
45.463, 59.73
45.540, 52.62
45.663, 54.88
45.740, 56.49
45.863, 52.98
45.940, 59.61
46.063, 50.52
46.140, 53.47
46.263, 58.99
46.340, 60.32
46.463, 62.23
46.540, 61.08
46.663, 62.80
46.740, 52.40
46.863, 52.36
46.940, 56.67
47.063, 54.88
47.140, 57.43
47.263, 51.78
47.340, 61.23
47.463, 54.68
47.540, 59.96
47.663, 62.41
47.740, 57.87
47.863, 57.63
47.940, 61.34
48.063, 62.02
48.140, 50.01
48.263, 57.30
48.340, 53.71
48.463, 61.71
48.540, 57.35
48.663, 61.24
48.740, 58.22
48.863, 55.24
48.940, 57.83
49.063, 59.91
49.140, 54.09
49.263, 53.75
49.340, 57.57
49.463, 56.32
49.540, 55.66
49.663, 58.60
49.740, 51.83
49.863, 56.72
49.940, 63.52
50.063, 54.91
50.140, 58.65
50.263, 60.44
50.340, 57.22
50.463, 53.19
50.540, 58.26
50.663, 61.34
50.740, 56.30
50.863, 55.45
50.940, 60.89
51.063, 53.25
51.140, 59.32
51.263, 56.25
51.340, 56.45
51.463, 60.50
51.540, 54.05
51.663, 57.17
51.740, 59.08
51.863, 59.71
51.940, 52.15
52.063, 56.05
52.140, 56.85
52.263, 51.78
52.340, 59.22
52.463, 59.37
52.540, 50.64
52.663, 52.49
52.740, 66.12
52.863, 52.58
52.940, 59.92
53.063, 57.30
53.140, 59.16
53.263, 58.64
53.340, 59.33
53.463, 55.70
53.540, 61.35
53.663, 62.05
53.740, 54.96
53.863, 55.19
53.940, 60.14
54.063, 54.16
54.140, 60.92
54.263, 56.37
54.340, 58.07
54.463, 59.09
54.540, 58.13
54.663, 57.51
54.740, 52.19
54.863, 54.78
54.940, 55.89
55.063, 52.77
55.140, 55.86
55.263, 60.27
55.340, 56.45
55.463, 56.89
55.540, 62.32
55.663, 62.14
55.740, 56.21
55.863, 57.20
55.940, 56.97
56.063, 61.22
56.140, 57.62
56.263, 53.08
56.340, 55.44
56.463, 55.77
56.540, 55.65
56.663, 58.01
56.740, 53.68
56.863, 52.61
56.940, 57.61
57.063, 58.55
57.140, 53.39
57.263, 59.78
57.340, 60.22
57.463, 53.70
57.540, 57.28
57.663, 55.04
57.740, 59.56
57.863, 52.12
57.940, 52.38
58.063, 54.30
58.140, 57.82
58.263, 57.02
58.340, 56.95
58.463, 63.34
58.540, 62.46
58.663, 59.82
58.740, 57.66
58.863, 61.20
58.940, 59.96
59.063, 56.40
59.140, 57.36
59.263, 62.67
59.340, 58.72
59.463, 57.46
59.540, 54.92
59.663, 61.61
59.740, 56.33
59.863, 57.54
59.940, 55.05
60.063, 60.02
60.140, 61.14
60.263, 61.86
60.340, 61.09
60.463, 60.85
60.540, 62.30
60.663, 62.36
60.740, 60.35
60.863, 54.54
60.940, 57.09
61.063, 60.41
61.140, 57.28
61.263, 53.00
61.340, 60.71
61.463, 57.01
61.540, 52.63
61.663, 56.64
61.740, 55.13
61.863, 60.40
61.940, 61.01
62.063, 53.71
62.140, 56.79
62.263, 57.96
62.340, 61.63
62.463, 61.39
62.540, 61.23
62.663, 62.06
62.740, 54.91
62.863, 58.34
62.940, 59.55
63.063, 56.97
63.140, 51.99
63.263, 60.77
63.340, 54.47
63.463, 57.34
63.540, 54.00
63.663, 55.02
63.740, 58.08
63.863, 60.69
63.940, 55.76
64.063, 59.68
64.140, 57.62
64.263, 58.23
64.340, 58.68
64.463, 55.02
64.540, 59.47
64.663, 60.69
64.740, 57.80
64.863, 54.79
64.940, 58.37
65.063, 60.69
65.140, 62.13
65.263, 61.96
65.340, 60.55
65.463, 55.48
65.540, 57.07
65.663, 57.82
65.740, 60.06
65.863, 57.68
65.940, 58.82
66.063, 58.52
66.140, 64.84
66.263, 60.80
66.340, 60.51
66.463, 57.24
66.540, 66.30
66.663, 56.44
66.740, 54.31
66.863, 59.05
66.940, 59.72
67.063, 62.75
67.140, 58.88
67.263, 59.84
67.340, 62.71
67.463, 59.55
67.540, 60.43
67.663, 57.56
67.740, 67.02
67.863, 58.75
67.940, 58.75
68.063, 61.45
68.140, 55.02
68.263, 59.08
68.340, 58.96
68.463, 59.78
68.540, 58.62
68.663, 53.14
68.740, 64.76
68.863, 54.51
68.940, 60.81
69.063, 62.69
69.140, 57.60
69.263, 57.86
69.340, 61.57
69.463, 59.30
69.540, 53.92
69.663, 60.56
69.740, 58.31
69.863, 52.39
69.940, 61.96
70.063, 55.78
70.140, 58.04
70.263, 60.45
70.340, 60.62
70.463, 57.00
70.540, 55.88
70.663, 56.99
70.740, 57.76
70.863, 63.59
70.940, 60.07
71.063, 56.91
71.140, 64.09
71.263, 55.04
71.340, 56.17
71.463, 61.82
71.540, 66.52
71.663, 64.92
71.740, 59.93
71.863, 54.73
71.940, 60.34
72.063, 61.28
72.140, 58.72
72.263, 61.21
72.340, 59.16
72.463, 61.82
72.540, 60.68
72.663, 64.76
72.740, 57.71
72.863, 54.80
72.940, 58.10
73.063, 60.48
73.140, 63.33
73.263, 59.92
73.340, 54.53
73.463, 61.42
73.540, 57.20
73.663, 54.76
73.740, 63.25
73.863, 61.90
73.940, 57.90
74.063, 64.07
74.140, 56.18
74.263, 58.53
74.340, 57.52
74.463, 59.67
74.540, 61.71
74.663, 61.34
74.740, 60.64
74.863, 56.38
74.940, 57.88
75.063, 62.42
75.140, 54.19
75.263, 60.30
75.340, 62.52
75.463, 60.20
75.540, 60.31
75.663, 57.51
75.740, 59.39
75.863, 63.90
75.940, 62.26
76.063, 56.39
76.140, 61.75
76.263, 55.89
76.340, 62.90
76.463, 55.67
76.540, 60.47
76.663, 61.58
76.740, 62.88
76.863, 66.25
76.940, 59.68
77.063, 57.14
77.140, 62.74
77.263, 60.59
77.340, 62.44
77.463, 59.60
77.540, 59.50
77.663, 68.06
77.740, 66.35
77.863, 58.58
77.940, 56.72
78.063, 62.34
78.140, 64.47
78.263, 61.49
78.340, 66.98
78.463, 57.61
78.540, 57.95
78.663, 63.09
78.740, 53.86
78.863, 55.63
78.940, 62.51
79.063, 61.11
79.140, 60.22
79.263, 56.46
79.340, 65.43
79.463, 64.07
79.540, 60.76
79.663, 65.39
79.740, 62.86
79.863, 61.43
79.940, 69.19
80.063, 61.80
80.140, 70.75
80.263, 63.36
80.340, 64.25
80.463, 59.45
80.540, 64.84
80.663, 64.49
80.740, 66.14
80.863, 58.84
80.940, 62.33
81.063, 61.57
81.140, 73.29
81.263, 62.19
81.340, 60.97
81.463, 59.50
81.540, 61.35
81.663, 64.61
81.740, 65.54
81.863, 57.78
81.940, 55.16
82.063, 59.00
82.140, 59.18
82.263, 60.53
82.340, 60.57
82.463, 56.46
82.540, 56.72
82.663, 58.83
82.740, 65.67
82.863, 60.12
82.940, 56.37
83.063, 61.93
83.140, 58.73
83.263, 57.40
83.340, 64.55
83.463, 57.41
83.540, 65.69
83.663, 62.02
83.740, 65.91
83.863, 62.21
83.940, 60.36
84.063, 62.20
84.140, 63.09
84.263, 58.41
84.340, 65.57
84.463, 60.03
84.540, 62.40
84.663, 55.23
84.740, 64.29
84.863, 59.39
84.940, 62.55
85.063, 62.10
85.140, 67.77
85.263, 58.56
85.340, 56.93
85.463, 57.91
85.540, 58.45
85.663, 64.26
85.740, 69.79
85.863, 60.91
85.940, 62.82
86.063, 60.13
86.140, 65.21
86.263, 55.09
86.340, 64.14
86.463, 58.43
86.540, 59.30
86.663, 61.55
86.740, 67.29
86.863, 62.09
86.940, 59.10
87.063, 61.33
87.140, 57.81
87.263, 65.72
87.340, 60.99
87.463, 57.98
87.540, 58.26
87.663, 62.21
87.740, 62.53
87.863, 57.31
87.940, 58.63
88.063, 58.89
88.140, 63.19
88.263, 61.63
88.340, 63.48
88.463, 66.33
88.540, 61.51
88.663, 59.05
88.740, 66.50
88.863, 61.92
88.940, 55.88
89.063, 61.34
89.140, 62.42
89.263, 63.44
89.340, 56.43
89.463, 61.06
89.540, 57.76
89.663, 59.84
89.740, 61.47
89.863, 57.00
89.940, 67.53
90.063, 65.72
90.140, 60.56
90.263, 62.40
90.340, 65.13
90.463, 64.58
90.540, 58.56
90.663, 64.02
90.740, 67.71
90.863, 58.72
90.940, 60.95
91.063, 57.77
91.140, 63.22
91.263, 59.81
91.340, 57.57
91.463, 59.63
91.540, 56.03
91.663, 66.39
91.740, 56.99
91.863, 60.65
91.940, 61.12
92.063, 62.90
92.140, 62.59
92.263, 62.34
92.340, 61.99
92.463, 61.85
92.540, 59.27
92.663, 58.35
92.740, 58.29
92.863, 65.65
92.940, 58.60
93.063, 64.08
93.140, 58.33
93.263, 60.59
93.340, 59.46
93.463, 60.68
93.540, 55.57
93.663, 59.69
93.740, 60.78
93.863, 62.10
93.940, 63.34
94.063, 56.49
94.140, 59.66
94.263, 64.92
94.340, 61.72
94.463, 60.93
94.540, 64.96
94.663, 63.79
94.740, 62.01
94.863, 61.76
94.940, 58.95
95.063, 60.21
95.140, 68.95
95.263, 63.03
95.340, 64.63
95.463, 59.78
95.540, 64.60
95.663, 64.34
95.740, 55.35
95.863, 63.56
95.940, 59.44
96.063, 58.74
96.140, 56.51
96.263, 63.27
96.340, 68.91
96.463, 59.79
96.540, 57.95
96.663, 57.02
96.740, 62.99
96.863, 57.94
96.940, 58.18
97.063, 61.68
97.140, 60.87
97.263, 55.04
97.340, 59.59
97.463, 57.47
97.540, 58.19
97.663, 63.93
97.740, 62.66
97.863, 61.54
97.940, 60.80
98.063, 56.96
98.140, 60.25
98.263, 61.18
98.340, 60.23
98.463, 59.74
98.540, 59.61
98.663, 64.50
98.740, 61.97
98.863, 59.06
98.940, 57.05
99.063, 63.78
99.140, 59.00
99.263, 64.51
99.340, 64.56
99.463, 62.97
99.540, 60.06
99.663, 58.72
99.740, 66.18
99.863, 61.29
99.940, 58.43
100.063, 61.59
100.140, 61.76
100.263, 63.43
100.340, 61.67
100.463, 60.12
100.540, 61.34
100.663, 56.49
100.740, 58.66
100.863, 59.62
100.940, 63.38
101.063, 60.75
101.140, 58.64
101.263, 58.36
101.340, 58.06
101.463, 61.52
101.540, 58.84
101.663, 58.30
101.740, 59.70
101.863, 61.77
101.940, 63.46
102.063, 58.05
102.140, 59.38
102.263, 64.86
102.340, 68.16
102.463, 60.29
102.540, 55.56
102.663, 57.75
102.740, 61.80
102.863, 61.56
102.940, 61.42
103.063, 61.81
103.140, 59.82
103.263, 63.73
103.340, 63.56
103.463, 58.68
103.540, 63.18
103.663, 56.97
103.740, 57.23
103.863, 60.46
103.940, 60.49
104.063, 59.35
104.140, 61.52
104.263, 65.37
104.340, 61.22
104.463, 62.26
104.540, 64.07
104.663, 59.96
104.740, 60.02
104.863, 60.01
104.940, 62.94
105.063, 59.93
105.140, 60.66
105.263, 62.65
105.340, 59.33
105.463, 63.49
105.540, 62.71
105.663, 60.22
105.740, 62.22
105.863, 63.80
105.940, 59.45
106.063, 58.29
106.140, 60.02
106.263, 63.75
106.340, 57.51
106.463, 62.69
106.540, 61.65
106.663, 60.09
106.740, 63.53
106.863, 58.62
106.940, 66.22
107.063, 63.14
107.140, 60.49
107.263, 70.85
107.340, 57.92
107.463, 57.67
107.540, 60.88
107.663, 63.10
107.740, 64.88
107.863, 62.60
107.940, 62.38
108.063, 59.50
108.140, 57.99
108.263, 65.04
108.340, 66.34
108.463, 73.31
108.540, 60.14
108.663, 67.71
108.740, 58.83
108.863, 58.96
108.940, 65.65
109.063, 57.18
109.140, 63.91
109.263, 61.25
109.340, 57.05
109.463, 66.90
109.540, 60.52
109.663, 59.18
109.740, 68.38
109.863, 61.79
109.940, 64.34
110.063, 69.27
110.140, 57.02
110.263, 63.02
110.340, 63.85
110.463, 59.96
110.540, 63.33
110.663, 60.21
110.740, 62.32
110.863, 66.63
110.940, 64.99
111.063, 62.33
111.140, 62.27
111.263, 65.20
111.340, 63.74
111.463, 69.42
111.540, 59.07
111.663, 65.09
111.740, 62.71
111.863, 67.88
111.940, 62.92
112.063, 67.79
112.140, 64.38
112.263, 61.37
112.340, 61.78
112.463, 65.18
112.540, 61.78
112.663, 66.65
112.740, 64.93
112.863, 60.58
112.940, 65.08
113.063, 62.67
113.140, 71.74
113.263, 62.65
113.340, 62.29
113.463, 67.17
113.540, 59.41
113.663, 64.74
113.740, 63.32
113.863, 60.68
113.940, 63.30
114.063, 56.08
114.140, 60.96
114.263, 68.72
114.340, 57.88
114.463, 66.46
114.540, 60.36
114.663, 60.77
114.740, 65.83
114.863, 62.97
114.940, 60.02
115.063, 69.40
115.140, 62.14
115.263, 65.90
115.340, 67.41
115.463, 68.65
115.540, 61.07
115.663, 60.91
115.740, 63.83
115.863, 67.05
115.940, 59.95
116.063, 62.26
116.140, 66.83
116.263, 64.17
116.340, 61.52
116.463, 65.94
116.540, 62.67
116.663, 56.85
116.740, 65.54
116.863, 66.27
116.940, 61.81
117.063, 57.65
117.140, 60.59
117.263, 65.13
117.340, 61.40
117.463, 67.71
117.540, 69.75
117.663, 61.92
117.740, 61.86
117.863, 61.79
117.940, 66.42
118.063, 62.93
118.140, 62.35
118.263, 59.94
118.340, 61.26
118.463, 65.31
118.540, 65.52
118.663, 59.57
118.740, 57.89
118.863, 60.76
118.940, 60.19
119.063, 67.13
119.140, 62.07
119.263, 60.26
119.340, 61.04
119.463, 66.98
119.540, 63.18
119.663, 64.53
119.740, 65.91
119.863, 60.18
119.940, 63.46
120.063, 65.36
120.140, 61.93
120.263, 63.47
120.340, 63.20
120.463, 63.19
120.540, 65.57
120.663, 60.38
120.740, 66.83
120.863, 60.64
120.940, 71.46
121.063, 63.35
121.140, 61.49
121.263, 68.60
121.340, 63.97
121.463, 61.62
121.540, 63.78
121.663, 70.23
121.740, 60.11
121.863, 67.94
121.940, 65.83
122.063, 68.03
122.140, 66.19
122.263, 60.38
122.340, 59.48
122.463, 65.14
122.540, 67.85
122.663, 65.84
122.740, 61.06
122.863, 67.31
122.940, 63.06
123.063, 70.13
123.140, 64.96
123.263, 61.58
123.340, 70.68
123.463, 67.21
123.540, 62.58
123.663, 66.56
123.740, 66.49
123.863, 59.28
123.940, 61.90
124.063, 64.04
124.140, 62.77
124.263, 65.65
124.340, 61.21
124.463, 66.13
124.540, 68.69
124.663, 66.06
124.740, 61.20
124.863, 61.55
124.940, 60.29
125.063, 64.87
125.140, 69.28
125.263, 61.20
125.340, 64.46
125.463, 61.05
125.540, 58.79
125.663, 65.34
125.740, 64.69
125.863, 60.71
125.940, 66.65
126.063, 66.93
126.140, 60.88
126.263, 64.05
126.340, 60.73
126.463, 66.71
126.540, 59.71
126.663, 65.54
126.740, 64.03
126.863, 60.87
126.940, 66.12
127.063, 64.33
127.140, 59.16
127.263, 67.65
127.340, 60.22
127.463, 66.93
127.540, 62.81
127.663, 60.49
127.740, 64.03
127.863, 58.34
127.940, 62.31
128.063, 67.62
128.140, 59.87
128.263, 64.83
128.340, 63.29
128.463, 61.93
128.540, 63.52
128.663, 65.85
128.740, 63.87
128.863, 67.90
128.940, 60.79
129.063, 65.86
129.140, 59.39
129.263, 63.59
129.340, 60.01
129.463, 63.38
129.540, 61.51
129.663, 62.92
129.740, 63.93
129.863, 67.67
129.940, 61.96
130.063, 63.43
130.140, 66.54
130.263, 66.91
130.340, 63.98
130.463, 68.58
130.540, 65.23
130.663, 65.60
130.740, 59.87
130.863, 65.80
130.940, 65.71
131.063, 61.95
131.140, 66.88
131.263, 64.38
131.340, 63.63
131.463, 65.26
131.540, 64.95
131.663, 66.60
131.740, 62.36
131.863, 67.38
131.940, 64.05
132.063, 60.69
132.140, 62.41
132.263, 61.65
132.340, 69.33
132.463, 61.57
132.540, 63.34
132.663, 67.57
132.740, 67.86
132.863, 63.12
132.940, 64.07
133.063, 63.47
133.140, 68.69
133.263, 61.36
133.340, 68.77
133.463, 67.19
133.540, 69.37
133.663, 69.77
133.740, 60.70
133.863, 61.86
133.940, 62.51
134.063, 66.50
134.140, 55.82
134.263, 71.40
134.340, 64.07
134.463, 58.14
134.540, 63.11
134.663, 64.09
134.740, 62.11
134.863, 58.40
134.940, 60.96
135.063, 58.70
135.140, 69.68
135.263, 67.22
135.340, 57.28
135.463, 64.67
135.540, 59.47
135.663, 57.50
135.740, 70.67
135.863, 62.11
135.940, 66.87
136.063, 63.23
136.140, 61.68
136.263, 67.86
136.340, 60.90
136.463, 55.39
136.540, 66.62
136.663, 67.96
136.740, 58.61
136.863, 67.30
136.940, 67.36
137.063, 62.76
137.140, 61.46
137.263, 62.67
137.340, 65.00
137.463, 61.26
137.540, 64.87
137.663, 61.99
137.740, 68.42
137.863, 64.43
137.940, 59.29
138.063, 61.46
138.140, 67.43
138.263, 59.98
138.340, 62.71
138.463, 66.49
138.540, 66.43
138.663, 62.79
138.740, 65.18
138.863, 67.15
138.940, 61.35
139.063, 61.95
139.140, 59.05
139.263, 65.97
139.340, 67.61
139.463, 67.24
139.540, 60.13
139.663, 66.66
139.740, 63.30
139.863, 58.03
139.940, 65.50
140.063, 66.61
140.140, 59.08
140.263, 60.44
140.340, 66.94
140.463, 58.50
140.540, 67.42
140.663, 58.62
140.740, 59.81
140.863, 59.98
140.940, 66.70
141.063, 64.68
141.140, 62.55
141.263, 62.81
141.340, 67.14
141.463, 61.24
141.540, 68.11
141.663, 63.37
141.740, 64.52
141.863, 61.82
141.940, 67.99
142.063, 66.92
142.140, 61.48
142.263, 65.43
142.340, 66.45
142.463, 60.60
142.540, 67.12
142.663, 65.19
142.740, 60.35
142.863, 67.52
142.940, 62.28
143.063, 60.60
143.140, 66.59
143.263, 64.22
143.340, 68.57
143.463, 62.64
143.540, 64.75
143.663, 70.91
143.740, 59.80
143.863, 64.10
143.940, 67.31
144.063, 60.41
144.140, 65.79
144.263, 65.70
144.340, 67.00
144.463, 62.62
144.540, 68.20
144.663, 62.07
144.740, 61.75
144.863, 69.56
144.940, 68.90
145.063, 70.30
145.140, 62.87
145.263, 66.33
145.340, 61.00
145.463, 62.21
145.540, 64.95
145.663, 63.46
145.740, 62.53
145.863, 60.64
145.940, 62.48
146.063, 58.51
146.140, 59.64
146.263, 64.71
146.340, 64.92
146.463, 66.44
146.540, 67.45
146.663, 64.07
146.740, 63.16
146.863, 63.76
146.940, 70.75
147.063, 60.90
147.140, 66.48
147.263, 70.46
147.340, 60.79
147.463, 62.31
147.540, 65.86
147.663, 66.50
147.740, 68.89
147.863, 66.19
147.940, 62.68
148.063, 62.91
148.140, 60.14
148.263, 69.82
148.340, 63.13
148.463, 66.74
148.540, 63.39
148.663, 61.93
148.740, 62.82
148.863, 64.05
148.940, 66.82
149.063, 63.05
149.140, 60.30
149.263, 65.86
149.340, 76.44
149.463, 63.02
149.540, 63.18
149.663, 60.44
149.740, 62.27
149.863, 66.84
149.940, 64.55
150.063, 65.23
150.140, 67.72
150.263, 64.81
150.340, 64.50
150.463, 62.45
150.540, 68.52
150.663, 66.43
150.740, 58.67
150.863, 59.36
150.940, 66.55
151.063, 61.56
151.140, 61.33
151.263, 62.70
151.340, 62.76
151.463, 63.52
151.540, 61.87
151.663, 65.73
151.740, 65.70
151.863, 60.98
151.940, 64.85
152.063, 62.55
152.140, 58.61
152.263, 64.25
152.340, 62.83
152.463, 64.80
152.540, 64.15
152.663, 71.63
152.740, 61.83
152.863, 63.60
152.940, 63.16
153.063, 60.86
153.140, 60.82
153.263, 61.60
153.340, 62.83
153.463, 62.21
153.540, 65.25
153.663, 60.15
153.740, 59.63
153.863, 70.53
153.940, 59.45
154.063, 67.31
154.140, 63.08
154.263, 64.24
154.340, 61.63
154.463, 63.14
154.540, 67.12
154.663, 60.56
154.740, 69.71
154.863, 65.16
154.940, 67.68
155.063, 59.75
155.140, 62.75
