time (sec), current (uA)
56.709, 106.18
56.894, 105.02
56.909, 103.20
57.094, 106.15
57.109, 106.67
57.294, 103.36
57.309, 102.68
57.494, 105.00
57.509, 107.34
57.694, 104.94
57.709, 107.49
57.894, 102.87
57.909, 103.34
58.094, 104.12
58.109, 107.59
58.294, 102.56
58.309, 105.40
58.494, 100.82
58.509, 105.12
58.694, 108.45
58.709, 105.20
58.894, 104.72
58.909, 104.73
59.094, 106.63
59.109, 103.65
59.294, 108.62
59.309, 106.53
59.494, 105.72
59.509, 105.10
59.694, 103.67
59.709, 107.32
59.894, 108.44
59.909, 104.93
60.094, 105.39
60.109, 103.37
60.294, 106.96
60.309, 108.06
60.494, 106.39
60.509, 104.47
60.694, 107.48
60.709, 103.90
60.894, 102.85
60.909, 105.34
61.094, 108.77
61.109, 102.55
61.294, 107.11
61.309, 104.73
61.494, 103.16
61.509, 105.72
61.694, 103.71
61.709, 109.48
61.894, 109.39
61.909, 104.69
62.094, 103.83
62.109, 102.84
62.294, 107.31
62.309, 105.35
62.494, 101.20
62.509, 106.03
62.694, 107.77
62.709, 104.72
62.894, 107.19
62.909, 105.95
63.094, 103.81
63.109, 103.82
63.294, 108.54
63.309, 105.15
63.494, 106.69
63.509, 105.97
63.694, 109.59
63.709, 105.26
63.894, 104.55
63.909, 105.36
64.094, 107.60
64.109, 104.86
64.294, 107.56
64.309, 104.01
64.494, 107.83
64.509, 106.66
64.694, 105.59
64.709, 105.76
64.894, 109.94
64.909, 104.79
65.094, 106.83
65.109, 105.83
65.294, 103.85
65.309, 105.09
65.494, 105.90
65.509, 108.32
65.694, 105.35
65.709, 106.04
65.894, 104.89
65.909, 107.23
66.094, 107.44
66.109, 107.09
66.294, 106.23
66.309, 107.69
66.494, 104.76
66.509, 109.68
66.694, 109.89
66.709, 105.44
66.894, 107.03
66.909, 104.86
67.094, 102.74
67.109, 106.30
67.294, 105.97
67.309, 106.93
67.494, 107.68
67.509, 104.81
67.694, 109.86
67.709, 125.61
67.894, 78.83
67.909, 71.94
68.094, 73.09
68.109, 70.02
68.294, 62.91
68.309, 66.08
68.494, 63.74
68.509, 59.96
68.694, 62.87
68.709, 60.22
68.894, 66.43
68.909, 68.25
69.094, 91.12
69.109, 92.50
69.294, 89.93
69.309, 92.99
69.494, 94.46
69.509, 91.51
69.694, 104.40
69.709, 109.94
69.894, 111.21
69.909, 107.14
70.094, 108.78
70.109, 108.59
70.294, 113.50
70.309, 110.05
70.494, 112.64
70.509, 109.88
70.694, 110.87
70.709, 108.60
70.894, 110.86
70.909, 110.64
71.094, 111.56
71.109, 109.72
71.294, 110.19
71.309, 110.64
71.494, 107.39
71.509, 112.10
71.694, 108.94
71.709, 109.63
71.894, 110.86
71.909, 110.46
72.094, 113.99
72.109, 112.95
72.294, 110.93
72.309, 111.52
72.494, 112.29
72.509, 111.92
72.694, 110.94
72.709, 109.26
72.894, 110.98
72.909, 108.01
73.094, 114.42
73.109, 111.59
73.294, 105.67
73.309, 110.43
73.494, 113.67
73.509, 112.94
73.694, 111.24
73.709, 110.64
73.894, 111.43
73.909, 111.27
74.094, 116.43
74.109, 112.32
74.294, 109.23
74.309, 110.77
74.494, 110.27
74.509, 114.37
74.694, 112.77
74.709, 110.26
74.894, 112.51
74.909, 111.14
75.094, 113.28
75.109, 110.75
75.294, 106.07
75.309, 112.79
75.494, 113.34
75.509, 112.36
75.694, 113.25
75.709, 115.01
75.894, 113.13
75.909, 114.74
76.094, 114.33
76.109, 114.19
76.294, 111.03
76.309, 112.52
76.494, 112.23
76.509, 110.68
76.694, 111.79
76.709, 112.34
76.894, 107.09
76.909, 110.40
77.094, 111.22
77.109, 112.11
77.294, 114.58
77.309, 117.51
77.494, 110.79
77.509, 111.94
77.694, 109.75
77.709, 111.54
77.894, 111.90
77.909, 112.02
78.094, 111.88
78.109, 111.99
78.294, 113.08
78.309, 112.85
78.494, 117.40
78.509, 111.68
78.694, 111.51
78.709, 113.53
78.894, 115.32
78.909, 113.77
79.094, 114.50
79.109, 112.38
79.294, 115.37
79.309, 116.80
79.494, 114.98
79.509, 116.46
79.694, 112.79
79.709, 111.85
79.894, 113.53
79.909, 111.05
80.094, 111.65
80.109, 113.39
80.294, 115.92
80.309, 116.61
80.494, 111.52
80.509, 114.00
80.694, 109.74
80.709, 114.09
80.894, 110.55
80.909, 113.82
81.094, 114.61
81.109, 112.46
81.294, 110.50
81.309, 110.73
81.494, 114.26
81.509, 114.61
81.694, 114.29
81.709, 115.26
81.894, 111.93
81.909, 114.03
82.094, 116.46
82.109, 113.39
82.294, 115.07
82.309, 113.44
82.494, 115.21
82.509, 110.89
82.694, 109.16
82.709, 113.43
82.894, 110.51
82.909, 116.16
83.094, 114.53
83.109, 113.18
83.294, 113.53
83.309, 113.73
83.494, 116.11
83.509, 111.50
83.694, 114.33
83.709, 116.54
83.894, 116.19
83.909, 111.71
84.094, 116.12
84.109, 116.98
84.294, 110.00
84.309, 111.65
84.494, 111.35
84.509, 114.60
84.694, 116.26
84.709, 113.60
84.894, 113.79
84.909, 113.98
85.094, 109.00
85.109, 112.94
85.294, 117.23
85.309, 112.83
85.494, 117.10
85.509, 112.87
85.694, 117.25
85.709, 114.93
85.894, 111.17
85.909, 115.77
86.094, 109.50
86.109, 113.64
86.294, 116.86
86.309, 118.30
86.494, 116.66
86.509, 115.58
86.694, 114.24
86.709, 115.34
86.894, 114.30
86.909, 117.18
87.094, 112.62
87.109, 113.47
87.294, 111.72
87.309, 112.28
87.494, 115.25
87.509, 113.04
87.694, 113.34
87.709, 159.19
87.894, 71.90
87.909, 102.80
88.094, 66.30
88.109, 66.51
88.294, 62.99
88.309, 63.33
88.494, 63.45
88.509, 63.01
88.694, 62.49
88.709, 71.17
88.894, 73.57
88.909, 77.26
89.094, 100.12
89.109, 94.05
89.294, 91.90
89.309, 100.18
89.494, 101.81
89.509, 94.93
89.694, 111.49
89.709, 115.96
89.894, 118.86
89.909, 114.46
90.094, 114.47
90.109, 115.51
90.294, 119.21
90.309, 113.83
90.494, 117.14
90.509, 118.59
90.694, 113.08
90.709, 114.07
90.894, 113.96
90.909, 114.64
91.094, 118.77
91.109, 113.72
91.294, 118.32
91.309, 113.96
91.494, 117.43
91.509, 115.27
91.694, 114.48
91.709, 114.49
91.894, 116.84
91.909, 116.53
92.094, 110.27
92.109, 114.86
92.294, 110.80
92.309, 113.93
92.494, 114.06
92.509, 118.26
92.694, 117.38
92.709, 115.71
92.894, 114.07
92.909, 112.66
93.094, 113.63
93.109, 114.59
93.294, 114.99
93.309, 115.84
93.494, 115.22
93.509, 114.29
93.694, 114.68
93.709, 115.06
93.894, 118.77
93.909, 117.67
94.094, 119.77
94.109, 115.92
94.294, 118.01
94.309, 114.90
94.494, 118.90
94.509, 116.44
94.694, 117.73
94.709, 113.50
94.894, 115.93
94.909, 114.65
95.094, 116.07
95.109, 114.79
95.294, 113.08
95.309, 113.36
95.494, 110.35
95.509, 118.50
95.694, 111.40
95.709, 114.62
95.894, 117.53
95.909, 113.38
96.094, 116.40
96.109, 120.32
96.294, 116.72
96.309, 114.83
96.494, 114.36
96.509, 119.63
96.694, 116.69
96.709, 119.64
96.894, 116.25
96.909, 114.40
97.094, 115.41
97.109, 115.11
97.294, 112.77
97.309, 112.53
97.494, 113.13
97.509, 116.36
97.694, 111.34
97.709, 115.75
97.894, 114.26
97.909, 113.72
98.094, 112.84
98.109, 116.25
98.294, 116.77
98.309, 116.42
98.494, 118.94
98.509, 114.89
98.694, 117.14
98.709, 117.30
98.894, 117.70
98.909, 116.77
99.094, 118.67
99.109, 113.16
99.294, 118.82
99.309, 116.95
99.494, 117.85
99.509, 114.17
99.694, 111.25
99.709, 113.17
99.894, 114.53
99.909, 116.38
100.094, 113.26
100.109, 114.88
100.294, 120.34
100.309, 115.12
100.494, 115.88
100.509, 116.61
100.694, 116.38
100.709, 119.25
100.894, 113.20
100.909, 118.78
101.094, 114.13
101.109, 120.11
101.294, 113.89
101.309, 117.94
101.494, 115.78
101.509, 118.09
101.694, 115.78
101.709, 114.62
101.894, 115.70
101.909, 114.31
102.094, 117.23
102.109, 116.65
102.294, 119.11
102.309, 116.78
102.494, 115.20
102.509, 115.32
102.694, 115.28
102.709, 116.49
102.894, 121.02
102.909, 117.30
103.094, 116.03
103.109, 116.02
103.294, 117.32
103.309, 116.79
103.494, 116.14
103.509, 119.11
103.694, 115.84
103.709, 114.45
103.894, 111.14
103.909, 121.55
104.094, 110.72
104.109, 111.90
104.294, 114.76
104.309, 118.13
104.494, 112.87
104.509, 114.48
104.694, 115.85
104.709, 115.32
104.894, 112.70
104.909, 120.83
105.094, 114.54
105.109, 119.76
105.294, 116.22
105.309, 117.73
105.494, 119.11
105.509, 116.37
105.694, 116.37
105.709, 115.78
105.894, 117.17
105.909, 116.48
106.094, 116.82
106.109, 115.59
106.294, 119.29
106.309, 114.91
106.494, 119.27
106.509, 117.05
106.694, 117.19
106.709, 114.98
106.894, 115.21
106.909, 119.50
107.094, 119.46
107.109, 117.37
107.294, 118.04
107.309, 116.04
107.494, 122.54
107.509, 116.97
107.694, 116.79
107.709, 132.99
107.894, 79.06
107.909, 81.53
108.094, 76.55
108.109, 74.87
108.294, 66.99
108.309, 71.60
108.494, 62.12
108.509, 66.53
108.694, 65.97
108.709, 66.86
108.894, 73.49
108.909, 74.92
109.094, 98.93
109.109, 100.19
109.294, 104.69
109.309, 106.04
109.494, 103.82
109.509, 107.22
109.694, 117.46
109.709, 117.75
109.894, 119.47
109.909, 120.02
110.094, 115.78
110.109, 118.09
110.294, 117.42
110.309, 122.76
110.494, 121.19
110.509, 119.81
110.694, 118.73
110.709, 120.47
110.894, 119.87
110.909, 115.66
111.094, 119.96
111.109, 119.41
111.294, 117.24
111.309, 117.51
111.494, 120.21
111.509, 117.33
111.694, 120.77
111.709, 116.55
111.894, 116.71
111.909, 118.30
112.094, 114.84
112.109, 117.61
112.294, 123.73
112.309, 117.78
112.494, 120.75
112.509, 118.17
112.694, 125.83
112.709, 120.89
112.894, 118.67
112.909, 121.36
113.094, 119.37
113.109, 120.49
113.294, 120.95
113.309, 120.55
113.494, 122.47
113.509, 120.11
113.694, 115.33
113.709, 119.13
113.894, 119.73
113.909, 120.05
114.094, 120.49
114.109, 121.20
114.294, 119.76
114.309, 120.48
114.494, 118.06
114.509, 118.95
114.694, 120.53
114.709, 119.82
114.894, 116.12
114.909, 119.73
115.094, 117.69
115.109, 122.53
115.294, 119.41
115.309, 121.54
115.494, 120.14
115.509, 121.16
115.694, 120.04
115.709, 120.04
115.894, 121.33
115.909, 118.64
116.094, 124.42
116.109, 118.12
116.294, 121.77
116.309, 123.84
116.494, 119.74
116.509, 122.87
116.694, 116.78
116.709, 123.10
116.894, 117.75
116.909, 123.32
117.094, 121.83
117.109, 120.27
117.294, 122.84
117.309, 119.58
117.494, 117.48
117.509, 123.17
117.694, 120.07
117.709, 120.94
117.894, 121.04
117.909, 121.07
118.094, 120.11
118.109, 118.36
118.294, 125.06
118.309, 122.91
118.494, 120.98
118.509, 121.76
118.694, 119.36
118.709, 121.72
118.894, 122.12
118.909, 119.62
119.094, 119.22
119.109, 122.92
119.294, 123.55
119.309, 118.33
119.494, 121.52
119.509, 122.72
119.694, 123.21
119.709, 120.72
119.894, 118.79
119.909, 118.47
120.094, 118.08
120.109, 119.23
120.294, 121.64
120.309, 121.41
120.494, 125.68
120.509, 122.33
120.694, 117.55
120.709, 118.17
120.894, 122.42
120.909, 118.10
121.094, 120.82
121.109, 120.71
121.294, 121.29
121.309, 123.09
121.494, 120.56
121.509, 120.75
121.694, 124.27
121.709, 118.75
121.894, 122.00
121.909, 121.64
122.094, 124.84
122.109, 121.09
122.294, 115.87
122.309, 120.54
122.494, 121.26
122.509, 121.37
122.694, 124.24
122.709, 123.62
122.894, 122.65
122.909, 118.86
123.094, 122.14
123.109, 122.59
123.294, 122.67
123.309, 119.00
123.494, 121.60
123.509, 121.00
123.694, 120.49
123.709, 121.99
123.894, 123.17
123.909, 119.28
124.094, 115.31
124.109, 119.59
124.294, 123.05
124.309, 121.86
124.494, 127.65
124.509, 120.11
124.694, 122.40
124.709, 123.08
124.894, 117.01
124.909, 117.90
125.094, 121.26
125.109, 120.51
125.294, 119.70
125.309, 120.73
125.494, 125.36
125.509, 120.51
125.694, 122.75
125.709, 124.73
125.894, 125.71
125.909, 121.54
126.094, 120.40
126.109, 122.26
126.294, 120.16
126.309, 120.53
126.494, 119.90
126.509, 120.76
126.694, 114.81
126.709, 119.86
126.894, 124.11
126.909, 118.07
127.094, 124.37
127.109, 116.16
127.294, 117.75
127.309, 118.91
127.494, 121.48
127.509, 115.88
127.694, 118.29
127.709, 135.77
127.894, 79.32
127.909, 83.35
128.094, 79.62
128.109, 79.85
128.294, 78.09
128.309, 70.31
128.494, 71.27
128.509, 72.29
128.694, 74.95
128.709, 72.04
128.894, 82.99
128.909, 84.42
129.094, 114.33
129.109, 111.08
129.294, 107.28
129.309, 106.28
129.494, 114.52
129.509, 115.53
129.694, 112.22
129.709, 113.76
129.894, 119.18
129.909, 120.06
130.094, 114.51
130.109, 117.11
130.294, 118.48
130.309, 117.54
130.494, 115.81
130.509, 115.67
130.694, 119.06
130.709, 117.33
130.894, 115.38
130.909, 118.51
131.094, 118.66
131.109, 117.22
131.294, 116.69
131.309, 115.89
131.494, 116.68
131.509, 118.65
131.694, 113.17
131.709, 115.81
131.894, 120.17
131.909, 115.36
132.094, 116.59
132.109, 114.67
132.294, 116.20
132.309, 118.58
132.494, 115.71
132.509, 116.62
132.694, 119.48
132.709, 118.48
132.894, 116.00
132.909, 118.86
133.094, 119.86
133.109, 118.19
133.294, 112.14
133.309, 115.48
133.494, 119.33
133.509, 114.48
133.694, 115.60
133.709, 119.38
133.894, 116.95
133.909, 119.40
134.094, 116.46
134.109, 116.73
134.294, 119.18
134.309, 119.04
134.494, 114.64
134.509, 115.83
134.694, 118.76
134.709, 115.33
134.894, 118.32
134.909, 114.51
135.094, 118.17
135.109, 116.53
135.294, 119.02
135.309, 118.36
135.494, 121.23
135.509, 116.36
135.694, 113.44
135.709, 116.74
135.894, 119.13
135.909, 116.38
136.094, 113.51
136.109, 117.23
136.294, 121.87
136.309, 115.97
136.494, 116.68
136.509, 116.89
136.694, 117.84
136.709, 113.22
136.894, 116.59
136.909, 115.15
137.094, 116.48
137.109, 115.97
137.294, 121.32
137.309, 119.80
137.494, 118.78
137.509, 115.19
137.694, 115.82
137.709, 117.66
137.894, 119.29
137.909, 118.72
138.094, 119.81
138.109, 117.64
138.294, 114.01
138.309, 117.89
138.494, 119.33
138.509, 116.91
138.694, 115.80
138.709, 113.74
138.894, 117.53
138.909, 115.28
139.094, 119.13
139.109, 116.92
139.294, 117.94
139.309, 115.34
139.494, 114.11
139.509, 117.06
139.694, 117.91
139.709, 119.83
139.894, 117.76
139.909, 118.27
140.094, 116.02
140.109, 117.00
140.294, 119.06
140.309, 114.76
140.494, 118.23
140.509, 114.82
140.694, 120.17
140.709, 116.66
140.894, 114.04
140.909, 115.06
141.094, 117.80
141.109, 117.01
141.294, 117.98
141.309, 115.50
141.494, 120.60
141.509, 119.72
141.694, 117.17
141.709, 115.12
141.894, 117.25
141.909, 116.65
142.094, 118.78
142.109, 115.11
142.294, 118.59
142.309, 119.30
142.494, 118.58
142.509, 119.42
142.694, 119.99
142.709, 119.74
142.894, 117.81
142.909, 118.51
143.094, 118.44
143.109, 116.95
143.294, 114.00
143.309, 115.46
143.494, 120.33
143.509, 117.21
143.694, 117.41
143.709, 116.78
143.894, 120.89
143.909, 117.53
144.094, 116.61
144.109, 113.22
144.294, 118.70
144.309, 118.06
144.494, 117.30
144.509, 113.31
144.694, 117.83
144.709, 120.84
144.894, 114.39
144.909, 115.68
145.094, 118.87
145.109, 118.95
145.294, 121.27
145.309, 119.87
145.494, 120.69
145.509, 117.05
145.694, 115.88
145.709, 118.65
145.894, 115.61
145.909, 118.94
146.094, 120.37
146.109, 117.23
146.294, 121.20
146.309, 116.61
146.494, 114.07
146.509, 116.54
146.694, 118.54
146.709, 119.58
146.894, 120.94
146.909, 118.79
147.094, 118.41
147.109, 115.34
147.294, 123.22
147.309, 116.63
147.494, 122.80
147.509, 116.29
147.694, 122.23
147.709, 115.27
147.894, 87.71
147.909, 88.06
148.094, 76.63
148.109, 82.25
148.294, 77.96
148.309, 77.11
148.494, 74.70
148.509, 71.50
148.694, 75.42
148.709, 76.41
148.894, 93.63
148.909, 90.80
149.094, 121.27
149.109, 119.11
149.294, 119.09
149.309, 115.63
149.494, 115.56
149.509, 114.69
149.694, 112.51
149.709, 111.62
149.894, 118.67
149.909, 116.95
150.094, 119.29
150.109, 116.83
150.294, 119.50
150.309, 116.53
150.494, 119.16
150.509, 115.41
150.694, 116.60
150.709, 114.29
150.894, 117.98
150.909, 115.89
151.094, 114.87
151.109, 114.75
151.294, 117.92
151.309, 116.13
151.494, 120.81
151.509, 114.52
151.694, 115.36
151.709, 114.01
151.894, 114.13
151.909, 113.67
152.094, 117.76
152.109, 114.30
152.294, 114.56
152.309, 118.55
152.494, 119.67
152.509, 115.71
152.694, 115.82
152.709, 114.95
152.894, 112.98
152.909, 115.57
153.094, 118.40
153.109, 115.47
153.294, 118.86
153.309, 116.68
153.494, 117.35
153.509, 120.99
153.694, 123.09
153.709, 117.35
153.894, 113.12
153.909, 120.99
154.094, 116.63
154.109, 114.30
154.294, 116.94
154.309, 115.54
154.494, 116.84
154.509, 114.74
154.694, 115.26
154.709, 118.24
154.894, 113.83
154.909, 116.40
155.094, 117.30
155.109, 116.69
155.294, 115.76
