time (sec), voltage (V)
7.554, -1.04
7.652, -0.40
7.652, -0.17
7.659, 1.13
7.744, 1.22
7.752, -0.45
7.756, -1.12
7.849, -0.79
7.850, -0.60
7.859, 1.19
7.944, 1.24
7.945, 1.10
7.945, 1.02
7.955, -0.98
7.955, -1.05
8.050, -0.59
8.052, -0.20
8.059, 1.13
8.144, 1.20
8.154, -0.85
8.154, -1.05
8.250, -0.51
8.252, -0.35
8.259, 1.22
8.344, 1.19
8.353, -0.78
8.356, -1.12
8.458, 1.04
8.544, 1.29
8.553, -0.83
8.556, -1.12
8.650, -0.51
8.652, -0.33
8.660, 1.33
8.745, 1.07
8.753, -0.57
8.753, -0.58
8.851, -0.65
8.852, -0.36
8.859, 1.08
8.944, 1.27
8.951, -0.18
8.952, -0.46
8.955, -0.99
8.955, -1.07
9.050, -0.64
9.053, -0.14
9.059, 1.18
9.144, 1.17
9.151, -0.21
9.154, -0.65
9.260, 1.36
9.344, 1.29
9.351, -0.20
9.352, -0.51
9.353, -0.80
9.356, -1.11
9.451, -0.48
9.451, -0.43
9.459, 1.15
9.544, 1.18
9.552, -0.31
9.554, -0.75
9.649, -0.79
9.651, -0.42
9.659, 1.22
9.743, 1.36
9.753, -0.80
9.755, -1.08
9.852, -0.35
9.852, -0.19
9.860, 1.29
9.944, 1.27
9.954, -0.84
9.954, -1.03
10.051, -0.57
10.052, -0.32
10.060, 1.27
10.143, 1.42
10.251, -0.43
10.253, -0.14
10.260, 1.27
10.344, 1.28
10.352, -0.36
10.353, -0.65
10.450, -0.66
10.453, -0.14
10.459, 1.16
10.545, 1.08
10.552, -0.47
10.554, -0.71
10.555, -0.90
10.556, -1.11
10.649, -0.76
10.652, -0.34
10.660, 1.38
10.744, 1.25
10.755, -0.89
10.756, -1.10
10.851, -0.58
10.852, -0.38
10.859, 1.14
10.943, 1.43
10.943, 1.39
10.945, 1.13
10.952, -0.22
10.954, -0.97
11.060, 1.31
11.144, 1.28
11.151, -0.20
11.152, -0.48
11.155, -0.98
11.155, -1.08
11.249, -0.78
11.253, -0.15
11.259, 1.14
11.344, 1.16
11.352, -0.37
11.354, -0.87
11.451, -0.60
11.451, -0.47
11.460, 1.26
11.544, 1.15
11.650, -0.52
11.652, -0.17
11.659, 1.25
11.744, 1.28
11.746, 0.84
11.746, 0.84
11.751, -0.18
11.752, -0.48
11.851, -0.55
11.851, -0.39
11.860, 1.32
11.944, 1.17
11.952, -0.34
11.952, -0.46
11.955, -0.96
11.956, -1.10
12.060, 1.34
12.144, 1.24
12.153, -0.73
12.155, -0.92
12.252, -0.30
12.252, -0.16
12.259, 1.22
12.344, 1.27
12.352, -0.23
12.352, -0.36
12.451, -0.46
12.453, -0.12
12.459, 1.20
12.544, 1.26
12.553, -0.45
12.553, -0.75
12.555, -1.01
12.556, -1.11
12.649, -0.78
12.650, -0.56
12.659, 1.21
12.744, 1.28
12.752, -0.26
12.752, -0.33
12.754, -1.02
12.756, -1.13
12.849, -0.79
12.851, -0.61
12.860, 1.26
12.944, 1.17
12.955, -0.92
12.956, -1.07
13.060, 1.36
13.144, 1.23
13.151, -0.22
13.153, -0.64
13.251, -0.54
13.251, -0.41
13.260, 1.38
13.344, 1.17
13.352, -0.23
13.355, -0.99
13.450, -0.62
13.452, -0.26
13.460, 1.29
13.543, 1.43
13.543, 1.38
13.544, 1.15
13.660, 1.39
13.744, 1.32
13.755, -0.95
13.756, -1.10
13.847, -1.22
13.847, -1.21
13.860, 1.29
13.943, 1.42
13.943, 1.39
13.944, 1.20
13.951, -0.22
13.952, -0.47
13.954, -0.89
13.955, -1.05
14.052, -0.39
14.053, -0.13
14.059, 1.22
14.145, 1.13
14.155, -0.97
14.156, -1.12
14.250, -0.60
14.252, -0.35
14.260, 1.39
14.343, 1.33
14.353, -0.76
14.355, -1.03
14.459, 1.24
14.544, 1.16
14.552, -0.48
14.554, -0.87
14.555, -0.98
14.555, -1.05
14.660, 1.36
14.744, 1.16
14.752, -0.51
14.756, -1.11
14.849, -0.77
14.852, -0.35
14.860, 1.39
14.944, 1.27
15.050, -0.61
15.052, -0.33
15.059, 1.23
15.144, 1.18
15.151, -0.23
15.154, -0.74
15.252, -0.41
15.253, -0.11
15.260, 1.26
15.343, 1.39
15.352, -0.29
15.353, -0.53
15.449, -0.78
15.450, -0.63
15.460, 1.37
15.544, 1.32
15.554, -0.78
15.554, -0.99
15.650, -0.54
15.652, -0.32
15.660, 1.39
15.744, 1.25
15.751, -0.20
15.752, -0.42
15.852, -0.28
15.852, -0.19
15.859, 1.18
15.944, 1.15
15.952, -0.42
15.953, -0.58
15.955, -0.92
15.956, -1.09
16.052, -0.29
16.052, -0.15
16.059, 1.14
16.143, 1.38
16.259, 1.23
16.344, 1.17
16.352, -0.41
16.356, -1.12
16.460, 1.32
16.544, 1.21
16.552, -0.50
16.553, -0.78
16.660, 1.26
16.743, 1.33
16.752, -0.23
16.752, -0.35
16.755, -0.96
16.756, -1.11
16.850, -0.55
16.852, -0.21
16.860, 1.41
16.944, 1.27
16.952, -0.50
16.953, -0.79
17.060, 1.32
17.143, 1.43
17.143, 1.39
17.144, 1.16
17.152, -0.37
17.155, -1.04
17.249, -0.83
17.251, -0.61
17.251, -0.57
17.253, -0.10
17.260, 1.27
17.344, 1.19
17.351, -0.18
17.352, -0.41
17.353, -0.66
17.356, -1.13
17.449, -0.85
17.452, -0.32
17.460, 1.36
17.544, 1.29
17.554, -0.73
17.556, -1.07
17.651, -0.67
17.652, -0.35
17.660, 1.32
17.744, 1.22
17.752, -0.25
17.752, -0.32
17.859, 1.22
17.943, 1.40
17.955, -0.93
17.956, -1.13
18.060, 1.42
18.144, 1.20
18.153, -0.48
18.155, -1.01
18.259, 1.18
18.343, 1.36
18.450, -0.65
18.450, -0.59
18.452, -0.35
18.453, -0.11
18.459, 1.22
18.543, 1.36
18.553, -0.47
18.553, -0.56
18.555, -0.90
18.556, -1.13
18.660, 1.30
18.744, 1.27
18.752, -0.45
18.756, -1.08
18.847, -1.22
18.847, -1.17
18.849, -0.84
18.852, -0.20
18.860, 1.39
18.944, 1.27
18.952, -0.43
18.953, -0.75
19.047, -1.22
19.047, -1.16
19.060, 1.26
19.144, 1.27
19.155, -0.91
19.155, -1.04
19.260, 1.35
19.344, 1.20
19.459, 1.14
19.543, 1.35
19.552, -0.58
19.554, -0.91
19.660, 1.42
19.743, 1.39
19.753, -0.88
19.755, -1.04
19.849, -0.75
19.853, -0.12
19.859, 1.19
19.943, 1.39
19.954, -0.89
19.955, -1.04
20.048, -0.98
20.048, -0.96
20.049, -0.75
20.051, -0.70
20.052, -0.41
20.053, -0.13
20.060, 1.38
20.144, 1.21
20.154, -0.82
20.154, -1.03
20.249, -0.83
20.251, -0.57
20.252, -0.32
20.252, -0.16
20.260, 1.45
20.343, 1.33
20.352, -0.52
20.353, -0.76
20.355, -0.93
20.356, -1.11
20.449, -0.75
20.452, -0.32
20.460, 1.41
20.543, 1.37
20.551, -0.23
20.552, -0.47
20.553, -0.68
20.554, -0.99
20.649, -0.83
20.652, -0.40
20.660, 1.34
20.743, 1.47
20.744, 1.23
20.744, 1.23
20.751, -0.25
20.756, -1.09
20.860, 1.36
20.944, 1.20
20.953, -0.67
20.953, -0.82
20.955, -1.03
20.956, -1.14
21.059, 1.15
21.144, 1.31
21.152, -0.36
21.155, -1.06
21.250, -0.51
21.252, -0.29
21.260, 1.34
21.344, 1.20
21.352, -0.46
21.355, -1.09
21.450, -0.57
21.452, -0.33
21.460, 1.33
21.543, 1.47
21.544, 1.30
21.544, 1.19
21.554, -0.96
21.556, -1.14
21.660, 1.41
21.743, 1.34
21.755, -0.96
21.755, -0.98
21.852, -0.31
21.853, -0.12
21.860, 1.40
21.943, 1.37
21.954, -0.97
21.954, -1.10
22.050, -0.58
22.052, -0.24
22.060, 1.39
22.143, 1.36
22.152, -0.40
22.156, -1.14
22.249, -0.78
22.252, -0.29
22.260, 1.35
22.344, 1.23
22.452, -0.32
22.452, -0.14
22.460, 1.41
22.544, 1.32
22.552, -0.39
22.553, -0.70
22.649, -0.84
22.652, -0.37
22.660, 1.41
22.743, 1.38
22.751, -0.19
22.752, -0.43
22.755, -0.99
22.756, -1.15
22.860, 1.27
22.943, 1.44
22.953, -0.42
22.953, -0.67
23.049, -0.72
23.050, -0.65
23.052, -0.44
23.053, -0.11
23.059, 1.21
23.143, 1.46
23.249, -0.76
23.252, -0.29
23.260, 1.38
23.343, 1.37
23.354, -0.95
23.356, -1.15
23.449, -0.80
23.452, -0.27
23.459, 1.22
23.544, 1.21
23.553, -0.55
23.554, -0.95
23.554, -1.06
23.556, -1.12
23.650, -0.53
23.652, -0.35
23.660, 1.27
23.743, 1.47
23.752, -0.22
23.754, -0.79
23.860, 1.30
23.944, 1.32
23.952, -0.30
23.952, -0.47
24.049, -0.76
24.050, -0.68
24.052, -0.39
24.053, -0.11
24.059, 1.16
24.143, 1.34
24.151, -0.22
24.152, -0.50
24.154, -0.89
24.154, -1.06
24.249, -0.79
24.251, -0.39
24.260, 1.27
24.343, 1.41
24.459, 1.23
24.543, 1.45
24.552, -0.42
24.554, -0.82
24.660, 1.44
24.744, 1.30
24.752, -0.30
24.752, -0.48
24.755, -1.10
24.755, -1.15
24.860, 1.41
24.943, 1.33
24.953, -0.52
24.955, -1.07
25.052, -0.30
25.053, -0.13
25.059, 1.26
25.143, 1.33
25.152, -0.51
25.155, -0.99
25.250, -0.67
25.253, -0.11
25.260, 1.33
25.343, 1.39
25.354, -1.00
25.355, -1.06
25.449, -0.81
25.452, -0.29
25.459, 1.24
25.543, 1.33
25.554, -0.96
25.556, -1.11
25.649, -0.77
25.651, -0.51
25.660, 1.26
25.743, 1.41
25.852, -0.34
25.853, -0.11
25.859, 1.15
25.859, 1.25
25.860, 1.37
25.944, 1.28
25.953, -0.66
25.955, -0.99
26.049, -0.81
26.051, -0.57
26.060, 1.44
26.143, 1.40
26.151, -0.19
26.152, -0.57
26.154, -1.08
26.156, -1.14
26.249, -0.73
26.251, -0.60
26.259, 1.24
26.343, 1.47
26.352, -0.42
26.355, -0.98
26.449, -0.72
26.451, -0.64
26.459, 1.23
26.543, 1.47
26.553, -0.77
26.555, -1.00
26.649, -0.79
26.651, -0.56
26.659, 1.19
26.742, 1.59
26.754, -0.92
26.756, -1.10
26.860, 1.42
26.944, 1.25
27.059, 1.13
27.144, 1.26
27.151, -0.23
27.152, -0.41
27.260, 1.28
27.343, 1.43
27.344, 1.26
27.344, 1.23
27.355, -1.00
27.355, -1.07
27.451, -0.69
27.453, -0.09
27.459, 1.24
27.543, 1.43
27.552, -0.47
27.555, -0.99
27.649, -0.82
27.652, -0.26
27.660, 1.42
27.743, 1.39
27.752, -0.39
27.753, -0.73
27.849, -0.81
27.850, -0.71
27.859, 1.08
27.943, 1.36
27.951, -0.20
27.952, -0.47
28.050, -0.80
28.050, -0.74
28.052, -0.27
28.052, -0.26
28.059, 1.22
28.143, 1.34
28.152, -0.41
28.154, -0.95
28.260, 1.40
28.343, 1.46
28.352, -0.23
28.353, -0.75
28.459, 1.21
28.544, 1.32
28.553, -0.73
28.555, -1.07
28.660, 1.44
28.744, 1.31
28.751, -0.21
28.755, -1.10
28.851, -0.65
28.852, -0.31
28.860, 1.42
28.943, 1.40
28.951, -0.19
28.953, -0.85
29.060, 1.27
29.143, 1.47
29.144, 1.31
29.144, 1.21
29.151, -0.24
29.152, -0.48
29.154, -0.84
29.156, -1.12
29.260, 1.33
29.261, 1.53
29.261, 1.56
29.343, 1.38
29.452, -0.43
29.453, -0.13
29.460, 1.39
29.543, 1.40
29.553, -0.50
29.553, -0.54
29.651, -0.52
29.651, -0.38
29.661, 1.46
29.743, 1.33
29.755, -0.92
29.756, -1.13
29.861, 1.46
29.943, 1.38
29.954, -0.99
29.955, -1.00
30.049, -0.82
30.052, -0.36
30.060, 1.28
30.144, 1.25
30.153, -0.62
30.154, -1.06
30.251, -0.56
30.252, -0.36
30.260, 1.27
30.343, 1.44
30.449, -0.80
30.453, -0.12
30.459, 1.15
30.544, 1.21
30.554, -1.03
30.556, -1.12
30.648, -1.01
30.648, -1.00
30.650, -0.64
30.650, -0.58
30.660, 1.37
30.743, 1.38
30.753, -0.77
30.756, -1.12
30.852, -0.29
30.853, -0.12
30.860, 1.42
30.944, 1.30
30.951, -0.20
30.952, -0.52
31.060, 1.27
31.144, 1.17
31.151, -0.24
31.155, -1.05
31.259, 1.25
31.344, 1.20
31.352, -0.43
31.354, -0.79
31.448, -1.03
31.448, -0.98
31.450, -0.55
31.452, -0.15
31.460, 1.37
31.544, 1.16
31.551, -0.21
31.552, -0.44
31.555, -0.94
31.556, -1.13
31.661, 1.47
31.744, 1.27
31.751, -0.18
31.753, -0.63
31.849, -0.84
31.851, -0.72
31.859, 1.18
31.943, 1.36
31.951, -0.22
31.953, -0.65
32.059, 1.19
32.143, 1.43
32.151, -0.19
32.152, -0.45
32.153, -0.71
32.155, -1.00
32.250, -0.61
32.252, -0.35
32.261, 1.48
32.344, 1.16
32.353, -0.44
32.353, -0.66
32.355, -1.07
32.355, -1.11
32.459, 1.24
32.543, 1.44
32.552, -0.39
32.555, -1.05
32.659, 1.21
32.743, 1.49
32.752, -0.48
32.753, -0.73
32.850, -0.53
32.852, -0.25
32.860, 1.35
32.944, 1.19
33.050, -0.59
33.052, -0.17
33.060, 1.37
33.143, 1.40
33.155, -0.96
33.156, -1.13
33.252, -0.32
33.252, -0.17
33.260, 1.37
33.344, 1.31
33.352, -0.41
33.356, -1.11
33.452, -0.33
33.453, -0.11
33.460, 1.29
33.543, 1.33
33.652, -0.35
33.653, -0.13
33.660, 1.45
33.744, 1.18
33.850, -0.54
33.853, -0.13
33.860, 1.28
33.944, 1.21
33.951, -0.22
33.952, -0.41
34.049, -0.72
34.051, -0.46
34.059, 1.20
34.144, 1.24
34.154, -0.98
34.156, -1.09
34.260, 1.28
34.344, 1.19
34.460, 1.36
34.543, 1.44
34.553, -0.77
34.555, -0.99
34.652, -0.34
34.652, -0.17
34.659, 1.14
34.743, 1.37
34.753, -0.51
34.755, -1.14
34.850, -0.73
34.850, -0.57
34.859, 1.24
34.944, 1.26
34.951, -0.19
34.954, -0.95
34.955, -1.02
34.956, -1.14
35.060, 1.44
35.143, 1.40
35.152, -0.39
35.154, -0.72
35.249, -0.84
35.252, -0.29
35.261, 1.46
35.344, 1.30
35.345, 1.12
35.345, 1.01
35.351, -0.20
35.354, -0.92
35.449, -0.74
35.452, -0.30
35.459, 1.22
35.544, 1.27
35.554, -1.01
35.554, -1.02
35.651, -0.65
35.652, -0.33
35.659, 1.22
35.744, 1.24
35.752, -0.48
35.756, -1.13
35.851, -0.52
35.851, -0.50
35.861, 1.57
35.943, 1.36
36.060, 1.28
36.144, 1.30
36.152, -0.39
36.154, -0.90
36.155, -1.00
36.156, -1.13
36.260, 1.34
36.345, 1.12
36.353, -0.53
36.354, -1.06
36.451, -0.40
36.453, -0.12
36.460, 1.35
36.543, 1.41
36.551, -0.23
36.552, -0.47
36.553, -0.79
36.555, -1.06
36.648, -1.01
36.648, -0.99
36.650, -0.64
36.650, -0.60
36.660, 1.33
36.744, 1.26
36.751, -0.25
36.752, -0.50
36.755, -0.92
36.756, -1.11
36.851, -0.58
36.852, -0.28
36.859, 1.23
36.944, 1.15
37.052, -0.36
37.052, -0.18
37.059, 1.25
37.143, 1.43
37.151, -0.22
37.153, -0.69
37.250, -0.82
37.253, -0.14
37.259, 1.15
37.344, 1.19
37.352, -0.43
37.354, -0.77
37.450, -0.70
37.450, -0.62
37.460, 1.36
37.543, 1.34
37.552, -0.42
37.554, -0.90
37.554, -0.96
37.556, -1.11
37.648, -1.01
37.648, -1.01
37.649, -0.74
37.651, -0.67
37.659, 1.14
37.744, 1.31
37.751, -0.27
37.752, -0.46
37.754, -0.83
37.756, -1.12
37.849, -0.75
37.852, -0.33
37.860, 1.41
37.944, 1.27
37.953, -0.71
37.956, -1.10
38.049, -0.82
38.053, -0.12
38.059, 1.15
38.143, 1.36
38.152, -0.47
38.156, -1.10
38.260, 1.27
38.343, 1.33
38.353, -0.48
38.356, -1.09
38.460, 1.30
38.544, 1.30
38.553, -0.46
38.555, -0.91
38.650, -0.59
38.652, -0.23
38.660, 1.42
38.744, 1.27
38.752, -0.38
38.756, -1.13
38.851, -0.53
38.852, -0.32
38.860, 1.37
38.944, 1.19
38.952, -0.40
38.954, -0.80
39.052, -0.29
39.052, -0.19
39.060, 1.30
39.144, 1.22
39.151, -0.23
39.152, -0.48
39.154, -0.87
39.155, -1.09
39.250, -0.51
39.252, -0.30
39.259, 1.20
39.343, 1.48
39.344, 1.24
39.344, 1.21
39.353, -0.48
39.353, -0.76
39.450, -0.57
39.451, -0.37
39.459, 1.19
39.543, 1.45
39.543, 1.35
39.544, 1.19
39.660, 1.35
39.745, 1.06
39.751, -0.20
39.752, -0.42
39.848, -1.01
39.848, -1.01
39.851, -0.65
39.852, -0.36
39.859, 1.19
39.943, 1.46
39.951, -0.25
39.952, -0.45
40.049, -0.75
40.051, -0.70
40.052, -0.34
40.053, -0.13
40.059, 1.22
40.143, 1.33
40.152, -0.32
40.154, -0.71
40.250, -0.52
40.251, -0.36
40.259, 1.25
40.343, 1.42
40.352, -0.36
40.356, -1.13
40.449, -0.70
40.452, -0.32
40.459, 1.19
40.543, 1.36
40.551, -0.26
40.552, -0.48
40.659, 1.12
40.744, 1.31
40.753, -0.52
40.753, -0.54
40.850, -0.62
40.852, -0.32
40.860, 1.37
40.943, 1.38
40.953, -0.42
40.954, -0.84
41.060, 1.37
41.143, 1.34
41.152, -0.31
41.154, -0.76
41.260, 1.38
41.344, 1.30
41.353, -0.73
41.354, -1.02
41.449, -0.72
41.451, -0.54
41.459, 1.11
41.544, 1.27
41.544, 1.14
41.545, 1.01
41.551, -0.20
41.552, -0.44
41.555, -0.96
41.556, -1.12
41.649, -0.80
41.652, -0.27
41.660, 1.38
41.743, 1.34
41.751, -0.23
41.753, -0.51
41.755, -0.95
41.756, -1.11
41.849, -0.67
41.850, -0.60
41.859, 1.12
41.944, 1.22
41.952, -0.38
41.955, -1.06
42.049, -0.74
42.052, -0.17
42.060, 1.37
42.143, 1.37
42.152, -0.36
42.155, -1.02
42.251, -0.38
42.253, -0.11
42.260, 1.27
42.343, 1.35
42.450, -0.58
42.452, -0.35
42.460, 1.36
42.544, 1.31
42.649, -0.76
42.651, -0.58
42.659, 1.11
42.744, 1.29
42.752, -0.49
42.754, -0.89
42.849, -0.82
42.850, -0.72
42.860, 1.31
42.944, 1.14
42.953, -0.47
42.954, -0.92
43.050, -0.62
43.052, -0.35
43.059, 1.20
43.144, 1.27
43.152, -0.44
43.154, -0.66
43.260, 1.39
43.344, 1.31
43.460, 1.43
43.544, 1.32
43.552, -0.46
43.554, -1.08
43.649, -0.76
43.651, -0.67
43.652, -0.44
43.653, -0.13
43.660, 1.29
43.745, 1.13
43.752, -0.24
43.752, -0.40
43.754, -0.93
43.756, -1.10
43.859, 1.20
43.945, 1.14
43.954, -0.85
43.954, -1.10
44.050, -0.56
44.052, -0.31
44.059, 1.19
44.145, 1.07
44.151, -0.20
44.152, -0.41
44.155, -1.02
44.155, -1.03
44.250, -0.54
44.252, -0.37
44.260, 1.34
44.344, 1.27
44.355, -1.00
44.356, -1.16
44.450, -0.70
44.450, -0.65
44.452, -0.32
44.452, -0.17
44.459, 1.11
44.543, 1.33
44.544, 1.18
44.545, 0.98
44.553, -0.71
44.556, -1.13
44.649, -0.78
44.652, -0.32
44.659, 1.21
44.745, 1.06
44.753, -0.76
44.755, -0.98
44.860, 1.30
44.944, 1.19
45.052, -0.28
45.052, -0.19
45.060, 1.43
45.145, 1.08
45.153, -0.50
45.153, -0.50
45.259, 1.13
45.343, 1.41
45.352, -0.39
45.356, -1.12
45.449, -0.72
45.452, -0.17
45.459, 1.19
45.543, 1.33
45.551, -0.24
45.552, -0.45
45.554, -0.77
45.556, -1.07
45.649, -0.74
45.651, -0.51
45.659, 1.17
45.744, 1.32
45.752, -0.44
45.756, -1.11
45.859, 1.12
45.944, 1.23
45.944, 1.20
45.945, 1.03
45.951, -0.21
45.952, -0.52
45.953, -0.80
45.956, -1.11
46.050, -0.56
46.052, -0.25
46.059, 1.20
46.145, 1.08
46.153, -0.46
46.153, -0.62
46.249, -0.70
46.250, -0.53
46.260, 1.27
46.345, 1.10
46.351, -0.25
46.356, -1.10
46.459, 1.21
46.544, 1.29
46.554, -0.83
46.555, -1.11
46.652, -0.28
46.652, -0.28
46.660, 1.31
46.744, 1.19
46.752, -0.40
46.754, -0.82
46.848, -1.01
46.848, -0.99
46.852, -0.29
46.852, -0.18
46.860, 1.28
46.944, 1.24
47.050, -0.53
47.052, -0.31
47.060, 1.39
47.143, 1.44
47.143, 1.40
47.145, 1.07
47.151, -0.24
47.153, -0.77
47.251, -0.39
47.253, -0.13
47.260, 1.27
47.345, 1.13
47.352, -0.31
47.354, -0.72
47.450, -0.56
47.452, -0.33
47.459, 1.08
47.544, 1.31
47.551, -0.26
47.552, -0.48
47.554, -0.82
47.555, -1.01
47.650, -0.63
47.652, -0.31
47.659, 1.19
47.748, 0.38
47.752, -0.41
47.756, -1.15
47.856, 0.65
47.948, 0.48
47.952, -0.39
47.953, -0.77
48.056, 0.66
48.146, 0.80
48.257, 0.77
48.346, 0.88
48.351, -0.23
48.352, -0.36
48.354, -1.00
48.354, -1.01
48.458, 0.93
48.546, 0.89
48.551, -0.20
48.553, -0.43
48.651, -0.51
48.651, -0.44
48.658, 1.01
48.744, 1.16
48.752, -0.49
48.755, -1.05
48.850, -0.56
48.852, -0.28
48.860, 1.40
48.945, 1.10
48.953, -0.52
48.955, -0.95
49.058, 1.06
49.145, 1.12
49.154, -0.74
49.156, -1.12
49.252, -0.31
49.252, -0.11
49.258, 1.02
49.344, 1.28
49.354, -0.76
49.355, -0.94
49.458, 1.06
49.545, 1.06
49.551, -0.22
49.554, -0.81
49.659, 1.09
49.745, 1.11
49.860, 1.29
49.943, 1.36
49.954, -0.89
49.956, -1.12
50.059, 1.14
50.144, 1.20
50.153, -0.70
50.156, -1.15
50.250, -0.70
50.252, -0.27
50.259, 1.21
50.344, 1.27
50.351, -0.22
50.352, -0.46
50.354, -0.80
50.354, -0.97
50.459, 1.22
50.544, 1.28
50.552, -0.38
50.554, -0.96
50.651, -0.68
50.651, -0.60
50.659, 1.23
50.744, 1.14
50.859, 1.11
50.944, 1.20
50.951, -0.18
50.953, -0.54
51.052, -0.31
51.052, -0.16
51.060, 1.36
51.144, 1.26
51.249, -0.80
51.251, -0.68
51.252, -0.37
51.253, -0.11
51.259, 1.21
51.344, 1.20
51.351, -0.26
51.354, -1.00
51.449, -0.70
51.452, -0.31
51.460, 1.29
51.544, 1.27
51.553, -0.49
51.553, -0.55
51.555, -0.93
51.556, -1.08
51.649, -0.78
51.652, -0.36
51.658, 0.96
51.658, 0.98
51.659, 1.25
51.744, 1.14
51.850, -0.57
51.852, -0.31
51.859, 1.08
51.945, 1.02
51.951, -0.21
51.954, -0.73
51.955, -0.92
51.955, -1.06
52.059, 1.17
52.145, 1.12
52.154, -1.02
52.156, -1.13
52.247, -1.08
52.248, -0.97
52.251, -0.53
52.253, -0.12
52.259, 1.23
52.345, 1.13
52.353, -0.71
52.356, -1.09
52.460, 1.28
52.544, 1.13
52.647, -1.21
52.647, -1.16
52.650, -0.62
52.650, -0.59
52.652, -0.32
52.653, -0.11
52.659, 1.13
52.744, 1.28
52.751, -0.18
52.754, -0.92
52.754, -0.98
52.756, -1.16
52.860, 1.31
52.945, 1.11
52.951, -0.21
52.956, -1.13
53.058, 1.02
53.144, 1.21
53.154, -0.83
53.156, -1.14
53.249, -0.75
53.252, -0.34
53.259, 1.14
53.345, 0.98
53.354, -0.84
53.355, -0.98
53.459, 1.13
53.544, 1.23
53.553, -0.76
53.556, -1.08
53.648, -1.00
53.648, -1.00
53.651, -0.58
53.651, -0.41
53.659, 1.11
53.744, 1.28
53.751, -0.24
53.756, -1.11
53.849, -0.77
53.850, -0.73
53.859, 1.18
53.943, 1.35
53.952, -0.42
53.953, -0.77
54.047, -1.18
54.047, -1.16
54.050, -0.55
54.052, -0.28
54.059, 1.14
54.144, 1.25
