time (sec), current (uA)
33.340, 73.64
33.463, 78.62
33.540, 81.64
33.663, 81.57
33.740, 75.57
33.863, 73.70
33.940, 73.56
34.063, 77.18
34.140, 73.45
34.263, 72.51
34.340, 78.19
34.463, 72.26
34.540, 76.01
34.663, 75.60
34.740, 73.50
34.863, 77.71
34.940, 76.33
35.063, 72.71
35.140, 74.98
35.263, 78.36
35.340, 80.22
35.463, 78.71
35.540, 74.47
35.663, 78.10
35.740, 76.64
35.863, 78.99
35.940, 77.06
36.063, 73.78
36.140, 74.38
36.263, 71.99
36.340, 76.61
36.463, 78.04
36.540, 78.19
36.663, 74.35
36.740, 73.54
36.863, 79.96
36.940, 72.26
37.063, 81.69
37.140, 74.67
37.263, 79.57
37.340, 74.76
37.463, 76.73
37.540, 73.36
37.663, 80.04
37.740, 81.01
37.863, 77.58
37.940, 78.97
38.063, 75.15
38.140, 77.33
38.263, 76.38
38.340, 78.79
38.463, 79.75
38.540, 82.63
38.663, 79.77
38.740, 80.00
38.863, 77.73
38.940, 75.60
39.063, 74.59
39.140, 72.13
39.263, 76.90
39.340, 77.24
39.463, 80.21
39.540, 85.44
39.663, 79.67
39.740, 82.21
39.863, 79.95
39.940, 81.51
40.063, 81.22
40.140, 83.35
40.263, 80.25
40.340, 87.58
40.463, 77.49
40.540, 81.67
40.663, 73.47
40.740, 75.69
40.863, 73.89
40.940, 77.50
41.063, 77.42
41.140, 77.92
41.263, 74.48
41.340, 75.69
41.463, 75.81
41.540, 77.76
41.663, 78.86
41.740, 78.37
41.863, 76.13
41.940, 75.70
42.063, 75.38
42.140, 79.26
42.263, 80.43
42.340, 75.87
42.463, 80.97
42.540, 83.08
42.663, 75.69
42.740, 77.67
42.863, 74.47
42.940, 75.88
43.063, 81.52
43.140, 74.38
43.263, 76.46
43.340, 77.44
43.463, 80.74
43.540, 85.74
43.663, 79.91
43.740, 84.27
43.863, 77.46
43.940, 78.39
44.063, 78.77
44.140, 83.80
44.263, 81.43
44.340, 73.65
44.463, 74.07
44.540, 74.52
44.663, 78.76
44.740, 76.99
44.863, 81.94
44.940, 78.08
45.063, 80.86
45.140, 78.02
45.263, 78.66
45.340, 76.13
45.463, 84.47
45.540, 77.54
45.663, 79.76
45.740, 77.97
45.863, 77.38
45.940, 83.19
46.063, 73.83
46.140, 83.52
46.263, 81.65
46.340, 78.48
46.463, 83.60
46.540, 78.10
46.663, 78.79
46.740, 82.60
46.863, 80.06
46.940, 74.60
47.063, 77.91
47.140, 78.58
47.263, 80.94
47.340, 76.20
47.463, 82.36
47.540, 76.84
47.663, 84.35
47.740, 77.64
47.863, 77.32
47.940, 81.36
48.063, 83.63
48.140, 81.59
48.263, 76.30
48.340, 77.90
48.463, 80.29
48.540, 81.32
48.663, 82.76
48.740, 75.83
48.863, 78.49
48.940, 79.10
49.063, 79.91
49.140, 81.35
49.263, 82.34
49.340, 80.29
49.463, 74.83
49.540, 80.09
49.663, 85.70
49.740, 81.53
49.863, 81.95
49.940, 77.92
50.063, 82.43
50.140, 77.43
50.263, 78.45
50.340, 75.12
50.463, 77.53
50.540, 76.90
50.663, 79.07
50.740, 78.34
50.863, 81.45
50.940, 76.80
51.063, 85.20
51.140, 81.76
51.263, 79.64
51.340, 79.32
51.463, 79.74
51.540, 86.45
51.663, 83.20
51.740, 78.66
51.863, 78.49
51.940, 82.45
52.063, 75.58
52.140, 74.96
52.263, 83.95
52.340, 79.59
52.463, 82.68
52.540, 79.66
52.663, 81.48
52.740, 82.58
52.863, 77.02
52.940, 77.70
53.063, 83.42
53.140, 85.82
53.263, 77.87
53.340, 77.43
53.463, 81.14
53.540, 82.42
53.663, 82.39
53.740, 78.21
53.863, 76.12
53.940, 80.88
54.063, 78.55
54.140, 80.26
54.263, 79.33
54.340, 86.34
54.463, 76.55
54.540, 79.80
54.663, 75.79
54.740, 83.37
54.863, 83.40
54.940, 83.83
55.063, 82.58
55.140, 85.31
55.263, 78.44
55.340, 80.42
55.463, 80.24
55.540, 82.34
55.663, 79.02
55.740, 76.81
55.863, 84.26
55.940, 80.37
56.063, 77.47
56.140, 79.95
56.263, 79.61
56.340, 83.79
56.463, 83.30
56.540, 81.99
56.663, 81.64
56.740, 80.79
56.863, 82.14
56.940, 79.35
57.063, 77.14
57.140, 82.72
57.263, 80.96
57.340, 84.92
57.463, 76.32
57.540, 81.34
57.663, 78.08
57.740, 82.21
57.863, 76.70
57.940, 78.89
58.063, 84.61
58.140, 78.35
58.263, 82.37
58.340, 86.93
58.463, 78.15
58.540, 82.10
58.663, 84.26
58.740, 77.37
58.863, 78.84
58.940, 85.08
59.063, 81.08
59.140, 88.23
59.263, 83.00
59.340, 85.80
59.463, 82.11
59.540, 85.35
59.663, 87.39
59.740, 79.72
59.863, 77.42
59.940, 82.01
60.063, 83.88
60.140, 82.34
60.263, 80.47
60.340, 78.33
60.463, 79.96
60.540, 81.94
60.663, 77.74
60.740, 86.47
60.863, 77.65
60.940, 89.33
61.063, 78.60
61.140, 83.95
61.263, 81.69
61.340, 83.87
61.463, 83.99
61.540, 80.58
61.663, 84.73
61.740, 80.97
61.863, 84.05
61.940, 82.83
62.063, 84.22
62.140, 79.14
62.263, 81.05
62.340, 87.93
62.463, 84.99
62.540, 82.10
62.663, 81.43
62.740, 83.79
62.863, 85.83
62.940, 82.53
63.063, 81.12
63.140, 87.68
63.263, 81.98
63.340, 84.33
63.463, 80.12
63.540, 87.14
63.663, 84.92
63.740, 84.98
63.863, 81.65
63.940, 79.78
64.063, 82.22
64.140, 82.71
64.263, 80.58
64.340, 80.39
64.463, 82.27
64.540, 86.07
64.663, 83.30
64.740, 77.56
64.863, 82.32
64.940, 79.08
65.063, 78.92
65.140, 82.00
65.263, 83.49
65.340, 81.81
65.463, 82.21
65.540, 81.85
65.663, 82.20
65.740, 88.20
65.863, 81.51
65.940, 82.96
66.063, 83.20
66.140, 87.05
66.263, 85.74
66.340, 79.77
66.463, 85.10
66.540, 85.27
66.663, 85.50
66.740, 84.77
66.863, 81.23
66.940, 85.14
67.063, 79.84
67.140, 84.06
67.263, 83.93
67.340, 88.09
67.463, 84.29
67.540, 81.19
67.663, 87.77
67.740, 83.22
67.863, 87.69
67.940, 81.05
68.063, 81.21
68.140, 82.52
68.263, 84.58
68.340, 86.35
68.463, 90.29
68.540, 80.14
68.663, 83.27
68.740, 79.48
68.863, 84.19
68.940, 82.10
69.063, 82.55
69.140, 84.65
69.263, 87.70
69.340, 83.94
69.463, 88.97
69.540, 83.18
69.663, 84.69
69.740, 83.57
69.863, 81.61
69.940, 86.83
70.063, 89.95
70.140, 78.15
70.263, 93.50
70.340, 83.62
70.463, 90.51
70.540, 81.44
70.663, 81.13
70.740, 87.16
70.863, 83.68
70.940, 84.75
71.063, 90.18
71.140, 85.80
71.263, 83.17
71.340, 84.38
71.463, 86.47
71.540, 84.39
71.663, 82.56
71.740, 85.12
71.863, 82.15
71.940, 88.15
72.063, 87.44
72.140, 82.38
72.263, 81.15
72.340, 85.82
72.463, 85.54
72.540, 80.48
72.663, 84.93
72.740, 84.53
72.863, 91.67
72.940, 79.94
73.063, 87.51
73.140, 81.99
73.263, 89.41
73.340, 79.24
73.463, 82.57
73.540, 84.62
73.663, 82.19
73.740, 85.77
73.863, 80.54
73.940, 81.42
74.063, 81.57
74.140, 85.05
74.263, 85.03
74.340, 85.46
74.463, 86.27
74.540, 78.67
74.663, 80.48
74.740, 85.06
74.863, 82.42
74.940, 87.86
75.063, 85.13
75.140, 78.39
75.263, 88.56
75.340, 87.34
75.463, 81.30
75.540, 85.39
75.663, 81.81
75.740, 87.67
75.863, 87.90
75.940, 81.58
76.063, 87.29
76.140, 82.94
76.263, 86.90
76.340, 85.46
76.463, 87.39
76.540, 86.31
76.663, 86.56
76.740, 82.65
76.863, 81.62
76.940, 89.17
77.063, 83.18
77.140, 83.44
77.263, 84.34
77.340, 83.52
77.463, 86.83
77.540, 86.51
77.663, 80.77
77.740, 84.80
77.863, 87.93
77.940, 86.33
78.063, 82.84
78.140, 86.24
78.263, 80.31
78.340, 85.35
78.463, 83.32
78.540, 83.01
78.663, 80.65
78.740, 84.85
78.863, 86.60
78.940, 86.05
79.063, 82.93
79.140, 87.61
79.263, 87.70
79.340, 86.65
79.463, 85.71
79.540, 83.17
79.663, 84.85
79.740, 85.59
79.863, 82.33
79.940, 82.57
80.063, 79.95
80.140, 84.43
80.263, 84.99
80.340, 87.05
80.463, 86.56
80.540, 82.67
80.663, 88.33
80.740, 84.44
80.863, 81.89
80.940, 84.49
81.063, 86.40
81.140, 85.21
81.263, 84.39
81.340, 85.11
81.463, 91.07
81.540, 88.85
81.663, 84.34
81.740, 82.72
81.863, 89.02
81.940, 88.12
82.063, 80.43
82.140, 78.28
82.263, 87.60
82.340, 85.06
82.463, 84.12
82.540, 85.42
82.663, 87.34
82.740, 89.40
82.863, 87.07
82.940, 80.74
83.063, 84.82
83.140, 87.46
83.263, 87.42
83.340, 86.31
83.463, 82.39
83.540, 82.10
83.663, 81.53
83.740, 84.45
83.863, 85.10
83.940, 83.03
84.063, 82.71
84.140, 85.42
84.263, 85.99
84.340, 85.70
84.463, 84.47
84.540, 87.15
84.663, 86.39
84.740, 86.79
84.863, 86.98
84.940, 88.09
85.063, 81.28
85.140, 84.72
85.263, 84.74
85.340, 87.75
85.463, 84.85
85.540, 83.77
85.663, 85.21
85.740, 92.20
85.863, 82.87
85.940, 88.00
86.063, 89.51
86.140, 90.57
86.263, 88.71
86.340, 87.60
86.463, 89.63
86.540, 86.40
86.663, 86.86
86.740, 96.71
86.863, 86.32
86.940, 95.71
87.063, 84.21
87.140, 81.57
87.263, 89.49
87.340, 86.75
87.463, 89.14
87.540, 85.15
87.663, 83.51
87.740, 83.85
87.863, 85.05
87.940, 92.50
88.063, 83.97
88.140, 88.57
88.263, 89.64
88.340, 95.67
88.463, 83.67
88.540, 88.90
88.663, 90.88
88.740, 83.98
88.863, 86.45
88.940, 87.22
89.063, 85.20
89.140, 94.78
89.263, 88.11
89.340, 95.33
89.463, 90.13
89.540, 92.76
89.663, 83.00
89.740, 82.55
89.863, 88.35
89.940, 79.91
90.063, 84.29
90.140, 101.04
90.263, 88.85
90.340, 84.11
90.463, 88.44
90.540, 89.65
90.663, 86.81
90.740, 89.49
90.863, 89.32
90.940, 91.28
91.063, 83.49
91.140, 93.00
91.263, 88.87
91.340, 86.47
91.463, 89.51
91.540, 86.61
91.663, 88.69
91.740, 94.52
91.863, 83.88
91.940, 89.92
92.063, 85.85
92.140, 93.35
92.263, 86.39
92.340, 78.89
92.463, 88.82
92.540, 86.20
92.663, 87.51
92.740, 87.51
92.863, 90.24
92.940, 91.21
93.063, 88.38
93.140, 90.74
93.263, 83.77
93.340, 93.08
93.463, 87.49
93.540, 86.57
93.663, 90.31
93.740, 91.40
93.863, 85.61
93.940, 87.61
94.063, 91.17
94.140, 92.49
94.263, 88.44
94.340, 90.62
94.463, 87.13
94.540, 87.74
94.663, 86.31
94.740, 89.86
94.863, 89.94
94.940, 94.59
95.063, 84.36
95.140, 80.74
95.263, 88.69
95.340, 80.71
95.463, 88.93
95.540, 88.25
95.663, 91.55
95.740, 84.59
95.863, 90.11
95.940, 92.65
96.063, 88.65
96.140, 92.87
96.263, 93.09
96.340, 87.81
96.463, 87.06
96.540, 90.40
96.663, 90.42
96.740, 91.74
96.863, 88.75
96.940, 86.91
97.063, 89.46
97.140, 86.49
97.263, 94.18
97.340, 90.19
97.463, 83.41
97.540, 87.59
97.663, 88.31
97.740, 85.36
97.863, 88.28
97.940, 87.17
98.063, 89.09
98.140, 87.47
98.263, 86.16
98.340, 89.98
98.463, 89.47
98.540, 91.10
98.663, 89.36
98.740, 85.98
98.863, 85.99
98.940, 96.59
99.063, 86.74
99.140, 82.42
99.263, 82.89
99.340, 86.77
99.463, 93.03
99.540, 84.35
99.663, 86.68
99.740, 91.20
99.863, 91.06
99.940, 86.79
100.063, 91.98
100.140, 90.67
100.263, 90.66
100.340, 87.46
100.463, 87.54
100.540, 89.96
100.663, 94.50
100.740, 90.12
100.863, 88.13
100.940, 88.62
101.063, 84.15
101.140, 86.02
101.263, 86.77
101.340, 88.59
101.463, 88.80
101.540, 90.98
101.663, 92.38
101.740, 91.38
101.863, 87.23
101.940, 90.20
102.063, 89.27
102.140, 89.86
102.263, 89.20
102.340, 90.16
102.463, 86.12
102.540, 90.35
102.663, 84.91
102.740, 91.41
102.863, 87.07
102.940, 85.99
103.063, 90.66
103.140, 92.26
103.263, 91.23
103.340, 90.68
103.463, 89.57
103.540, 87.81
103.663, 87.20
103.740, 92.29
103.863, 84.95
103.940, 87.70
104.063, 93.52
104.140, 86.04
104.263, 92.24
104.340, 88.76
104.463, 91.09
104.540, 87.50
104.663, 91.77
104.740, 87.32
104.863, 93.43
104.940, 88.92
105.063, 85.67
105.140, 93.03
105.263, 89.06
105.340, 85.05
105.463, 87.48
105.540, 95.73
105.663, 90.88
105.740, 86.36
105.863, 92.76
105.940, 90.73
106.063, 87.29
106.140, 92.67
106.263, 89.15
106.340, 86.63
106.463, 89.68
106.540, 91.00
106.663, 94.86
106.740, 89.81
106.863, 81.95
106.940, 90.84
107.063, 91.48
107.140, 85.45
107.263, 89.72
107.340, 87.41
107.463, 91.01
107.540, 91.10
107.663, 89.76
107.740, 91.18
107.863, 88.75
107.940, 93.12
108.063, 89.60
108.140, 88.64
108.263, 90.94
108.340, 91.14
108.463, 93.25
108.540, 93.19
108.663, 85.04
108.740, 87.58
108.863, 87.87
108.940, 87.91
109.063, 88.54
109.140, 87.44
109.263, 85.92
109.340, 92.81
109.463, 96.09
109.540, 89.49
109.663, 84.18
109.740, 94.71
109.863, 90.49
109.940, 85.36
110.063, 86.44
110.140, 89.76
110.263, 86.83
110.340, 84.82
110.463, 88.21
110.540, 89.94
110.663, 91.39
110.740, 85.98
110.863, 90.65
110.940, 93.77
111.063, 95.35
111.140, 85.48
111.263, 88.46
111.340, 92.34
111.463, 90.38
111.540, 92.33
111.663, 85.34
111.740, 95.40
111.863, 92.33
111.940, 95.05
112.063, 89.01
112.140, 86.04
112.263, 91.41
112.340, 91.67
112.463, 91.72
112.540, 85.03
112.663, 86.71
112.740, 93.53
112.863, 93.36
112.940, 92.07
113.063, 92.65
113.140, 87.93
113.263, 87.06
113.340, 89.67
113.463, 92.79
113.540, 91.44
113.663, 93.17
113.740, 94.44
113.863, 90.81
113.940, 90.10
114.063, 90.21
114.140, 92.31
114.263, 91.67
114.340, 92.35
114.463, 88.97
114.540, 87.39
114.663, 88.05
114.740, 88.69
114.863, 92.97
114.940, 96.78
115.063, 88.69
115.140, 90.62
115.263, 91.03
115.340, 89.62
115.463, 90.05
115.540, 90.77
115.663, 91.30
115.740, 83.39
115.863, 89.92
115.940, 96.23
116.063, 87.20
116.140, 88.71
116.263, 83.97
116.340, 84.62
116.463, 92.60
116.540, 86.21
116.663, 90.68
116.740, 87.54
116.863, 92.24
116.940, 87.85
117.063, 90.90
117.140, 90.03
117.263, 94.87
117.340, 91.78
117.463, 91.30
117.540, 90.54
117.663, 94.94
117.740, 95.05
117.863, 93.57
117.940, 89.24
118.063, 91.52
118.140, 95.58
118.263, 91.06
118.340, 92.74
118.463, 97.19
118.540, 85.35
118.663, 88.15
118.740, 96.27
118.863, 85.71
118.940, 96.44
119.063, 91.47
119.140, 97.51
119.263, 92.28
119.340, 89.22
119.463, 90.24
119.540, 95.39
119.663, 93.91
119.740, 91.02
119.863, 90.72
119.940, 95.97
120.063, 92.49
120.140, 86.81
120.263, 90.34
120.340, 89.83
120.463, 89.25
120.540, 92.00
120.663, 92.66
120.740, 98.37
120.863, 91.83
120.940, 98.59
121.063, 87.41
121.140, 87.69
121.263, 91.37
121.340, 87.56
121.463, 90.80
121.540, 90.36
121.663, 92.65
121.740, 93.10
121.863, 92.07
121.940, 86.91
122.063, 96.45
122.140, 91.08
122.263, 95.06
122.340, 96.90
122.463, 89.13
122.540, 90.80
122.663, 92.06
122.740, 90.46
122.863, 91.07
122.940, 97.47
123.063, 89.30
123.140, 97.47
123.263, 88.63
123.340, 94.80
123.463, 93.29
123.540, 94.98
123.663, 90.35
123.740, 89.73
123.863, 95.24
123.940, 94.32
124.063, 95.39
124.140, 86.71
124.263, 92.00
124.340, 92.41
124.463, 91.72
124.540, 90.39
124.663, 89.76
124.740, 93.03
124.863, 94.91
124.940, 88.69
125.063, 88.14
125.140, 91.81
125.263, 90.83
125.340, 91.32
125.463, 94.95
125.540, 94.30
125.663, 93.48
125.740, 93.42
125.863, 88.70
125.940, 96.55
126.063, 88.81
126.140, 94.17
126.263, 93.98
126.340, 94.31
126.463, 91.94
126.540, 92.98
126.663, 96.00
126.740, 91.34
126.863, 92.72
126.940, 88.98
127.063, 97.10
127.140, 88.11
127.263, 96.36
127.340, 90.40
127.463, 90.73
127.540, 94.92
127.663, 90.94
127.740, 87.40
127.863, 92.48
127.940, 90.80
128.063, 95.74
128.140, 89.84
128.263, 95.40
128.340, 95.28
128.463, 92.25
128.540, 89.60
128.663, 93.26
128.740, 93.66
128.863, 96.03
128.940, 89.05
129.063, 96.70
129.140, 89.58
129.263, 93.43
129.340, 90.31
129.463, 88.67
129.540, 91.44
129.663, 95.23
129.740, 93.90
129.863, 92.39
129.940, 87.87
130.063, 97.03
130.140, 88.32
130.263, 90.35
130.340, 91.80
130.463, 93.03
130.540, 88.83
130.663, 96.56
130.740, 83.22
130.863, 93.33
130.940, 85.91
131.063, 90.27
131.140, 90.69
131.263, 91.66
131.340, 95.91
131.463, 89.48
131.540, 87.09
131.663, 82.94
131.740, 97.72
131.863, 94.08
131.940, 89.43
132.063, 93.29
132.140, 88.40
132.263, 95.06
132.340, 96.47
132.463, 96.30
132.540, 91.90
132.663, 101.13
132.740, 90.94
132.863, 93.63
132.940, 89.43
133.063, 98.83
133.140, 89.84
133.263, 95.78
133.340, 88.72
133.463, 97.05
133.540, 88.23
133.663, 93.70
133.740, 93.35
133.863, 97.69
133.940, 98.34
134.063, 99.20
134.140, 91.23
134.263, 91.64
134.340, 92.68
134.463, 88.05
134.540, 90.79
134.663, 94.83
134.740, 91.47
134.863, 92.55
134.940, 98.50
135.063, 93.15
135.140, 94.72
135.263, 94.45
135.340, 88.48
135.463, 94.19
135.540, 93.25
135.663, 94.54
135.740, 97.07
135.863, 91.26
135.940, 91.98
136.063, 99.65
136.140, 95.07
136.263, 90.02
136.340, 93.59
136.463, 93.50
136.540, 91.81
136.663, 96.02
136.740, 92.92
136.863, 95.62
136.940, 94.27
137.063, 94.08
137.140, 96.81
137.263, 92.50
137.340, 87.48
137.463, 91.46
137.540, 93.09
137.663, 88.39
137.740, 94.50
137.863, 88.21
137.940, 89.34
138.063, 92.57
138.140, 90.15
138.263, 93.66
138.340, 95.79
138.463, 95.54
138.540, 91.62
138.663, 94.92
138.740, 96.91
138.863, 95.64
138.940, 94.22
139.063, 92.24
139.140, 97.12
139.263, 95.47
139.340, 95.53
139.463, 96.39
139.540, 95.99
139.663, 98.88
139.740, 93.05
139.863, 93.58
139.940, 89.87
140.063, 91.48
140.140, 86.82
140.263, 93.70
140.340, 92.79
140.463, 96.96
140.540, 88.11
140.663, 89.39
140.740, 99.44
140.863, 93.19
140.940, 89.61
141.063, 100.23
141.140, 91.03
141.263, 90.25
141.340, 88.09
141.463, 98.41
141.540, 96.83
141.663, 98.16
141.740, 92.48
141.863, 93.54
141.940, 95.64
142.063, 97.93
142.140, 94.52
142.263, 92.21
142.340, 92.86
142.463, 96.24
142.540, 88.59
142.663, 92.35
142.740, 93.65
142.863, 92.14
142.940, 91.27
143.063, 97.17
143.140, 88.60
143.263, 96.23
143.340, 93.74
143.463, 98.98
143.540, 94.99
143.663, 90.50
143.740, 95.04
143.863, 92.05
143.940, 96.89
144.063, 103.81
144.140, 90.53
144.263, 94.64
144.340, 95.58
144.463, 97.08
144.540, 92.61
144.663, 91.79
144.740, 94.66
144.863, 93.98
144.940, 100.59
145.063, 89.88
145.140, 91.43
145.263, 102.97
145.340, 100.65
145.463, 89.64
145.540, 92.75
145.663, 89.33
145.740, 89.84
145.863, 88.53
145.940, 99.75
146.063, 93.54
146.140, 87.59
146.263, 90.55
146.340, 94.07
146.463, 100.69
146.540, 93.43
146.663, 96.34
146.740, 92.79
146.863, 93.42
146.940, 93.32
147.063, 91.04
147.140, 95.99
147.263, 95.50
147.340, 88.27
147.463, 92.27
147.540, 91.68
147.663, 104.59
147.740, 93.07
147.863, 97.81
147.940, 85.68
148.063, 89.94
148.140, 104.59
148.263, 100.66
148.340, 92.27
148.463, 91.42
148.540, 100.35
148.663, 99.53
148.740, 100.37
148.863, 98.64
148.940, 96.83
149.063, 102.27
149.140, 91.96
149.263, 105.91
149.340, 91.95
149.463, 97.30
149.540, 95.23
149.663, 96.73
149.740, 89.19
149.863, 98.58
149.940, 97.65
150.063, 101.65
150.140, 89.96
150.263, 93.89
150.340, 94.60
150.463, 92.90
150.540, 97.00
150.663, 99.07
150.740, 95.67
150.863, 99.88
150.940, 91.18
151.063, 96.52
151.140, 90.80
151.263, 91.28
151.340, 90.28
151.463, 101.39
151.540, 87.98
151.663, 99.34
151.740, 86.23
151.863, 91.62
151.940, 93.24
152.063, 93.79
152.140, 95.90
152.263, 98.42
152.340, 98.92
152.463, 100.94
152.540, 93.18
152.663, 97.23
152.740, 93.23
152.863, 102.71
152.940, 94.55
153.063, 96.47
153.140, 100.71
153.263, 95.41
153.340, 94.56
153.463, 95.38
153.540, 94.23
153.663, 89.98
153.740, 89.51
153.863, 95.23
153.940, 93.34
154.063, 89.75
154.140, 93.82
154.263, 93.94
154.340, 96.83
154.463, 87.98
154.540, 101.98
154.663, 99.61
154.740, 94.42
154.863, 94.45
154.940, 86.64
155.063, 94.87
155.140, 93.67
155.263, 92.30
