time (sec), current (uA)
34.263, 52.76
34.340, 48.52
34.463, 49.53
34.540, 53.04
34.663, 53.78
34.740, 53.81
34.863, 55.95
34.940, 50.16
35.063, 54.14
35.140, 54.56
35.263, 52.17
35.340, 51.19
35.463, 61.66
35.540, 53.55
35.663, 51.40
35.740, 49.16
35.863, 52.68
35.940, 54.09
36.063, 55.11
36.140, 54.11
36.263, 52.78
36.340, 52.52
36.463, 52.08
36.540, 55.35
36.663, 53.11
36.740, 57.06
36.863, 53.20
36.940, 51.73
37.063, 56.01
37.140, 50.67
37.263, 47.97
37.340, 50.32
37.463, 52.52
37.540, 48.56
37.663, 53.11
37.740, 54.01
37.863, 55.04
37.940, 49.22
38.063, 50.19
38.140, 49.85
38.263, 53.49
38.340, 55.10
38.463, 53.12
38.540, 50.69
38.663, 57.05
38.740, 49.44
38.863, 54.02
38.940, 54.51
39.063, 59.93
39.140, 55.08
39.263, 54.33
39.340, 56.17
39.463, 53.10
39.540, 51.78
39.663, 54.11
39.740, 54.09
39.863, 52.44
39.940, 54.32
40.063, 53.20
40.140, 51.51
40.263, 56.33
40.340, 51.74
40.463, 51.46
40.540, 51.17
40.663, 53.30
40.740, 53.03
40.863, 51.87
40.940, 55.60
41.063, 49.52
41.140, 53.22
41.263, 51.24
41.340, 50.76
41.463, 52.20
41.540, 54.69
41.663, 52.54
41.740, 51.38
41.863, 50.08
41.940, 47.91
42.063, 54.10
42.140, 52.76
42.263, 51.96
42.340, 54.24
42.463, 49.89
42.540, 52.39
42.663, 54.21
42.740, 50.20
42.863, 49.27
42.940, 47.47
43.063, 49.56
43.140, 49.89
43.263, 50.73
43.340, 53.73
43.463, 55.67
43.540, 47.89
43.663, 49.07
43.740, 50.49
43.863, 51.55
43.940, 49.63
44.063, 52.66
44.140, 50.05
44.263, 54.81
44.340, 50.68
44.463, 54.58
44.540, 48.80
44.663, 55.37
44.740, 51.91
44.863, 50.59
44.940, 54.73
45.063, 50.18
45.140, 53.08
45.263, 49.98
45.340, 52.49
45.463, 52.07
45.540, 50.99
45.663, 54.89
45.740, 53.29
45.863, 51.60
45.940, 50.25
46.063, 53.07
46.140, 48.74
46.263, 53.92
46.340, 50.13
46.463, 52.09
46.540, 50.47
46.663, 55.23
46.740, 55.71
46.863, 50.47
46.940, 49.99
47.063, 52.11
47.140, 49.04
47.263, 51.18
47.340, 56.33
47.463, 50.44
47.540, 56.11
47.663, 50.51
47.740, 51.30
47.863, 53.88
47.940, 49.54
48.063, 51.52
48.140, 53.78
48.263, 53.18
48.340, 57.06
48.463, 52.78
48.540, 56.83
48.663, 49.72
48.740, 55.53
48.863, 49.13
48.940, 53.30
49.063, 56.21
49.140, 51.11
49.263, 50.10
49.340, 59.36
49.463, 53.88
49.540, 62.76
49.663, 53.81
49.740, 55.32
49.863, 52.04
49.940, 50.05
50.063, 53.97
50.140, 60.97
50.263, 53.92
50.340, 54.52
50.463, 52.88
50.540, 49.99
50.663, 51.98
50.740, 54.19
50.863, 50.51
50.940, 58.69
51.063, 51.28
51.140, 53.50
51.263, 54.96
51.340, 52.17
51.463, 50.42
51.540, 56.04
51.663, 56.06
51.740, 57.25
51.863, 52.99
51.940, 56.24
52.063, 51.95
52.140, 49.18
52.263, 55.61
52.340, 58.30
52.463, 55.39
52.540, 57.77
52.663, 54.35
52.740, 55.18
52.863, 51.09
52.940, 59.35
53.063, 55.03
53.140, 50.89
53.263, 54.62
53.340, 55.86
53.463, 50.66
53.540, 56.71
53.663, 50.35
53.740, 60.25
53.863, 53.36
53.940, 50.83
54.063, 52.48
54.140, 57.38
54.263, 53.66
54.340, 54.46
54.463, 57.74
54.540, 54.61
54.663, 56.56
54.740, 52.19
54.863, 54.40
54.940, 49.54
55.063, 48.61
55.140, 56.77
55.263, 53.47
55.340, 50.11
55.463, 57.40
55.540, 52.28
55.663, 57.85
55.740, 51.83
55.863, 53.30
55.940, 49.92
56.063, 56.94
56.140, 52.47
56.263, 54.94
56.340, 57.43
56.463, 53.31
56.540, 51.25
56.663, 57.46
56.740, 54.23
56.863, 55.96
56.940, 56.22
57.063, 54.23
57.140, 56.38
57.263, 51.14
57.340, 56.67
57.463, 56.56
57.540, 55.21
57.663, 54.92
57.740, 51.47
57.863, 58.25
57.940, 51.78
58.063, 54.78
58.140, 52.93
58.263, 56.39
58.340, 51.37
58.463, 53.54
58.540, 55.11
58.663, 50.85
58.740, 49.86
58.863, 54.53
58.940, 52.95
59.063, 53.88
59.140, 50.60
59.263, 56.82
59.340, 54.58
59.463, 55.73
59.540, 53.18
59.663, 53.83
59.740, 52.96
59.863, 51.24
59.940, 51.78
60.063, 54.21
60.140, 55.52
60.263, 54.24
60.340, 52.64
60.463, 57.18
60.540, 55.57
60.663, 56.60
60.740, 58.37
60.863, 55.61
60.940, 54.26
61.063, 55.28
61.140, 54.84
61.263, 53.24
61.340, 52.68
61.463, 51.44
61.540, 49.55
61.663, 57.28
61.740, 53.20
61.863, 56.57
61.940, 56.36
62.063, 53.03
62.140, 57.61
62.263, 54.33
62.340, 56.83
62.463, 50.20
62.540, 56.49
62.663, 54.29
62.740, 54.82
62.863, 50.48
62.940, 52.52
63.063, 50.23
63.140, 54.10
63.263, 51.34
63.340, 54.35
63.463, 52.95
63.540, 55.39
63.663, 52.05
63.740, 49.08
63.863, 52.22
63.940, 50.37
64.063, 52.55
64.140, 55.68
64.263, 57.87
64.340, 55.74
64.463, 56.55
64.540, 56.52
64.663, 56.50
64.740, 49.27
64.863, 55.17
64.940, 51.53
65.063, 56.33
65.140, 56.45
65.263, 53.15
65.340, 52.42
65.463, 52.28
65.540, 55.50
65.663, 55.35
65.740, 50.83
65.863, 56.83
65.940, 53.97
66.063, 50.95
66.140, 55.07
66.263, 53.53
66.340, 53.17
66.463, 53.27
66.540, 56.97
66.663, 51.93
66.740, 57.40
66.863, 55.01
66.940, 54.14
67.063, 53.47
67.140, 60.13
67.263, 57.68
67.340, 52.12
67.463, 55.08
67.540, 52.05
67.663, 51.30
67.740, 56.18
67.863, 56.49
67.940, 51.91
68.063, 50.07
68.140, 53.05
68.263, 54.25
68.340, 55.25
68.463, 56.63
68.540, 55.00
68.663, 51.90
68.740, 58.37
68.863, 52.77
68.940, 51.35
69.063, 54.84
69.140, 54.61
69.263, 54.41
69.340, 54.36
69.463, 53.54
69.540, 56.04
69.663, 55.37
69.740, 52.62
69.863, 54.10
69.940, 53.98
70.063, 58.61
70.140, 56.01
70.263, 58.37
70.340, 58.16
70.463, 53.55
70.540, 58.98
70.663, 55.81
70.740, 56.70
70.863, 56.08
70.940, 54.36
71.063, 54.93
71.140, 57.05
71.263, 58.35
71.340, 59.35
71.463, 57.08
71.540, 54.58
71.663, 57.03
71.740, 54.35
71.863, 56.21
71.940, 59.25
72.063, 56.62
72.140, 55.31
72.263, 57.12
72.340, 56.46
72.463, 57.49
72.540, 54.27
72.663, 56.35
72.740, 53.86
72.863, 56.93
72.940, 56.04
73.063, 57.12
73.140, 57.15
73.263, 56.50
73.340, 58.14
73.463, 56.81
73.540, 53.02
73.663, 57.24
73.740, 59.90
73.863, 62.31
73.940, 57.56
74.063, 60.86
74.140, 56.49
74.263, 59.41
74.340, 54.77
74.463, 52.79
74.540, 52.57
74.663, 55.70
74.740, 60.42
74.863, 54.99
74.940, 51.28
75.063, 59.96
75.140, 60.45
75.263, 64.03
75.340, 59.11
75.463, 55.41
75.540, 58.92
75.663, 57.35
75.740, 52.45
75.863, 57.29
75.940, 55.44
76.063, 56.19
76.140, 55.70
76.263, 53.60
76.340, 53.05
76.463, 58.15
76.540, 52.93
76.663, 53.41
76.740, 54.95
76.863, 54.60
76.940, 53.16
77.063, 64.48
77.140, 53.16
77.263, 51.29
77.340, 56.03
77.463, 53.35
77.540, 55.75
77.663, 61.24
77.740, 61.03
77.863, 55.50
77.940, 57.32
78.063, 56.98
78.140, 51.48
78.263, 53.92
78.340, 54.92
78.463, 55.83
78.540, 57.57
78.663, 57.84
78.740, 56.19
78.863, 60.08
78.940, 52.92
79.063, 54.91
79.140, 53.22
79.263, 55.61
79.340, 57.13
79.463, 54.36
79.540, 55.51
79.663, 58.03
79.740, 53.42
79.863, 54.97
79.940, 57.67
80.063, 55.18
80.140, 55.96
80.263, 55.86
80.340, 53.16
80.463, 52.75
80.540, 54.28
80.663, 58.43
80.740, 60.21
80.863, 54.12
80.940, 56.77
81.063, 55.26
81.140, 57.85
81.263, 55.37
81.340, 56.29
81.463, 55.12
81.540, 58.85
81.663, 52.19
81.740, 59.82
81.863, 53.33
81.940, 55.62
82.063, 54.44
82.140, 59.20
82.263, 60.24
82.340, 57.45
82.463, 57.68
82.540, 52.03
82.663, 54.35
82.740, 59.78
82.863, 56.64
82.940, 59.60
83.063, 54.18
83.140, 58.06
83.263, 52.65
83.340, 59.06
83.463, 56.20
83.540, 56.63
83.663, 53.53
83.740, 60.55
83.863, 53.33
83.940, 59.77
84.063, 59.82
84.140, 58.14
84.263, 61.86
84.340, 53.73
84.463, 61.13
84.540, 53.45
84.663, 56.12
84.740, 59.98
84.863, 57.84
84.940, 60.91
85.063, 60.22
85.140, 52.71
85.263, 57.83
85.340, 55.24
85.463, 60.27
85.540, 53.77
85.663, 53.69
85.740, 57.59
85.863, 56.20
85.940, 57.50
86.063, 60.50
86.140, 54.07
86.263, 57.72
86.340, 56.76
86.463, 54.68
86.540, 60.93
86.663, 56.78
86.740, 57.36
86.863, 55.74
86.940, 61.88
87.063, 60.35
87.140, 55.81
87.263, 56.29
87.340, 59.49
87.463, 57.24
87.540, 55.23
87.663, 58.30
87.740, 59.56
87.863, 61.00
87.940, 54.98
88.063, 57.72
88.140, 58.98
88.263, 59.50
88.340, 55.36
88.463, 57.07
88.540, 58.07
88.663, 56.93
88.740, 57.98
88.863, 55.91
88.940, 55.51
89.063, 57.35
89.140, 56.35
89.263, 56.31
89.340, 56.05
89.463, 57.83
89.540, 60.68
89.663, 55.71
89.740, 63.78
89.863, 53.45
89.940, 59.01
90.063, 60.53
90.140, 55.12
90.263, 59.57
90.340, 58.93
90.463, 59.29
90.540, 54.21
90.663, 54.82
90.740, 59.42
90.863, 55.94
90.940, 55.88
91.063, 57.30
91.140, 56.92
91.263, 56.08
91.340, 66.43
91.463, 60.33
91.540, 58.40
91.663, 57.00
91.740, 52.36
91.863, 54.33
91.940, 57.98
92.063, 57.21
92.140, 62.36
92.263, 56.66
92.340, 57.57
92.463, 59.46
92.540, 63.68
92.663, 54.76
92.740, 63.71
92.863, 60.80
92.940, 64.62
93.063, 57.85
93.140, 58.85
93.263, 55.91
93.340, 67.90
93.463, 61.23
93.540, 64.76
93.663, 60.10
93.740, 58.89
93.863, 57.75
93.940, 61.98
94.063, 60.21
94.140, 60.82
94.263, 59.01
94.340, 64.35
94.463, 58.73
94.540, 52.02
94.663, 61.21
94.740, 66.52
94.863, 55.78
94.940, 58.10
95.063, 57.89
95.140, 65.44
95.263, 56.94
95.340, 55.58
95.463, 57.63
95.540, 64.96
95.663, 56.67
95.740, 65.75
95.863, 61.78
95.940, 59.33
96.063, 56.64
96.140, 59.41
96.263, 57.99
96.340, 58.02
96.463, 59.31
96.540, 59.16
96.663, 61.03
96.740, 56.31
96.863, 61.22
96.940, 58.83
97.063, 61.47
97.140, 64.24
97.263, 61.55
97.340, 56.72
97.463, 57.53
97.540, 59.01
97.663, 60.99
97.740, 54.08
97.863, 62.88
97.940, 63.28
98.063, 57.61
98.140, 59.38
98.263, 61.94
98.340, 59.07
98.463, 61.36
98.540, 55.96
98.663, 60.57
98.740, 59.91
98.863, 60.41
98.940, 57.06
99.063, 61.49
99.140, 56.37
99.263, 60.37
99.340, 57.23
99.463, 62.76
99.540, 60.17
99.663, 56.35
99.740, 61.75
99.863, 58.61
99.940, 59.39
100.063, 61.43
100.140, 61.37
100.263, 59.57
100.340, 61.25
100.463, 58.73
100.540, 62.15
100.663, 61.07
100.740, 54.50
100.863, 61.45
100.940, 58.66
101.063, 60.34
101.140, 61.16
101.263, 59.23
101.340, 61.50
101.463, 63.02
101.540, 59.89
101.663, 57.93
101.740, 61.18
101.863, 59.05
101.940, 58.02
102.063, 60.52
102.140, 61.74
102.263, 60.10
102.340, 62.66
102.463, 63.32
102.540, 61.79
102.663, 63.35
102.740, 63.83
102.863, 60.66
102.940, 60.30
103.063, 59.89
103.140, 60.64
103.263, 56.55
103.340, 62.04
103.463, 56.32
103.540, 58.90
103.663, 59.87
103.740, 64.16
103.863, 63.77
103.940, 63.57
104.063, 57.22
104.140, 58.55
104.263, 55.88
104.340, 56.60
104.463, 63.77
104.540, 57.73
104.663, 59.75
104.740, 58.36
104.863, 61.57
104.940, 63.98
105.063, 60.87
105.140, 58.33
105.263, 63.13
105.340, 58.76
105.463, 67.70
105.540, 58.74
105.663, 57.41
105.740, 64.51
105.863, 65.06
105.940, 58.85
106.063, 63.80
106.140, 64.33
106.263, 61.60
106.340, 59.97
106.463, 57.59
106.540, 63.06
106.663, 59.70
106.740, 58.72
106.863, 60.23
106.940, 61.18
107.063, 64.96
107.140, 57.55
107.263, 60.49
107.340, 57.36
107.463, 63.36
107.540, 56.84
107.663, 62.60
107.740, 57.08
107.863, 58.31
107.940, 60.15
108.063, 58.91
108.140, 59.42
108.263, 61.40
108.340, 63.89
108.463, 60.46
108.540, 58.66
108.663, 64.29
108.740, 58.56
108.863, 57.33
108.940, 61.43
109.063, 59.07
109.140, 61.14
109.263, 59.45
109.340, 61.02
109.463, 56.59
109.540, 58.02
109.663, 58.82
109.740, 55.12
109.863, 56.85
109.940, 62.18
110.063, 60.73
110.140, 60.48
110.263, 65.00
110.340, 59.36
110.463, 63.08
110.540, 59.28
110.663, 65.06
110.740, 63.15
110.863, 58.67
110.940, 55.79
111.063, 60.47
111.140, 59.23
111.263, 63.07
111.340, 59.28
111.463, 61.98
111.540, 58.49
111.663, 58.52
111.740, 64.26
111.863, 56.59
111.940, 57.74
112.063, 59.88
112.140, 65.48
112.263, 59.96
112.340, 57.25
112.463, 60.50
112.540, 54.37
112.663, 60.39
112.740, 61.08
112.863, 61.31
112.940, 59.87
113.063, 61.74
113.140, 63.45
113.263, 60.19
113.340, 59.85
113.463, 58.13
113.540, 58.52
113.663, 62.30
113.740, 59.58
113.863, 66.35
113.940, 62.88
114.063, 64.22
114.140, 60.28
114.263, 56.12
114.340, 63.44
114.463, 59.10
114.540, 62.22
114.663, 61.20
114.740, 60.11
114.863, 60.22
114.940, 56.18
115.063, 61.09
115.140, 61.27
115.263, 62.69
115.340, 67.08
115.463, 57.95
115.540, 57.49
115.663, 62.40
115.740, 60.17
115.863, 62.77
115.940, 71.02
116.063, 60.62
116.140, 62.53
116.263, 62.00
116.340, 61.18
116.463, 60.17
116.540, 61.38
116.663, 57.14
116.740, 58.75
116.863, 59.93
116.940, 61.97
117.063, 60.12
117.140, 62.54
117.263, 63.61
117.340, 65.89
117.463, 59.33
117.540, 59.33
117.663, 61.82
117.740, 62.72
117.863, 63.34
117.940, 68.82
118.063, 62.16
118.140, 61.92
118.263, 65.69
118.340, 68.09
118.463, 60.15
118.540, 58.65
118.663, 62.73
118.740, 68.79
118.863, 66.99
118.940, 57.14
119.063, 59.52
119.140, 62.82
119.263, 59.44
119.340, 62.81
119.463, 60.36
119.540, 62.05
119.663, 60.67
119.740, 63.23
119.863, 63.92
119.940, 65.28
120.063, 68.06
120.140, 63.14
120.263, 62.60
120.340, 66.34
120.463, 60.60
120.540, 57.14
120.663, 67.76
120.740, 60.49
120.863, 63.09
120.940, 60.36
121.063, 61.25
121.140, 61.97
121.263, 61.63
121.340, 63.54
121.463, 62.58
121.540, 61.86
121.663, 64.95
121.740, 63.97
121.863, 61.46
121.940, 66.70
122.063, 64.87
122.140, 61.04
122.263, 63.16
122.340, 64.02
122.463, 62.01
122.540, 59.51
122.663, 68.65
122.740, 60.44
122.863, 64.88
122.940, 64.50
123.063, 64.81
123.140, 61.58
123.263, 68.38
123.340, 56.78
123.463, 61.93
123.540, 60.20
123.663, 60.02
123.740, 66.02
123.863, 57.80
123.940, 62.46
124.063, 61.12
124.140, 59.28
124.263, 66.56
124.340, 59.70
124.463, 61.73
124.540, 58.32
124.663, 61.42
124.740, 58.23
124.863, 65.87
124.940, 59.46
125.063, 65.66
125.140, 58.44
125.263, 69.33
125.340, 57.44
125.463, 66.03
125.540, 62.72
125.663, 63.03
125.740, 59.45
125.863, 59.12
125.940, 62.21
126.063, 63.43
126.140, 62.48
126.263, 61.57
126.340, 61.93
126.463, 66.41
126.540, 61.47
126.663, 62.25
126.740, 65.74
126.863, 62.68
126.940, 66.35
127.063, 61.24
127.140, 60.26
127.263, 59.60
127.340, 61.07
127.463, 61.30
127.540, 60.19
127.663, 64.13
127.740, 61.53
127.863, 62.38
127.940, 60.98
128.063, 59.09
128.140, 60.75
128.263, 60.05
128.340, 59.14
128.463, 60.19
128.540, 62.13
128.663, 63.20
128.740, 58.83
128.863, 60.77
128.940, 58.92
129.063, 56.95
129.140, 66.08
129.263, 60.29
129.340, 62.81
129.463, 66.37
129.540, 57.26
129.663, 63.42
129.740, 63.43
129.863, 61.93
129.940, 59.97
130.063, 62.94
130.140, 66.61
130.263, 61.59
130.340, 58.74
130.463, 61.80
130.540, 67.22
130.663, 63.22
130.740, 64.54
130.863, 63.67
130.940, 65.52
131.063, 60.06
131.140, 62.92
131.263, 61.33
131.340, 61.13
131.463, 62.28
131.540, 61.62
131.663, 57.76
131.740, 61.70
131.863, 62.13
131.940, 61.53
132.063, 63.32
132.140, 62.24
132.263, 55.58
132.340, 61.33
132.463, 59.30
132.540, 63.01
132.663, 61.74
132.740, 60.09
132.863, 59.45
132.940, 56.13
133.063, 57.62
133.140, 59.37
133.263, 64.25
133.340, 63.69
133.463, 61.58
133.540, 60.21
133.663, 61.22
133.740, 61.11
133.863, 61.78
133.940, 58.29
134.063, 62.15
134.140, 66.46
134.263, 60.13
134.340, 58.15
134.463, 59.17
134.540, 58.89
134.663, 61.80
134.740, 67.25
134.863, 68.59
134.940, 66.57
135.063, 60.02
135.140, 63.21
135.263, 59.92
135.340, 64.07
135.463, 62.94
135.540, 64.32
135.663, 63.21
135.740, 65.27
135.863, 63.33
135.940, 67.51
136.063, 63.02
136.140, 61.25
136.263, 60.93
136.340, 64.09
136.463, 60.80
136.540, 60.64
136.663, 58.69
136.740, 66.52
136.863, 64.76
136.940, 62.14
137.063, 62.04
137.140, 66.63
137.263, 61.00
137.340, 65.50
137.463, 59.67
137.540, 63.80
137.663, 65.99
137.740, 62.82
137.863, 58.96
137.940, 62.11
138.063, 58.60
138.140, 62.32
138.263, 61.86
138.340, 61.89
138.463, 65.01
138.540, 64.92
138.663, 63.18
138.740, 57.40
138.863, 63.62
138.940, 65.23
139.063, 61.26
139.140, 68.44
139.263, 62.13
139.340, 73.69
139.463, 65.27
139.540, 60.95
139.663, 62.55
139.740, 69.79
139.863, 64.52
139.940, 62.14
140.063, 64.26
140.140, 73.46
140.263, 67.02
140.340, 71.48
140.463, 62.47
140.540, 63.66
140.663, 62.16
140.740, 65.96
140.863, 66.15
140.940, 65.31
141.063, 60.30
141.140, 67.58
141.263, 59.53
141.340, 69.26
141.463, 60.74
141.540, 70.66
141.663, 66.03
141.740, 63.55
141.863, 63.62
141.940, 64.57
142.063, 61.50
142.140, 69.07
142.263, 61.39
142.340, 66.99
142.463, 65.80
142.540, 66.40
142.663, 61.75
142.740, 73.18
142.863, 61.39
142.940, 60.84
143.063, 68.58
143.140, 57.64
143.263, 61.18
143.340, 66.39
143.463, 61.85
143.540, 59.99
143.663, 65.70
143.740, 64.27
143.863, 66.51
143.940, 59.84
144.063, 61.92
144.140, 68.14
144.263, 66.78
144.340, 63.88
144.463, 64.09
144.540, 65.08
144.663, 62.96
144.740, 65.18
144.863, 66.78
144.940, 57.23
145.063, 59.41
145.140, 60.73
145.263, 63.11
145.340, 60.26
145.463, 65.14
145.540, 68.58
145.663, 60.68
145.740, 61.79
145.863, 65.15
145.940, 64.71
146.063, 68.09
146.140, 64.59
146.263, 64.10
146.340, 68.34
146.463, 64.35
146.540, 62.57
146.663, 60.93
146.740, 64.54
146.863, 60.59
146.940, 63.67
147.063, 67.42
147.140, 62.58
147.263, 60.42
147.340, 59.77
147.463, 66.51
147.540, 61.59
147.663, 65.79
147.740, 60.60
147.863, 68.09
147.940, 63.47
148.063, 59.95
148.140, 62.31
148.263, 70.41
148.340, 65.75
148.463, 65.41
148.540, 61.99
148.663, 61.10
148.740, 61.94
148.863, 59.32
148.940, 62.28
149.063, 65.84
149.140, 64.17
149.263, 62.64
149.340, 63.72
149.463, 64.83
149.540, 67.32
149.663, 67.07
149.740, 65.37
149.863, 64.30
149.940, 68.13
150.063, 62.31
150.140, 60.60
150.263, 70.23
150.340, 60.29
150.463, 62.16
150.540, 60.39
150.663, 60.47
150.740, 62.66
150.863, 64.40
150.940, 65.96
151.063, 63.34
151.140, 62.31
151.263, 66.71
151.340, 62.22
151.463, 67.13
151.540, 63.84
151.663, 63.25
151.740, 60.33
151.863, 61.38
151.940, 63.34
152.063, 66.68
152.140, 66.74
152.263, 59.34
152.340, 62.57
152.463, 63.45
152.540, 62.36
152.663, 61.31
152.740, 65.13
152.863, 67.19
152.940, 60.74
153.063, 62.63
153.140, 66.04
153.263, 64.01
153.340, 66.00
153.463, 66.67
153.540, 63.96
153.663, 60.18
153.740, 66.46
153.863, 63.80
153.940, 68.40
154.063, 63.83
154.140, 68.40
154.263, 63.22
154.340, 60.43
154.463, 60.80
154.540, 62.35
154.663, 64.02
154.740, 62.71
154.863, 69.33
154.940, 66.24
155.063, 59.90
155.140, 63.37
155.263, 66.58
