time (sec), voltage (V)
19.545, 1.09
19.551, -0.22
19.552, -0.46
19.659, 1.10
19.744, 1.24
19.751, -0.18
19.752, -0.44
19.753, -0.84
19.755, -1.07
19.859, 1.12
19.944, 1.17
19.954, -0.86
19.956, -1.14
20.050, -0.51
20.052, -0.28
20.059, 1.22
20.144, 1.24
20.152, -0.25
20.154, -0.88
20.154, -0.92
20.156, -1.19
20.259, 1.16
20.344, 1.15
20.354, -0.95
20.356, -1.18
20.450, -0.62
20.452, -0.29
20.459, 1.13
20.544, 1.25
20.554, -0.79
20.556, -1.18
20.659, 1.22
20.744, 1.15
20.751, -0.22
20.752, -0.44
20.859, 1.14
20.944, 1.25
20.952, -0.42
20.956, -1.12
21.051, -0.52
21.053, -0.11
21.059, 1.22
21.144, 1.14
21.154, -0.88
21.154, -0.99
21.250, -0.56
21.252, -0.33
21.259, 1.19
21.344, 1.15
21.353, -0.53
21.354, -0.69
21.354, -0.79
21.356, -1.13
21.449, -0.84
21.451, -0.44
21.459, 1.25
21.545, 0.99
21.555, -1.06
21.555, -1.12
21.659, 1.23
21.744, 1.24
21.751, -0.21
21.752, -0.45
21.754, -0.81
21.756, -1.11
21.850, -0.74
21.852, -0.36
21.859, 1.22
21.944, 1.14
21.951, -0.22
21.953, -0.68
21.955, -0.92
21.956, -1.11
22.059, 1.09
22.144, 1.15
22.152, -0.23
22.152, -0.33
22.153, -0.68
22.155, -1.04
22.250, -0.52
22.252, -0.20
22.259, 1.25
22.345, 1.10
22.352, -0.24
22.352, -0.33
22.450, -0.52
22.452, -0.14
22.459, 1.10
22.545, 1.13
22.551, -0.20
22.553, -0.48
22.555, -0.95
22.556, -1.09
22.650, -0.51
22.652, -0.11
22.659, 1.11
22.745, 1.14
22.753, -0.46
22.755, -1.04
22.850, -0.57
22.852, -0.25
22.859, 1.15
22.945, 1.08
22.951, -0.23
22.954, -0.98
23.052, -0.30
23.053, -0.11
23.059, 1.13
23.144, 1.15
23.152, -0.24
23.152, -0.42
23.153, -0.79
23.156, -1.10
23.259, 1.09
23.344, 1.17
23.353, -0.62
23.353, -0.74
23.459, 1.21
23.544, 1.26
23.555, -1.00
23.555, -1.08
23.659, 1.20
23.744, 1.16
23.752, -0.47
23.754, -0.84
23.754, -0.86
23.756, -1.10
23.850, -0.56
23.852, -0.32
23.859, 1.09
23.944, 1.20
23.953, -0.68
23.956, -1.10
24.050, -0.52
24.053, -0.14
24.059, 1.18
24.144, 1.24
24.144, 1.21
24.145, 1.00
24.151, -0.21
24.153, -0.50
24.153, -0.70
24.155, -1.05
24.250, -0.53
24.252, -0.25
24.259, 1.20
24.345, 1.12
24.353, -0.74
24.355, -1.07
24.450, -0.49
24.453, -0.16
24.459, 1.22
24.544, 1.17
24.554, -1.00
24.556, -1.10
24.652, -0.40
24.653, -0.15
24.659, 1.15
24.745, 1.02
24.755, -1.02
24.756, -1.10
24.849, -0.75
24.851, -0.42
24.859, 1.16
24.944, 1.14
24.951, -0.25
24.952, -0.45
25.050, -0.52
25.052, -0.35
25.059, 1.09
25.145, 1.10
25.152, -0.39
25.153, -0.76
25.249, -0.84
25.251, -0.63
25.259, 1.19
25.344, 1.19
25.352, -0.44
25.354, -0.81
25.354, -0.89
25.356, -1.11
25.459, 1.23
25.544, 1.17
25.553, -0.42
25.555, -1.04
25.650, -0.64
25.653, -0.14
25.659, 1.23
25.744, 1.14
25.753, -0.73
25.755, -1.09
25.859, 1.20
25.944, 1.17
25.952, -0.45
25.956, -1.12
26.059, 1.22
26.144, 1.26
26.152, -0.34
26.153, -0.68
26.259, 1.12
26.345, 1.13
26.352, -0.42
26.355, -1.09
26.450, -0.58
26.452, -0.26
26.459, 1.13
26.544, 1.25
26.552, -0.23
26.552, -0.35
26.554, -0.83
26.554, -1.05
26.659, 1.18
26.744, 1.25
26.755, -1.00
26.756, -1.12
26.850, -0.66
26.853, -0.07
26.859, 1.17
26.944, 1.21
26.952, -0.29
26.955, -1.07
27.050, -0.83
27.050, -0.78
27.052, -0.26
27.052, -0.16
27.059, 1.17
27.144, 1.22
27.151, -0.22
27.152, -0.49
27.153, -0.78
27.155, -1.00
27.251, -0.39
27.253, -0.11
27.259, 1.09
27.344, 1.24
27.459, 1.10
27.545, 1.11
27.551, -0.25
27.552, -0.45
27.659, 1.09
27.744, 1.21
27.754, -0.88
27.755, -1.01
27.850, -0.62
27.850, -0.59
27.852, -0.29
27.853, -0.12
27.858, 1.06
27.944, 1.21
27.951, -0.24
27.952, -0.46
27.953, -0.70
27.956, -1.10
28.059, 1.18
28.144, 1.17
28.153, -0.77
28.155, -1.04
28.250, -0.50
28.252, -0.17
28.259, 1.22
28.345, 1.11
28.354, -0.82
28.356, -1.11
28.450, -0.58
28.453, -0.11
28.459, 1.14
28.545, 1.10
28.552, -0.35
28.554, -0.79
28.652, -0.35
28.653, -0.13
28.659, 1.16
28.744, 1.24
28.751, -0.17
28.754, -0.77
28.858, 1.04
28.944, 1.24
28.955, -1.05
28.956, -1.14
29.051, -0.35
29.053, -0.12
29.058, 0.96
29.058, 1.00
29.059, 1.21
29.145, 1.04
29.151, -0.17
29.152, -0.44
29.154, -0.97
29.156, -1.11
29.251, -0.36
29.252, -0.13
29.259, 1.09
29.344, 1.20
29.351, -0.21
29.352, -0.42
29.354, -0.90
29.354, -1.07
29.459, 1.23
29.545, 1.14
29.552, -0.32
29.552, -0.45
29.554, -1.04
29.554, -1.05
29.652, -0.27
29.652, -0.22
29.658, 1.03
29.744, 1.18
29.752, -0.41
29.754, -0.89
29.859, 1.09
29.944, 1.19
29.951, -0.25
29.953, -0.61
29.953, -0.79
29.955, -1.10
30.050, -0.58
30.052, -0.29
30.059, 1.22
30.145, 1.11
30.154, -0.97
30.155, -1.08
30.250, -0.56
30.252, -0.31
30.259, 1.12
30.344, 1.18
30.353, -0.77
30.355, -1.07
30.459, 1.19
30.544, 1.18
30.552, -0.34
30.552, -0.46
30.554, -1.01
30.554, -1.06
30.652, -0.25
30.653, -0.11
30.659, 1.12
30.744, 1.26
30.751, -0.19
30.753, -0.56
30.755, -0.96
30.755, -1.07
30.849, -0.78
30.851, -0.64
30.858, 1.01
30.944, 1.26
30.951, -0.19
30.953, -0.68
30.955, -1.01
30.955, -1.07
31.049, -0.75
31.050, -0.58
31.059, 1.24
31.145, 1.03
31.154, -0.79
31.156, -1.12
31.259, 1.24
31.345, 1.01
31.352, -0.44
31.354, -0.76
31.448, -0.98
31.448, -0.96
31.451, -0.40
31.453, -0.10
31.459, 1.17
31.545, 1.14
31.555, -0.99
31.556, -1.12
31.650, -0.51
31.652, -0.31
31.659, 1.18
31.744, 1.24
31.744, 1.23
31.745, 1.02
31.751, -0.19
31.752, -0.44
31.755, -0.87
31.756, -1.10
31.859, 1.13
31.944, 1.26
32.052, -0.36
32.053, -0.11
32.059, 1.23
32.144, 1.27
32.155, -0.92
32.156, -1.10
32.250, -0.51
32.252, -0.30
32.259, 1.09
32.344, 1.16
32.354, -1.00
32.355, -1.10
32.449, -0.71
32.451, -0.52
32.458, 1.02
32.544, 1.24
32.551, -0.18
32.553, -0.54
32.555, -1.07
32.556, -1.15
32.649, -0.71
32.651, -0.54
32.659, 1.22
32.745, 1.04
32.752, -0.44
32.754, -0.69
32.859, 1.07
32.944, 1.23
32.955, -0.89
32.956, -1.10
33.050, -0.59
33.053, -0.11
33.059, 1.23
33.145, 1.02
33.154, -0.79
33.155, -1.08
33.250, -0.66
33.252, -0.33
33.259, 1.15
33.344, 1.24
33.352, -0.32
33.354, -0.80
33.451, -0.57
33.452, -0.33
33.459, 1.21
33.544, 1.25
33.649, -0.79
33.651, -0.53
33.658, 1.03
33.744, 1.18
33.751, -0.27
33.754, -0.76
33.852, -0.40
33.853, -0.10
33.859, 1.24
33.945, 1.09
33.952, -0.35
33.954, -0.75
34.050, -0.60
34.052, -0.32
34.058, 1.06
34.144, 1.25
34.151, -0.20
34.156, -1.13
34.251, -0.58
34.252, -0.23
34.259, 1.15
34.345, 1.14
34.352, -0.47
34.354, -0.90
34.354, -0.97
34.356, -1.14
34.459, 1.11
34.544, 1.25
34.553, -0.82
34.555, -1.03
34.651, -0.57
34.653, -0.10
34.658, 1.04
34.745, 1.13
34.752, -0.45
34.756, -1.12
34.859, 1.09
34.945, 1.13
34.952, -0.39
34.955, -1.07
35.052, -0.25
35.052, -0.13
35.059, 1.07
35.145, 1.10
35.152, -0.41
35.155, -1.08
35.250, -0.61
35.252, -0.35
35.259, 1.13
35.344, 1.18
35.353, -0.50
35.355, -1.03
35.450, -0.58
35.452, -0.15
35.459, 1.15
35.545, 1.09
35.652, -0.27
35.652, -0.20
35.659, 1.19
35.745, 1.13
35.752, -0.48
35.753, -0.68
35.850, -0.57
35.852, -0.33
35.859, 1.19
35.945, 1.10
35.952, -0.24
35.952, -0.33
36.050, -0.71
36.052, -0.18
36.058, 1.06
36.145, 1.13
36.154, -1.01
36.156, -1.12
36.259, 1.17
36.344, 1.17
36.351, -0.19
36.356, -1.12
36.451, -0.36
36.453, -0.12
36.459, 1.22
36.544, 1.23
36.551, -0.18
36.552, -0.44
36.554, -0.88
36.554, -1.10
36.658, 1.02
36.745, 1.13
36.753, -0.61
36.753, -0.72
36.850, -0.58
36.852, -0.34
36.859, 1.19
36.945, 1.03
36.952, -0.36
36.954, -0.76
36.955, -0.89
36.956, -1.12
37.051, -0.47
37.053, -0.14
37.059, 1.17
37.145, 1.13
37.153, -0.47
37.155, -1.04
37.250, -0.55
37.253, -0.11
37.259, 1.16
37.345, 0.99
37.352, -0.42
37.354, -0.77
37.452, -0.33
37.453, -0.12
37.459, 1.10
37.545, 1.11
37.647, -1.19
37.647, -1.17
37.659, 1.19
37.745, 1.11
37.753, -0.74
37.755, -1.08
37.849, -0.73
37.851, -0.60
37.859, 1.21
37.944, 1.16
37.952, -0.39
37.953, -0.65
38.052, -0.21
38.052, -0.19
38.059, 1.10
38.145, 1.10
38.152, -0.39
38.155, -1.08
38.252, -0.30
38.252, -0.13
38.258, 1.06
38.345, 1.06
38.353, -0.73
38.353, -0.88
38.354, -1.00
38.356, -1.09
38.451, -0.37
38.453, -0.14
38.459, 1.08
38.544, 1.15
38.551, -0.20
38.553, -0.65
38.652, -0.37
38.653, -0.11
38.659, 1.11
38.745, 1.12
38.751, -0.18
38.752, -0.41
38.755, -1.01
38.755, -1.09
38.859, 1.08
38.945, 0.98
38.951, -0.20
38.952, -0.39
39.052, -0.28
39.052, -0.21
39.059, 1.19
39.145, 0.98
39.152, -0.36
39.154, -0.77
39.154, -0.77
39.156, -1.10
39.250, -0.64
39.252, -0.26
39.259, 1.16
39.345, 1.11
39.351, -0.23
39.352, -0.48
39.354, -0.94
39.356, -1.12
39.452, -0.33
39.453, -0.13
39.458, 1.04
39.545, 1.07
39.551, -0.20
39.552, -0.44
39.553, -0.76
39.555, -1.01
39.659, 1.15
39.745, 1.00
39.751, -0.19
39.753, -0.54
39.754, -0.75
39.754, -0.82
39.858, 1.04
39.945, 0.99
40.050, -0.64
40.052, -0.34
40.059, 1.15
40.144, 1.26
40.144, 1.19
40.145, 0.97
40.153, -0.76
40.155, -0.96
40.258, 1.06
40.345, 1.09
40.355, -0.89
40.356, -1.11
40.449, -0.79
40.450, -0.61
40.452, -0.32
40.452, -0.17
40.458, 1.05
40.545, 1.11
40.555, -0.94
40.555, -1.04
40.659, 1.13
40.745, 0.96
40.753, -0.52
40.753, -0.70
40.852, -0.26
40.852, -0.24
40.859, 1.17
40.945, 1.06
40.955, -0.85
40.956, -1.10
41.059, 1.07
41.145, 1.11
41.152, -0.42
41.153, -0.70
41.155, -0.97
41.156, -1.11
41.250, -0.55
41.252, -0.35
41.259, 1.16
41.345, 1.13
41.352, -0.42
41.353, -0.65
41.459, 1.22
41.545, 1.10
41.551, -0.22
41.553, -0.67
41.555, -1.00
41.556, -1.10
41.652, -0.39
41.653, -0.13
41.659, 1.20
41.744, 1.17
41.751, -0.22
41.753, -0.48
41.859, 1.08
41.945, 0.96
41.951, -0.22
41.953, -0.55
42.052, -0.24
42.052, -0.20
42.059, 1.10
42.145, 1.08
42.153, -0.45
42.153, -0.64
42.251, -0.48
42.252, -0.31
42.258, 1.06
42.345, 1.13
42.354, -0.86
42.356, -1.11
42.452, -0.33
42.453, -0.10
42.459, 1.13
42.545, 1.01
42.553, -0.43
42.553, -0.70
42.555, -0.98
42.556, -1.11
42.650, -0.52
42.652, -0.19
42.659, 1.14
42.745, 1.12
42.752, -0.42
42.754, -1.03
42.850, -0.58
42.852, -0.35
42.859, 1.17
42.944, 1.24
42.955, -0.98
42.955, -1.06
43.049, -0.80
43.051, -0.38
43.059, 1.07
43.145, 1.06
43.152, -0.28
43.154, -0.93
43.154, -0.93
43.155, -1.03
43.250, -0.59
43.253, -0.09
43.259, 1.17
43.345, 1.11
43.352, -0.40
43.353, -0.71
43.355, -1.00
43.356, -1.11
43.459, 1.19
43.545, 1.04
43.552, -0.42
43.555, -1.08
43.650, -0.61
43.651, -0.41
43.659, 1.18
43.745, 1.13
43.752, -0.46
43.754, -0.68
43.754, -0.89
43.756, -1.11
43.859, 1.16
43.945, 1.08
43.951, -0.22
43.952, -0.43
43.953, -0.78
43.955, -1.07
44.051, -0.38
44.053, -0.09
44.058, 0.96
44.145, 0.99
44.259, 1.06
44.344, 1.20
44.352, -0.42
44.355, -0.97
44.450, -0.67
44.452, -0.30
44.459, 1.14
44.545, 1.11
44.552, -0.25
44.553, -0.87
44.555, -1.01
44.555, -1.03
44.659, 1.20
44.745, 1.05
44.751, -0.18
44.752, -0.41
44.850, -0.53
44.852, -0.10
44.858, 1.04
44.945, 1.10
45.051, -0.61
45.052, -0.37
45.058, 1.03
45.145, 1.12
45.153, -0.57
45.154, -1.11
45.250, -0.52
45.252, -0.19
45.259, 1.16
45.345, 1.10
45.352, -0.45
45.354, -1.10
45.451, -0.49
45.452, -0.26
45.459, 1.23
45.545, 1.12
45.659, 1.20
45.745, 1.01
45.753, -0.42
45.753, -0.64
45.851, -0.56
45.851, -0.44
45.859, 1.19
45.945, 1.12
45.952, -0.24
45.954, -0.77
46.049, -0.83
46.051, -0.57
46.058, 0.96
46.058, 0.99
46.059, 1.20
46.145, 1.01
46.151, -0.19
46.155, -0.97
46.250, -0.54
46.252, -0.27
46.259, 1.15
46.345, 1.01
46.351, -0.21
46.355, -1.07
46.450, -0.63
46.452, -0.15
46.458, 0.95
46.458, 1.02
46.459, 1.21
46.545, 1.10
46.552, -0.46
46.555, -1.05
46.658, 0.99
46.745, 1.09
46.751, -0.19
46.752, -0.41
46.755, -0.94
46.756, -1.09
46.852, -0.35
46.853, -0.14
46.858, 0.95
46.945, 1.08
46.951, -0.18
46.955, -1.08
47.058, 1.05
47.145, 1.10
47.152, -0.22
47.152, -0.35
47.154, -0.91
47.155, -1.10
47.259, 1.15
47.345, 1.14
47.351, -0.20
47.352, -0.36
47.354, -0.89
47.356, -1.12
47.458, 0.91
47.545, 1.00
47.551, -0.23
47.552, -0.48
47.554, -0.92
47.556, -1.11
47.652, -0.30
47.652, -0.16
47.658, 0.90
47.744, 1.18
47.752, -0.43
47.754, -0.83
47.754, -0.94
47.756, -1.12
47.849, -0.70
47.852, -0.31
47.858, 1.02
47.945, 0.99
47.951, -0.18
47.952, -0.42
47.955, -0.92
47.956, -1.10
48.051, -0.57
48.052, -0.42
48.058, 0.91
48.145, 1.06
48.250, -0.58
48.252, -0.33
48.258, 0.92
48.345, 1.06
48.352, -0.37
48.354, -1.08
48.459, 1.09
48.545, 1.01
48.552, -0.45
48.554, -0.72
48.555, -0.89
48.556, -1.10
48.658, 0.92
48.744, 1.15
48.755, -0.93
48.756, -1.12
48.849, -0.73
48.851, -0.60
48.858, 1.02
48.945, 1.12
49.049, -0.78
49.052, -0.32
49.058, 0.95
49.145, 1.09
49.154, -0.90
49.155, -1.05
49.252, -0.27
49.252, -0.18
49.258, 0.91
49.345, 1.08
49.450, -0.54
49.452, -0.15
49.458, 1.02
49.545, 1.04
49.552, -0.29
49.554, -0.81
49.658, 1.04
49.745, 0.99
49.752, -0.41
49.753, -0.68
49.755, -0.92
49.756, -1.11
49.858, 0.93
49.945, 1.10
49.953, -0.81
49.953, -0.82
50.058, 1.03
50.145, 1.02
50.152, -0.42
50.154, -0.68
50.155, -0.90
50.156, -1.11
50.259, 1.17
50.345, 0.98
50.353, -0.72
50.355, -1.04
50.450, -0.73
50.452, -0.29
50.458, 0.92
50.545, 1.13
50.553, -0.60
50.555, -1.06
50.650, -0.54
50.652, -0.38
50.658, 0.88
50.745, 1.00
50.751, -0.24
50.755, -1.02
50.851, -0.55
50.853, -0.11
50.858, 0.90
50.945, 1.05
50.952, -0.42
50.953, -0.72
51.050, -0.53
51.051, -0.39
51.059, 1.14
51.145, 1.06
51.151, -0.26
51.154, -0.82
51.154, -0.93
51.156, -1.10
51.257, 0.87
51.345, 1.10
51.354, -0.93
51.355, -1.03
51.450, -0.63
51.452, -0.29
51.458, 1.06
51.545, 1.10
51.552, -0.50
51.554, -0.78
51.650, -0.57
51.652, -0.27
51.658, 1.02
51.745, 1.09
51.755, -1.04
51.755, -1.10
51.849, -0.78
51.852, -0.20
51.859, 1.23
51.945, 0.99
51.951, -0.24
51.952, -0.55
52.052, -0.28
52.052, -0.18
52.058, 1.07
52.145, 1.00
52.151, -0.19
52.152, -0.38
52.250, -0.54
52.252, -0.25
52.258, 1.06
52.345, 1.10
52.355, -0.92
52.356, -1.17
52.451, -0.55
52.451, -0.41
52.459, 1.11
52.545, 1.01
52.553, -0.49
52.553, -0.55
52.651, -0.53
52.653, -0.13
52.657, 0.76
52.657, 0.80
52.659, 1.12
52.745, 1.07
52.752, -0.40
52.756, -1.06
52.858, 1.05
52.945, 1.09
52.951, -0.20
52.952, -0.35
52.954, -0.92
52.954, -0.96
53.052, -0.33
53.053, -0.09
53.059, 1.09
53.145, 0.96
53.155, -0.91
53.156, -1.10
53.258, 1.06
53.345, 1.09
53.351, -0.19
53.353, -0.81
53.356, -1.17
53.356, -1.20
53.450, -0.71
53.450, -0.60
53.459, 1.11
53.545, 1.01
53.552, -0.43
53.555, -0.99
53.651, -0.50
53.651, -0.40
53.658, 0.94
53.745, 0.96
53.753, -0.81
53.755, -1.00
53.859, 1.09
53.945, 1.07
53.951, -0.18
53.954, -1.00
54.058, 1.04
54.145, 1.07
54.152, -0.27
54.152, -0.30
54.250, -0.59
54.252, -0.16
54.258, 1.01
54.345, 1.07
54.354, -0.82
54.354, -1.08
54.450, -0.58
54.452, -0.35
54.458, 1.01
54.544, 1.15
54.552, -0.43
54.556, -1.11
54.652, -0.30
54.652, -0.17
54.658, 1.04
54.745, 1.06
