time (sec), voltage (V)
18.555, -1.07
18.652, -0.44
18.653, -0.11
18.657, 0.83
18.746, 0.77
18.753, -0.67
18.755, -1.03
18.851, -0.35
18.853, -0.07
18.858, 0.87
18.946, 0.87
18.953, -0.74
18.956, -1.12
19.052, -0.39
19.053, -0.10
19.058, 0.92
19.146, 0.87
19.250, -0.55
19.252, -0.32
19.257, 0.82
19.346, 0.82
19.355, -1.01
19.356, -1.14
19.458, 0.86
19.546, 0.87
19.552, -0.38
19.553, -0.73
19.555, -1.01
19.556, -1.11
19.657, 0.86
19.746, 0.89
19.751, -0.23
19.752, -0.44
19.753, -0.67
19.755, -0.96
19.857, 0.85
19.946, 0.89
19.951, -0.22
19.953, -0.55
19.953, -0.74
19.955, -1.02
20.052, -0.39
20.053, -0.13
20.058, 0.86
20.146, 0.87
20.151, -0.24
20.153, -0.78
20.257, 0.86
20.346, 0.84
20.352, -0.35
20.354, -0.89
20.450, -0.50
20.451, -0.32
20.457, 0.86
20.546, 0.83
20.652, -0.28
20.652, -0.21
20.658, 0.88
20.746, 0.88
20.754, -0.87
20.754, -0.89
20.850, -0.55
20.852, -0.17
20.857, 0.83
20.946, 0.84
20.951, -0.25
20.956, -1.12
21.050, -0.52
21.052, -0.28
21.057, 0.84
21.146, 0.92
21.250, -0.55
21.252, -0.30
21.258, 0.96
21.346, 0.90
21.351, -0.26
21.355, -0.95
21.450, -0.64
21.452, -0.27
21.458, 0.87
21.546, 0.88
21.552, -0.27
21.552, -0.45
21.553, -0.75
21.554, -1.05
21.650, -0.60
21.651, -0.31
21.657, 0.86
21.746, 0.87
21.752, -0.46
21.755, -1.01
21.852, -0.37
21.853, -0.10
21.857, 0.85
21.946, 0.80
21.951, -0.22
21.952, -0.45
21.955, -1.01
21.955, -1.06
22.050, -0.61
22.052, -0.14
22.058, 0.87
22.146, 0.83
22.151, -0.21
22.152, -0.46
22.154, -0.71
22.154, -0.74
22.250, -0.63
22.253, -0.14
22.257, 0.86
22.346, 0.84
22.352, -0.49
22.353, -0.75
22.450, -0.56
22.451, -0.34
22.457, 0.84
22.546, 0.87
22.552, -0.36
22.552, -0.41
22.650, -0.52
22.652, -0.32
22.657, 0.86
22.746, 0.88
22.753, -0.55
22.755, -0.99
22.857, 0.86
22.946, 0.90
22.954, -0.69
22.956, -1.08
23.058, 0.88
23.146, 0.81
23.151, -0.26
23.155, -1.08
23.251, -0.55
23.251, -0.50
23.257, 0.86
23.346, 0.83
23.354, -0.71
23.354, -0.76
23.458, 0.88
23.546, 0.86
23.554, -0.74
23.554, -0.78
23.657, 0.86
23.746, 0.83
23.751, -0.21
23.752, -0.49
23.850, -0.51
23.852, -0.30
23.858, 0.92
23.946, 0.82
23.955, -1.05
23.955, -1.06
24.052, -0.25
24.052, -0.19
24.058, 0.96
24.146, 0.87
24.152, -0.27
24.152, -0.40
24.155, -0.94
24.156, -1.11
24.251, -0.40
24.251, -0.40
24.258, 0.89
24.346, 0.84
24.351, -0.20
24.352, -0.57
24.458, 0.87
24.546, 0.78
24.551, -0.19
24.552, -0.54
24.553, -0.78
24.556, -1.10
24.650, -0.54
24.652, -0.32
24.657, 0.84
24.746, 0.83
24.754, -0.72
24.754, -0.85
24.858, 0.89
24.946, 0.87
24.952, -0.46
24.954, -0.84
25.057, 0.85
25.146, 0.91
25.151, -0.22
25.152, -0.45
25.154, -0.77
25.156, -1.13
25.250, -0.51
25.252, -0.32
25.257, 0.85
25.346, 0.85
25.353, -0.78
25.355, -1.04
25.458, 0.87
25.546, 0.80
25.553, -0.45
25.553, -0.60
25.651, -0.47
25.651, -0.36
25.658, 0.91
25.746, 0.80
25.755, -0.95
25.756, -1.14
25.858, 0.88
25.946, 0.83
25.951, -0.20
25.952, -0.42
25.953, -0.76
25.955, -1.06
26.051, -0.47
26.051, -0.44
26.057, 0.84
26.146, 0.85
26.154, -0.76
26.154, -0.82
26.257, 0.80
26.346, 0.85
26.353, -0.63
26.353, -0.74
26.451, -0.34
26.453, -0.09
26.458, 0.89
26.546, 0.85
26.552, -0.49
26.554, -0.90
26.652, -0.35
26.653, -0.16
26.657, 0.83
26.746, 0.85
26.753, -0.63
26.753, -0.71
26.850, -0.59
26.853, -0.09
26.858, 0.86
26.946, 0.81
27.057, 0.86
27.146, 0.84
27.154, -0.95
27.156, -1.13
27.250, -0.53
27.252, -0.31
27.258, 0.87
27.346, 0.87
27.458, 0.92
27.546, 0.87
27.552, -0.28
27.553, -0.83
27.555, -1.01
27.556, -1.16
27.650, -0.54
27.652, -0.29
27.657, 0.87
27.746, 0.80
27.753, -0.87
27.754, -1.14
27.850, -0.62
27.852, -0.30
27.858, 0.87
27.946, 0.84
27.951, -0.23
27.953, -0.76
27.955, -0.96
27.956, -1.09
28.058, 0.95
28.146, 0.85
28.154, -0.93
28.156, -1.15
28.251, -0.50
28.251, -0.36
28.258, 0.88
28.346, 0.76
28.355, -0.95
28.356, -1.13
28.452, -0.26
28.452, -0.19
28.458, 0.89
28.546, 0.87
28.554, -1.07
28.554, -1.10
28.658, 0.95
28.746, 0.89
28.850, -0.52
28.852, -0.33
28.858, 0.87
28.946, 0.80
28.955, -1.04
28.956, -1.15
29.052, -0.27
29.052, -0.14
29.057, 0.84
29.146, 0.88
29.153, -0.56
29.153, -0.77
29.155, -1.00
29.156, -1.13
29.250, -0.64
29.252, -0.33
29.258, 0.94
29.346, 0.90
29.351, -0.22
29.352, -0.48
29.355, -1.10
29.355, -1.19
29.450, -0.60
29.452, -0.24
29.457, 0.85
29.546, 0.78
29.552, -0.28
29.552, -0.44
29.555, -0.94
29.556, -1.11
29.657, 0.85
29.746, 0.77
29.751, -0.19
29.752, -0.47
29.850, -0.57
29.851, -0.33
29.857, 0.86
29.946, 0.80
29.954, -0.90
29.955, -1.10
30.058, 0.90
30.146, 0.77
30.151, -0.20
30.154, -0.91
30.258, 0.88
30.346, 0.81
30.352, -0.57
30.353, -0.89
30.450, -0.52
30.452, -0.33
30.458, 0.88
30.546, 0.82
30.551, -0.23
30.552, -0.47
30.650, -0.59
30.652, -0.38
30.657, 0.85
30.746, 0.76
30.751, -0.20
30.755, -0.98
30.857, 0.83
30.946, 0.87
30.951, -0.20
30.952, -0.51
30.954, -0.89
30.955, -1.09
31.050, -0.56
31.053, -0.09
31.057, 0.84
31.146, 0.79
31.152, -0.34
31.154, -0.80
31.155, -0.96
31.156, -1.15
31.258, 0.93
31.346, 0.89
31.352, -0.51
31.355, -1.05
31.450, -0.49
31.453, -0.09
31.457, 0.85
31.546, 0.84
31.555, -1.02
31.556, -1.14
31.650, -0.60
31.652, -0.26
31.658, 0.94
31.746, 0.87
31.751, -0.19
31.753, -0.77
31.755, -1.05
31.756, -1.14
31.852, -0.26
31.852, -0.13
31.857, 0.83
31.946, 0.79
31.952, -0.28
31.953, -0.83
32.050, -0.54
32.052, -0.33
32.057, 0.83
32.146, 0.88
32.151, -0.20
32.155, -1.01
32.156, -1.15
32.156, -1.17
32.250, -0.58
32.253, -0.10
32.257, 0.82
32.346, 0.82
32.355, -1.02
32.356, -1.14
32.457, 0.85
32.546, 0.86
32.551, -0.24
32.555, -1.03
32.650, -0.58
32.652, -0.34
32.657, 0.84
32.746, 0.79
32.850, -0.50
32.853, -0.09
32.857, 0.72
32.946, 0.81
32.951, -0.20
32.954, -1.04
33.057, 0.77
33.146, 0.84
33.250, -0.61
33.252, -0.13
33.257, 0.78
33.346, 0.78
33.352, -0.37
33.353, -0.80
33.355, -1.01
33.356, -1.15
33.452, -0.38
33.452, -0.18
33.457, 0.79
33.546, 0.78
33.551, -0.19
33.553, -0.72
33.554, -0.99
33.554, -1.06
33.651, -0.39
33.653, -0.08
33.658, 0.91
33.746, 0.77
33.755, -1.00
33.756, -1.13
33.850, -0.61
33.852, -0.33
33.857, 0.74
33.946, 0.89
33.952, -0.30
33.953, -0.83
34.050, -0.52
34.052, -0.34
34.057, 0.72
34.146, 0.83
34.257, 0.86
34.346, 0.91
34.353, -0.75
34.355, -1.08
34.452, -0.34
34.452, -0.19
34.457, 0.76
34.546, 0.78
34.552, -0.54
34.553, -0.80
34.555, -0.95
34.556, -1.08
34.651, -0.33
34.653, -0.12
34.658, 0.88
34.746, 0.86
34.753, -0.57
34.754, -1.01
34.857, 0.80
34.946, 0.78
34.953, -0.69
34.953, -0.87
34.955, -0.95
34.956, -1.13
35.050, -0.59
35.052, -0.28
35.057, 0.78
35.146, 0.81
35.151, -0.22
35.154, -0.85
35.155, -0.97
35.156, -1.15
35.250, -0.63
35.252, -0.27
35.258, 0.89
35.346, 0.86
35.452, -0.26
35.452, -0.23
35.457, 0.75
35.546, 0.82
35.551, -0.22
35.552, -0.42
35.553, -0.71
35.556, -1.10
35.650, -0.54
35.652, -0.33
35.657, 0.84
35.746, 0.82
35.752, -0.43
35.754, -0.77
35.852, -0.33
35.853, -0.10
35.858, 0.87
35.946, 0.77
35.951, -0.22
35.952, -0.43
35.953, -0.77
35.955, -1.10
36.050, -0.59
36.052, -0.30
36.057, 0.85
36.146, 0.81
36.151, -0.23
36.152, -0.46
36.154, -0.82
36.154, -0.98
36.251, -0.51
36.252, -0.32
36.257, 0.87
36.346, 0.85
36.352, -0.51
36.354, -0.97
36.354, -1.03
36.356, -1.12
36.457, 0.76
36.546, 0.84
36.552, -0.35
36.552, -0.35
36.555, -1.04
36.555, -1.08
36.650, -0.50
36.653, -0.13
36.657, 0.73
36.746, 0.79
36.755, -1.03
36.755, -1.08
36.850, -0.54
36.853, -0.10
36.858, 0.91
36.946, 0.80
36.951, -0.20
36.952, -0.42
36.955, -1.03
36.956, -1.15
37.057, 0.70
37.058, 0.93
37.058, 0.99
37.146, 0.83
37.152, -0.56
37.154, -0.81
37.155, -0.91
37.156, -1.11
37.257, 0.72
37.346, 0.86
37.351, -0.20
37.354, -0.83
37.355, -0.96
37.356, -1.09
37.457, 0.82
37.546, 0.76
37.551, -0.22
37.552, -0.45
37.657, 0.69
37.746, 0.81
37.751, -0.20
37.753, -0.73
37.755, -0.90
37.756, -1.12
37.857, 0.79
37.946, 0.83
37.952, -0.45
37.954, -0.84
38.050, -0.58
38.053, -0.08
38.057, 0.81
38.146, 0.79
38.152, -0.59
38.154, -1.06
38.257, 0.73
38.346, 0.84
38.352, -0.49
38.354, -0.86
38.354, -0.99
38.356, -1.13
38.457, 0.72
38.546, 0.77
38.551, -0.19
38.553, -0.55
38.657, 0.83
38.746, 0.77
38.752, -0.50
38.754, -0.83
38.850, -0.57
38.852, -0.31
38.857, 0.77
38.946, 0.80
38.954, -0.92
38.954, -1.10
39.052, -0.28
39.052, -0.15
39.057, 0.81
39.146, 0.82
39.152, -0.28
39.155, -1.13
39.251, -0.36
39.253, -0.08
39.257, 0.76
39.346, 0.83
39.354, -0.81
39.356, -1.12
39.452, -0.28
39.453, -0.11
39.457, 0.81
39.546, 0.87
39.551, -0.22
39.553, -0.52
39.555, -1.08
39.555, -1.10
39.658, 0.90
39.746, 0.77
39.753, -0.68
39.753, -0.80
39.850, -0.53
39.853, -0.09
39.857, 0.78
39.946, 0.78
40.051, -0.52
40.051, -0.41
40.057, 0.79
40.146, 0.79
40.151, -0.21
40.152, -0.58
40.250, -0.49
40.251, -0.35
40.257, 0.82
40.346, 0.78
40.351, -0.24
40.354, -0.77
40.450, -0.55
40.452, -0.32
40.457, 0.79
40.546, 0.78
40.552, -0.45
40.554, -1.05
40.650, -0.53
40.651, -0.38
40.657, 0.84
40.746, 0.83
40.850, -0.50
40.852, -0.32
40.857, 0.81
40.946, 0.81
40.954, -0.84
40.956, -1.11
41.052, -0.21
41.052, -0.20
41.057, 0.79
41.146, 0.81
41.152, -0.29
41.152, -0.45
41.154, -0.85
41.156, -1.12
41.257, 0.79
41.347, 0.71
41.451, -0.45
41.453, -0.09
41.457, 0.80
41.546, 0.80
41.552, -0.42
41.554, -0.95
41.555, -1.00
41.556, -1.10
41.650, -0.60
41.651, -0.43
41.657, 0.75
41.746, 0.81
41.850, -0.56
41.852, -0.22
41.857, 0.78
41.946, 0.86
42.052, -0.27
42.052, -0.13
42.057, 0.79
42.146, 0.76
42.152, -0.42
42.154, -1.01
42.251, -0.47
42.252, -0.27
42.257, 0.81
42.346, 0.83
42.457, 0.83
42.547, 0.75
42.657, 0.73
42.746, 0.77
42.751, -0.21
42.752, -0.46
42.755, -0.99
42.756, -1.12
42.852, -0.26
42.852, -0.13
42.858, 0.92
42.947, 0.72
42.951, -0.20
42.952, -0.45
43.052, -0.32
43.053, -0.10
43.057, 0.74
43.146, 0.76
43.252, -0.21
43.252, -0.18
43.257, 0.74
43.346, 0.86
43.352, -0.51
43.353, -0.81
43.457, 0.82
43.546, 0.79
43.552, -0.25
43.552, -0.32
43.554, -0.97
43.556, -1.12
43.651, -0.50
43.651, -0.40
43.657, 0.80
43.746, 0.78
43.751, -0.17
43.752, -0.40
43.857, 0.79
43.946, 0.77
43.953, -0.87
43.954, -0.95
44.057, 0.85
44.146, 0.78
44.151, -0.18
44.154, -1.06
44.257, 0.80
44.346, 0.80
44.354, -0.80
44.355, -0.98
44.457, 0.76
44.546, 0.78
44.554, -0.87
44.556, -1.11
44.657, 0.81
44.747, 0.74
44.752, -0.50
44.754, -0.84
44.755, -1.04
44.755, -1.06
44.857, 0.81
44.946, 0.75
44.952, -0.50
44.954, -0.98
45.057, 0.78
45.146, 0.82
45.151, -0.18
45.154, -0.80
45.155, -0.95
45.156, -1.12
45.250, -0.60
45.252, -0.33
45.257, 0.77
45.346, 0.79
45.353, -0.60
45.355, -1.08
45.452, -0.30
45.452, -0.26
45.457, 0.79
45.546, 0.78
45.551, -0.19
45.553, -0.77
45.555, -1.06
45.555, -1.07
45.650, -0.60
45.652, -0.31
45.657, 0.75
45.746, 0.84
45.754, -1.00
45.756, -1.12
45.851, -0.50
45.851, -0.32
45.857, 0.81
45.946, 0.76
46.050, -0.59
46.051, -0.44
46.057, 0.84
46.146, 0.81
46.154, -1.03
46.156, -1.12
46.252, -0.37
46.253, -0.13
46.257, 0.76
46.346, 0.86
46.351, -0.23
46.352, -0.44
46.354, -0.79
46.354, -0.93
46.457, 0.85
46.546, 0.81
46.552, -0.55
46.553, -0.86
46.555, -0.97
46.556, -1.10
46.650, -0.57
46.652, -0.27
46.657, 0.82
46.746, 0.84
46.752, -0.21
46.753, -0.57
46.755, -0.99
46.756, -1.13
46.857, 0.82
46.947, 0.72
46.951, -0.25
46.952, -0.43
47.057, 0.80
47.146, 0.85
47.152, -0.23
47.156, -1.11
47.257, 0.81
47.346, 0.81
47.353, -0.48
47.353, -0.55
47.355, -1.03
47.355, -1.07
47.452, -0.29
47.452, -0.12
47.457, 0.84
47.546, 0.77
47.553, -0.60
47.555, -1.03
47.650, -0.62
47.652, -0.25
47.657, 0.83
47.746, 0.78
47.751, -0.17
47.753, -0.84
47.850, -0.51
47.852, -0.29
47.857, 0.84
47.947, 0.72
47.954, -0.82
47.956, -1.12
48.057, 0.83
48.146, 0.86
48.151, -0.20
48.153, -0.62
48.153, -0.67
48.155, -1.07
48.252, -0.33
48.252, -0.21
48.258, 0.87
48.346, 0.80
48.352, -0.25
48.354, -0.84
48.457, 0.81
48.546, 0.79
48.551, -0.20
48.552, -0.55
48.554, -0.99
48.555, -1.05
48.650, -0.53
48.652, -0.31
48.657, 0.77
48.746, 0.78
48.852, -0.29
48.852, -0.22
48.857, 0.84
48.946, 0.80
48.951, -0.19
48.953, -0.80
48.955, -0.95
48.956, -1.11
49.050, -0.60
49.052, -0.33
49.057, 0.81
49.146, 0.77
49.153, -0.51
49.154, -1.00
49.252, -0.31
49.253, -0.13
49.257, 0.83
49.346, 0.76
49.351, -0.20
49.352, -0.42
49.354, -0.85
49.354, -0.98
49.452, -0.34
49.453, -0.12
49.457, 0.82
49.547, 0.73
49.552, -0.43
49.554, -0.81
49.652, -0.29
49.652, -0.22
49.657, 0.78
49.747, 0.75
49.751, -0.18
49.752, -0.48
49.754, -0.91
49.754, -1.04
49.850, -0.51
49.852, -0.29
49.857, 0.74
49.946, 0.82
49.952, -0.27
49.952, -0.41
50.050, -0.61
50.052, -0.22
50.057, 0.84
50.147, 0.72
50.152, -0.39
50.154, -1.05
50.250, -0.61
50.252, -0.29
50.257, 0.77
50.346, 0.77
50.352, -0.37
50.355, -0.93
50.450, -0.52
50.453, -0.10
50.457, 0.78
50.547, 0.74
50.554, -0.75
50.554, -0.85
50.650, -0.63
50.652, -0.17
50.657, 0.74
50.747, 0.72
50.850, -0.62
50.852, -0.26
50.857, 0.81
50.947, 0.72
50.951, -0.21
50.954, -1.00
51.050, -0.60
51.052, -0.26
51.057, 0.81
51.146, 0.79
51.153, -0.52
51.153, -0.66
51.257, 0.72
51.346, 0.78
51.353, -0.47
51.354, -0.94
51.457, 0.78
51.547, 0.66
51.551, -0.18
51.554, -0.74
51.657, 0.77
51.747, 0.71
51.751, -0.18
51.752, -0.41
51.755, -0.89
51.756, -1.12
51.857, 0.77
51.947, 0.72
51.952, -0.34
51.954, -0.79
51.955, -0.98
51.956, -1.10
52.057, 0.77
52.147, 0.71
52.152, -0.40
52.154, -0.81
52.251, -0.43
52.253, -0.12
52.257, 0.77
52.347, 0.71
52.353, -0.76
52.355, -1.05
52.450, -0.62
52.452, -0.29
52.457, 0.78
52.547, 0.71
52.553, -0.54
52.553, -0.67
52.555, -1.06
52.556, -1.15
52.652, -0.40
52.653, -0.09
52.657, 0.81
52.746, 0.86
52.752, -0.42
52.756, -1.13
52.851, -0.38
52.853, -0.14
52.857, 0.73
52.947, 0.72
52.954, -0.73
52.955, -1.05
53.057, 0.80
53.147, 0.71
53.151, -0.17
53.153, -0.65
53.250, -0.61
53.253, -0.13
53.257, 0.82
53.347, 0.73
53.351, -0.19
53.353, -0.75
53.452, -0.30
53.452, -0.18
53.457, 0.76
53.546, 0.78
53.650, -0.52
53.652, -0.18
53.657, 0.75
53.747, 0.71
53.752, -0.44
53.755, -1.01
53.857, 0.76
53.947, 0.64
53.951, -0.18
53.953, -0.72
54.057, 0.81
54.147, 0.62
54.151, -0.26
54.152, -0.42
54.153, -0.71
54.155, -0.98
54.257, 0.74
54.347, 0.64
54.354, -0.82
54.355, -1.00
54.452, -0.34
54.453, -0.11
54.457, 0.72
54.547, 0.68
54.552, -0.33
54.552, -0.43
54.554, -0.81
54.556, -1.13
54.650, -0.59
54.652, -0.27
54.657, 0.77
54.747, 0.72
54.752, -0.40
54.753, -0.58
54.755, -0.91
54.756, -1.12
54.847, -1.19
54.847, -1.18
54.852, -0.29
54.852, -0.12
54.857, 0.78
54.947, 0.72
54.951, -0.26
54.952, -0.49
55.057, 0.77
55.147, 0.63
55.151, -0.24
55.155, -1.05
55.257, 0.77
55.347, 0.62
55.450, -0.52
55.452, -0.28
55.457, 0.72
55.547, 0.63
55.650, -0.58
55.652, -0.33
55.657, 0.79
55.747, 0.63
55.752, -0.51
55.753, -0.80
55.852, -0.32
55.853, -0.14
55.857, 0.78
55.947, 0.66
55.951, -0.23
55.953, -0.70
55.955, -1.03
55.956, -1.08
56.057, 0.73
56.147, 0.62
56.154, -0.92
56.156, -1.12
56.250, -0.61
56.252, -0.32
56.257, 0.72
56.346, 0.86
56.346, 0.81
56.347, 0.62
