time (sec), current (uA)
34.063, 43.76
34.140, 43.48
34.263, 41.50
34.340, 36.61
34.463, 40.25
34.540, 41.07
34.663, 43.01
34.740, 40.95
34.863, 36.11
34.940, 40.96
35.063, 41.59
35.140, 43.07
35.263, 39.52
35.340, 45.00
35.463, 44.89
35.540, 45.62
35.663, 38.16
35.740, 42.03
35.863, 37.07
35.940, 42.58
36.063, 41.41
36.140, 44.78
36.263, 40.73
36.340, 45.40
36.463, 39.66
36.540, 40.79
36.663, 44.81
36.740, 43.09
36.863, 40.19
36.940, 43.63
37.063, 42.95
37.140, 38.48
37.263, 40.72
37.340, 42.33
37.463, 43.77
37.540, 40.14
37.663, 42.62
37.740, 41.41
37.863, 42.25
37.940, 43.66
38.063, 44.45
38.140, 42.10
38.263, 39.82
38.340, 44.06
38.463, 46.19
38.540, 40.20
38.663, 42.66
38.740, 41.86
38.863, 40.01
38.940, 46.83
39.063, 43.08
39.140, 45.01
39.263, 40.15
39.340, 46.18
39.463, 45.12
39.540, 46.77
39.663, 42.86
39.740, 38.11
39.863, 40.54
39.940, 39.78
40.063, 45.33
40.140, 45.95
40.263, 41.41
40.340, 44.66
40.463, 41.33
40.540, 43.12
40.663, 42.63
40.740, 42.25
40.863, 43.44
40.940, 45.98
41.063, 40.83
41.140, 42.68
41.263, 40.06
41.340, 38.73
41.463, 42.50
41.540, 40.63
41.663, 46.13
41.740, 43.78
41.863, 46.62
41.940, 48.58
42.063, 48.02
42.140, 46.20
42.263, 47.07
42.340, 47.28
42.463, 40.85
42.540, 43.23
42.663, 42.58
42.740, 47.11
42.863, 45.94
42.940, 43.92
43.063, 39.44
43.140, 46.90
43.263, 39.72
43.340, 47.46
43.463, 39.91
43.540, 47.19
43.663, 47.16
43.740, 44.64
43.863, 45.30
43.940, 41.69
44.063, 43.62
44.140, 41.19
44.263, 42.65
44.340, 44.86
44.463, 39.18
44.540, 40.62
44.663, 44.58
44.740, 40.11
44.863, 43.32
44.940, 40.70
45.063, 45.68
45.140, 46.25
45.263, 42.61
45.340, 42.55
45.463, 40.64
45.540, 42.56
45.663, 48.41
45.740, 42.48
45.863, 40.76
45.940, 41.38
46.063, 43.66
46.140, 42.62
46.263, 42.80
46.340, 39.16
46.463, 41.90
46.540, 38.03
46.663, 43.48
46.740, 44.77
46.863, 45.22
46.940, 44.17
47.063, 48.60
47.140, 44.56
47.263, 43.81
47.340, 43.01
47.463, 44.84
47.540, 41.75
47.663, 41.04
47.740, 40.90
47.863, 44.39
47.940, 44.39
48.063, 45.75
48.140, 39.77
48.263, 46.77
48.340, 44.17
48.463, 45.18
48.540, 45.10
48.663, 45.65
48.740, 42.83
48.863, 40.97
48.940, 45.74
49.063, 40.44
49.140, 44.95
49.263, 45.69
49.340, 43.39
49.463, 46.76
49.540, 40.23
49.663, 42.67
49.740, 40.21
49.863, 45.02
49.940, 45.74
50.063, 40.15
50.140, 40.59
50.263, 41.44
50.340, 41.10
50.463, 45.16
50.540, 47.74
50.663, 40.90
50.740, 44.25
50.863, 45.05
50.940, 46.36
51.063, 46.69
51.140, 45.45
51.263, 42.24
51.340, 43.52
51.463, 43.06
51.540, 45.80
51.663, 39.67
51.740, 38.69
51.863, 41.25
51.940, 40.36
52.063, 44.33
52.140, 41.41
52.263, 45.38
52.340, 45.44
52.463, 42.10
52.540, 40.61
52.663, 42.70
52.740, 46.12
52.863, 42.58
52.940, 42.88
53.063, 41.70
53.140, 43.06
53.263, 43.68
53.340, 39.36
53.463, 42.37
53.540, 40.95
53.663, 45.30
53.740, 43.55
53.863, 42.30
53.940, 40.21
54.063, 41.51
54.140, 44.98
54.263, 42.56
54.340, 47.73
54.463, 42.39
54.540, 42.98
54.663, 46.55
54.740, 38.46
54.863, 45.45
54.940, 42.35
55.063, 42.23
55.140, 44.91
55.263, 43.92
55.340, 45.90
55.463, 41.95
55.540, 47.09
55.663, 44.16
55.740, 42.53
55.863, 45.63
55.940, 44.40
56.063, 44.71
56.140, 42.44
56.263, 46.64
56.340, 45.45
56.463, 41.83
56.540, 47.62
56.663, 46.09
56.740, 41.86
56.863, 44.93
56.940, 42.66
57.063, 43.42
57.140, 42.15
57.263, 43.53
57.340, 43.34
57.463, 45.85
57.540, 46.98
57.663, 41.80
57.740, 44.76
57.863, 42.72
57.940, 40.70
58.063, 45.74
58.140, 54.48
58.263, 44.96
58.340, 49.28
58.463, 44.62
58.540, 45.26
58.663, 44.88
58.740, 48.02
58.863, 44.22
58.940, 47.66
59.063, 44.83
59.140, 46.48
59.263, 42.80
59.340, 44.48
59.463, 45.82
59.540, 43.75
59.663, 43.60
59.740, 48.75
59.863, 42.05
59.940, 49.95
60.063, 45.05
60.140, 46.59
60.263, 45.23
60.340, 49.62
60.463, 43.48
60.540, 43.56
60.663, 46.66
60.740, 41.68
60.863, 43.37
60.940, 45.11
61.063, 42.94
61.140, 50.73
61.263, 47.14
61.340, 39.73
61.463, 44.18
61.540, 39.57
61.663, 45.65
61.740, 43.34
61.863, 42.48
61.940, 51.04
62.063, 40.47
62.140, 45.44
62.263, 46.26
62.340, 39.75
62.463, 47.35
62.540, 44.23
62.663, 42.01
62.740, 38.24
62.863, 41.64
62.940, 40.82
63.063, 42.31
63.140, 39.70
63.263, 39.35
63.340, 42.07
63.463, 44.68
63.540, 44.06
63.663, 46.53
63.740, 45.92
63.863, 41.09
63.940, 41.47
64.063, 45.35
64.140, 46.49
64.263, 43.25
64.340, 39.43
64.463, 47.15
64.540, 43.05
64.663, 43.15
64.740, 45.86
64.863, 46.11
64.940, 40.18
65.063, 47.15
65.140, 40.80
65.263, 43.31
65.340, 45.84
65.463, 44.99
65.540, 44.03
65.663, 44.86
65.740, 42.47
65.863, 48.91
65.940, 40.94
66.063, 43.27
66.140, 46.51
66.263, 48.04
66.340, 39.89
66.463, 44.63
66.540, 45.15
66.663, 41.64
66.740, 41.99
66.863, 45.24
66.940, 47.01
67.063, 48.36
67.140, 45.90
67.263, 42.98
67.340, 46.27
67.463, 44.57
67.540, 41.76
67.663, 44.88
67.740, 42.20
67.863, 45.57
67.940, 41.90
68.063, 46.65
68.140, 47.91
68.263, 45.92
68.340, 46.86
68.463, 41.14
68.540, 42.76
68.663, 43.08
68.740, 47.91
68.863, 42.40
68.940, 45.43
69.063, 41.45
69.140, 45.17
69.263, 44.41
69.340, 46.02
69.463, 41.70
69.540, 46.94
69.663, 42.73
69.740, 39.56
69.863, 42.38
69.940, 46.53
70.063, 44.91
70.140, 45.94
70.263, 39.23
70.340, 48.45
70.463, 42.25
70.540, 45.91
70.663, 44.55
70.740, 43.34
70.863, 43.44
70.940, 42.63
71.063, 42.88
71.140, 47.89
71.263, 46.25
71.340, 44.27
71.463, 46.51
71.540, 45.52
71.663, 41.54
71.740, 44.18
71.863, 43.12
71.940, 47.86
72.063, 43.11
72.140, 45.55
72.263, 44.79
72.340, 41.73
72.463, 43.23
72.540, 44.34
72.663, 47.84
72.740, 48.47
72.863, 43.62
72.940, 45.17
73.063, 46.31
73.140, 43.07
73.263, 46.14
73.340, 47.14
73.463, 45.42
73.540, 45.98
73.663, 45.94
73.740, 47.62
73.863, 45.66
73.940, 48.66
74.063, 44.46
74.140, 46.61
74.263, 45.17
74.340, 46.19
74.463, 42.23
74.540, 44.26
74.663, 41.73
74.740, 42.44
74.863, 44.42
74.940, 43.61
75.063, 45.13
75.140, 44.13
75.263, 43.91
75.340, 49.16
75.463, 45.26
75.540, 46.18
75.663, 45.16
75.740, 43.06
75.863, 45.03
75.940, 42.24
76.063, 46.95
76.140, 42.29
76.263, 43.64
76.340, 46.67
76.463, 44.83
76.540, 48.71
76.663, 45.47
76.740, 45.67
76.863, 47.35
76.940, 43.09
77.063, 44.62
77.140, 47.69
77.263, 45.73
77.340, 45.33
77.463, 43.95
77.540, 43.44
77.663, 47.16
77.740, 42.61
77.863, 43.75
77.940, 50.25
78.063, 46.77
78.140, 48.48
78.263, 44.21
78.340, 47.66
78.463, 48.05
78.540, 47.78
78.663, 43.93
78.740, 45.14
78.863, 47.83
78.940, 47.53
79.063, 42.37
79.140, 43.56
79.263, 43.91
79.340, 44.29
79.463, 48.71
79.540, 48.62
79.663, 47.14
79.740, 46.86
79.863, 47.35
79.940, 49.49
80.063, 47.73
80.140, 49.28
80.263, 45.90
80.340, 47.46
80.463, 45.20
80.540, 45.21
80.663, 44.32
80.740, 45.36
80.863, 44.35
80.940, 46.09
81.063, 44.48
81.140, 42.72
81.263, 44.45
81.340, 41.54
81.463, 42.34
81.540, 44.68
81.663, 47.19
81.740, 44.84
81.863, 46.27
81.940, 49.42
82.063, 42.31
82.140, 44.45
82.263, 44.27
82.340, 49.10
82.463, 47.34
82.540, 42.83
82.663, 43.94
82.740, 49.19
82.863, 44.03
82.940, 49.51
83.063, 45.84
83.140, 44.66
83.263, 46.81
83.340, 42.77
83.463, 47.27
83.540, 42.73
83.663, 46.26
83.740, 41.92
83.863, 45.43
83.940, 48.68
84.063, 47.82
84.140, 44.75
84.263, 47.19
84.340, 45.62
84.463, 48.31
84.540, 44.39
84.663, 44.14
84.740, 50.62
84.863, 45.28
84.940, 47.21
85.063, 43.61
85.140, 42.67
85.263, 43.63
85.340, 43.29
85.463, 44.06
85.540, 48.25
85.663, 45.12
85.740, 47.70
85.863, 44.87
85.940, 45.00
86.063, 45.97
86.140, 49.18
86.263, 46.95
86.340, 45.87
86.463, 42.38
86.540, 46.46
86.663, 49.77
86.740, 44.58
86.863, 41.38
86.940, 41.44
87.063, 48.19
87.140, 42.35
87.263, 43.48
87.340, 46.38
87.463, 50.30
87.540, 47.64
87.663, 44.87
87.740, 46.36
87.863, 52.11
87.940, 43.41
88.063, 45.22
88.140, 47.71
88.263, 43.06
88.340, 44.94
88.463, 49.71
88.540, 49.06
88.663, 51.36
88.740, 45.67
88.863, 47.55
88.940, 49.30
89.063, 42.45
89.140, 46.98
89.263, 44.99
89.340, 46.66
89.463, 42.48
89.540, 42.87
89.663, 49.58
89.740, 49.62
89.863, 46.93
89.940, 45.41
90.063, 47.66
90.140, 48.41
90.263, 44.87
90.340, 42.54
90.463, 48.72
90.540, 49.31
90.663, 49.19
90.740, 42.23
90.863, 45.84
90.940, 47.34
91.063, 45.03
91.140, 45.63
91.263, 46.41
91.340, 47.43
91.463, 46.41
91.540, 49.05
91.663, 47.57
91.740, 49.59
91.863, 44.45
91.940, 43.57
92.063, 46.32
92.140, 43.20
92.263, 44.46
92.340, 41.69
92.463, 41.90
92.540, 44.29
92.663, 46.01
92.740, 48.69
92.863, 46.14
92.940, 47.71
93.063, 48.36
93.140, 48.78
93.263, 44.95
93.340, 41.72
93.463, 44.60
93.540, 49.37
93.663, 45.96
93.740, 48.96
93.863, 46.52
93.940, 42.70
94.063, 46.45
94.140, 46.74
94.263, 48.01
94.340, 46.66
94.463, 46.63
94.540, 42.95
94.663, 46.48
94.740, 45.99
94.863, 46.46
94.940, 47.10
95.063, 44.91
95.140, 50.27
95.263, 44.33
95.340, 48.11
95.463, 47.15
95.540, 46.67
95.663, 48.39
95.740, 42.98
95.863, 43.19
95.940, 47.73
96.063, 47.52
96.140, 43.92
96.263, 44.31
96.340, 48.81
96.463, 48.22
96.540, 45.39
96.663, 47.24
96.740, 47.40
96.863, 46.58
96.940, 48.63
97.063, 47.58
97.140, 48.62
97.263, 48.37
97.340, 48.43
97.463, 44.45
97.540, 47.02
97.663, 48.62
97.740, 48.48
97.863, 45.52
97.940, 44.94
98.063, 48.30
98.140, 48.14
98.263, 47.19
98.340, 42.84
98.463, 44.27
98.540, 43.94
98.663, 44.39
98.740, 43.72
98.863, 45.68
98.940, 44.66
99.063, 47.33
99.140, 43.84
99.263, 48.27
99.340, 43.17
99.463, 49.16
99.540, 48.67
99.663, 44.16
99.740, 44.13
99.863, 45.70
99.940, 48.55
100.063, 44.85
100.140, 50.49
100.263, 45.16
100.340, 50.95
100.463, 46.62
100.540, 46.89
100.663, 45.58
100.740, 55.63
100.863, 45.97
100.940, 47.84
101.063, 48.77
101.140, 52.25
101.263, 46.00
101.340, 47.05
101.463, 45.78
101.540, 48.18
101.663, 46.39
101.740, 55.34
101.863, 44.71
101.940, 49.51
102.063, 47.79
102.140, 48.45
102.263, 44.45
102.340, 52.92
102.463, 50.12
102.540, 48.41
102.663, 46.61
102.740, 50.60
102.863, 47.02
102.940, 45.37
103.063, 49.57
103.140, 47.96
103.263, 44.73
103.340, 55.22
103.463, 48.65
103.540, 46.28
103.663, 44.59
103.740, 57.28
103.863, 46.91
103.940, 57.51
104.063, 48.63
104.140, 47.96
104.263, 49.30
104.340, 45.87
104.463, 47.58
104.540, 47.90
104.663, 44.55
104.740, 44.44
104.863, 48.60
104.940, 47.21
105.063, 50.61
105.140, 49.69
105.263, 47.50
105.340, 50.27
105.463, 50.75
105.540, 49.53
105.663, 51.09
105.740, 50.43
105.863, 46.47
105.940, 51.92
106.063, 46.85
106.140, 45.36
106.263, 49.25
106.340, 49.23
106.463, 49.86
106.540, 48.38
106.663, 48.64
106.740, 51.43
106.863, 49.77
106.940, 44.37
107.063, 45.75
107.140, 45.14
107.263, 47.01
107.340, 47.57
107.463, 47.66
107.540, 46.62
107.663, 46.73
107.740, 47.58
107.863, 47.30
107.940, 48.22
108.063, 46.76
108.140, 44.98
108.263, 46.47
108.340, 48.40
108.463, 47.31
108.540, 49.51
108.663, 49.11
108.740, 42.39
108.863, 46.83
108.940, 50.04
109.063, 46.47
109.140, 48.43
109.263, 48.40
109.340, 49.67
109.463, 47.45
109.540, 48.49
109.663, 48.65
109.740, 48.66
109.863, 49.57
109.940, 49.35
110.063, 45.78
110.140, 48.26
110.263, 45.87
110.340, 42.80
110.463, 47.68
110.540, 46.02
110.663, 48.19
110.740, 44.18
110.863, 49.49
110.940, 46.53
111.063, 45.96
111.140, 48.40
111.263, 49.35
111.340, 48.27
111.463, 49.09
111.540, 49.36
111.663, 45.88
111.740, 45.57
111.863, 47.29
111.940, 43.25
112.063, 48.99
112.140, 47.83
112.263, 49.53
112.340, 48.05
112.463, 47.71
112.540, 47.56
112.663, 46.63
112.740, 50.17
112.863, 49.33
112.940, 49.78
113.063, 49.24
113.140, 45.30
113.263, 46.03
113.340, 50.33
113.463, 45.71
113.540, 49.44
113.663, 48.62
113.740, 46.00
113.863, 48.48
113.940, 46.85
114.063, 45.55
114.140, 50.87
114.263, 46.37
114.340, 48.26
114.463, 46.20
114.540, 50.82
114.663, 46.56
114.740, 48.29
114.863, 46.78
114.940, 49.39
115.063, 47.11
115.140, 44.26
115.263, 49.12
115.340, 46.06
115.463, 46.17
115.540, 52.95
115.663, 49.70
115.740, 45.93
115.863, 48.80
115.940, 45.14
116.063, 48.27
116.140, 48.21
116.263, 47.33
116.340, 46.58
116.463, 46.97
116.540, 47.89
116.663, 46.89
116.740, 48.38
116.863, 46.11
116.940, 48.97
117.063, 46.45
117.140, 50.32
117.263, 50.99
117.340, 47.39
117.463, 47.91
117.540, 51.76
117.663, 45.94
117.740, 45.09
117.863, 49.13
117.940, 51.09
118.063, 50.12
118.140, 50.82
118.263, 51.41
118.340, 50.27
118.463, 48.84
118.540, 47.22
118.663, 47.46
118.740, 44.61
118.863, 51.32
118.940, 50.94
119.063, 47.11
119.140, 46.40
119.263, 50.07
119.340, 50.58
119.463, 46.68
119.540, 49.44
119.663, 48.87
119.740, 53.23
119.863, 50.62
119.940, 54.09
120.063, 48.67
120.140, 50.97
120.263, 50.78
120.340, 49.39
120.463, 49.65
120.540, 52.38
120.663, 46.52
120.740, 45.40
120.863, 50.12
120.940, 48.45
121.063, 46.61
121.140, 55.22
121.263, 50.61
121.340, 46.26
121.463, 47.63
121.540, 52.73
121.663, 49.78
121.740, 51.33
121.863, 47.86
121.940, 52.46
122.063, 47.11
122.140, 49.48
122.263, 49.56
122.340, 47.92
122.463, 47.35
122.540, 53.05
122.663, 52.11
122.740, 46.68
122.863, 49.20
122.940, 54.77
123.063, 52.14
123.140, 47.79
123.263, 51.57
123.340, 46.21
123.463, 51.57
123.540, 51.23
123.663, 47.62
123.740, 53.14
123.863, 46.98
123.940, 51.66
124.063, 53.52
124.140, 56.06
124.263, 51.15
124.340, 47.43
124.463, 47.62
124.540, 49.28
124.663, 54.09
124.740, 48.41
124.863, 50.27
124.940, 52.80
125.063, 49.83
125.140, 53.00
125.263, 55.55
125.340, 49.03
125.463, 49.91
125.540, 50.13
125.663, 54.18
125.740, 45.69
125.863, 49.69
125.940, 45.92
126.063, 56.28
126.140, 49.02
126.263, 55.12
126.340, 51.92
126.463, 57.94
126.540, 46.18
126.663, 44.83
126.740, 52.09
126.863, 54.01
126.940, 49.41
127.063, 55.12
127.140, 49.86
127.263, 50.99
127.340, 49.52
127.463, 51.14
127.540, 51.45
127.663, 53.99
127.740, 47.79
127.863, 49.79
127.940, 53.35
128.063, 50.91
128.140, 51.83
128.263, 49.39
128.340, 49.82
128.463, 54.42
128.540, 47.53
128.663, 53.64
128.740, 47.75
128.863, 52.64
128.940, 51.10
129.063, 50.62
129.140, 55.02
129.263, 50.01
129.340, 53.82
129.463, 53.20
129.540, 51.92
129.663, 48.97
129.740, 54.35
129.863, 50.34
129.940, 51.95
130.063, 50.36
130.140, 49.38
130.263, 52.50
130.340, 51.63
130.463, 52.53
130.540, 54.64
130.663, 49.14
130.740, 47.75
130.863, 49.28
130.940, 48.70
131.063, 50.19
131.140, 51.51
131.263, 49.72
131.340, 48.67
131.463, 51.12
131.540, 54.74
131.663, 50.35
131.740, 49.04
131.863, 52.87
131.940, 54.26
132.063, 49.83
132.140, 48.26
132.263, 51.06
132.340, 54.09
132.463, 52.58
132.540, 51.38
132.663, 51.86
132.740, 50.46
132.863, 50.28
132.940, 53.77
133.063, 49.31
133.140, 51.05
133.263, 51.95
133.340, 50.37
133.463, 52.67
133.540, 54.57
133.663, 49.12
133.740, 52.95
133.863, 51.76
133.940, 49.16
134.063, 49.81
134.140, 56.26
134.263, 52.07
134.340, 55.17
134.463, 50.23
134.540, 54.86
134.663, 48.16
134.740, 51.68
134.863, 50.63
134.940, 47.90
135.063, 51.74
135.140, 47.68
135.263, 49.97
135.340, 50.02
135.463, 50.15
135.540, 49.93
135.663, 49.33
135.740, 53.49
135.863, 52.30
135.940, 50.10
136.063, 53.19
136.140, 50.41
136.263, 49.16
136.340, 52.73
136.463, 51.51
136.540, 52.93
136.663, 52.86
136.740, 53.78
136.863, 52.98
136.940, 52.68
137.063, 53.20
137.140, 53.29
137.263, 50.84
137.340, 49.57
137.463, 51.47
137.540, 54.06
137.663, 47.92
137.740, 49.18
137.863, 50.43
137.940, 50.94
138.063, 51.83
138.140, 48.96
138.263, 49.43
138.340, 49.44
138.463, 53.69
138.540, 50.95
138.663, 53.44
138.740, 50.21
138.863, 53.31
138.940, 48.19
139.063, 52.84
139.140, 55.22
139.263, 51.50
139.340, 52.49
139.463, 53.51
139.540, 55.45
139.663, 52.08
139.740, 48.59
139.863, 52.30
139.940, 47.55
140.063, 52.31
140.140, 53.36
140.263, 50.44
140.340, 55.60
140.463, 49.75
140.540, 55.81
140.663, 53.63
140.740, 56.86
140.863, 54.88
140.940, 52.28
141.063, 50.55
141.140, 49.28
141.263, 54.57
141.340, 50.19
141.463, 53.46
141.540, 55.86
141.663, 51.38
141.740, 56.67
141.863, 52.55
141.940, 54.31
142.063, 52.84
142.140, 52.17
142.263, 51.76
142.340, 51.92
142.463, 50.71
142.540, 52.74
142.663, 54.53
142.740, 52.48
142.863, 51.88
142.940, 58.72
143.063, 51.14
143.140, 51.06
143.263, 50.01
143.340, 64.32
143.463, 52.01
143.540, 54.97
143.663, 51.86
143.740, 53.98
143.863, 53.42
143.940, 52.24
144.063, 53.24
144.140, 48.31
144.263, 53.93
144.340, 51.88
144.463, 53.01
144.540, 52.62
144.663, 55.12
144.740, 59.41
144.863, 50.73
144.940, 55.56
145.063, 54.59
145.140, 57.67
145.263, 53.57
145.340, 53.85
145.463, 51.19
145.540, 52.48
145.663, 49.65
145.740, 51.13
145.863, 54.04
145.940, 50.73
146.063, 56.87
146.140, 55.30
146.263, 52.33
146.340, 52.67
146.463, 53.03
146.540, 54.34
146.663, 54.65
146.740, 51.01
146.863, 54.10
146.940, 49.86
147.063, 55.50
147.140, 51.23
147.263, 54.88
147.340, 52.58
147.463, 54.02
147.540, 49.81
147.663, 55.42
147.740, 53.73
147.863, 52.87
147.940, 50.28
148.063, 55.54
148.140, 49.66
148.263, 53.66
148.340, 51.96
148.463, 57.08
148.540, 49.74
148.663, 55.66
148.740, 51.48
148.863, 54.49
148.940, 53.64
149.063, 52.76
149.140, 54.74
149.263, 53.83
149.340, 53.79
149.463, 51.71
149.540, 51.44
149.663, 52.26
149.740, 54.96
149.863, 54.23
149.940, 51.37
150.063, 52.46
150.140, 57.80
150.263, 50.79
150.340, 57.93
150.463, 51.13
150.540, 54.99
150.663, 50.72
150.740, 50.18
150.863, 54.83
150.940, 55.49
151.063, 56.09
151.140, 53.91
151.263, 52.90
151.340, 52.81
151.463, 51.82
151.540, 50.96
151.663, 53.61
151.740, 54.65
151.863, 54.96
151.940, 57.45
152.063, 56.19
152.140, 55.67
152.263, 55.77
152.340, 57.42
152.463, 56.18
152.540, 54.81
152.663, 54.81
152.740, 52.87
152.863, 52.44
152.940, 53.80
153.063, 52.40
153.140, 56.57
153.263, 54.14
153.340, 51.78
153.463, 51.82
153.540, 54.27
153.663, 52.23
153.740, 53.13
153.863, 52.36
153.940, 51.37
154.063, 53.43
154.140, 51.20
154.263, 55.53
154.340, 51.44
154.463, 55.58
154.540, 51.94
154.663, 53.11
154.740, 57.18
154.863, 50.25
154.940, 59.55
155.063, 55.44
155.140, 55.83
155.263, 53.41
