time (sec), voltage (V)
6.060, 1.41
6.144, 1.31
6.153, -0.55
6.153, -0.70
6.261, 1.46
6.343, 1.44
6.352, -0.45
6.354, -0.91
6.450, -0.55
6.452, -0.19
6.460, 1.42
6.544, 1.28
6.552, -0.30
6.552, -0.46
6.660, 1.28
6.743, 1.49
6.753, -0.88
6.755, -1.03
6.849, -0.68
6.850, -0.57
6.860, 1.31
6.943, 1.40
7.060, 1.30
7.143, 1.52
7.153, -0.52
7.153, -0.62
7.154, -1.02
7.156, -1.11
7.251, -0.52
7.252, -0.14
7.260, 1.45
7.343, 1.37
7.450, -0.72
7.450, -0.69
7.452, -0.29
7.452, -0.20
7.461, 1.49
7.544, 1.21
7.552, -0.40
7.554, -1.00
7.660, 1.41
7.743, 1.35
7.753, -0.52
7.755, -1.06
7.852, -0.35
7.853, -0.11
7.860, 1.28
7.943, 1.43
7.952, -0.46
7.955, -1.02
8.060, 1.36
8.143, 1.43
8.151, -0.23
8.152, -0.52
8.250, -0.67
8.251, -0.45
8.260, 1.31
8.343, 1.50
8.352, -0.45
8.354, -0.72
8.355, -1.04
8.355, -1.04
8.460, 1.41
8.544, 1.21
8.552, -0.44
8.554, -0.70
8.555, -0.91
8.555, -1.06
8.659, 1.25
8.744, 1.31
8.754, -0.89
8.754, -0.93
8.859, 1.26
8.944, 1.30
8.953, -0.73
8.955, -1.02
9.051, -0.62
9.052, -0.27
9.060, 1.44
9.143, 1.34
9.154, -0.77
9.154, -0.96
9.252, -0.32
9.253, -0.12
9.260, 1.44
9.343, 1.39
9.352, -0.30
9.353, -0.71
9.355, -0.96
9.356, -1.13
9.451, -0.35
9.453, -0.10
9.460, 1.30
9.544, 1.25
9.660, 1.44
9.743, 1.42
9.754, -0.92
9.756, -1.11
9.851, -0.52
9.853, -0.13
9.860, 1.30
9.943, 1.33
10.060, 1.41
10.143, 1.45
10.154, -0.82
10.155, -0.96
10.250, -0.53
10.252, -0.38
10.261, 1.46
10.343, 1.40
10.352, -0.47
10.354, -0.79
10.452, -0.33
10.453, -0.10
10.460, 1.27
10.543, 1.38
10.551, -0.19
10.554, -1.10
10.652, -0.32
10.653, -0.11
10.660, 1.27
10.743, 1.43
10.751, -0.28
10.752, -0.58
10.860, 1.37
10.944, 1.24
11.049, -0.70
11.050, -0.54
11.060, 1.42
11.144, 1.32
11.153, -0.73
11.155, -1.05
11.252, -0.35
11.253, -0.10
11.260, 1.40
11.344, 1.27
11.352, -0.41
11.354, -0.84
11.460, 1.35
11.544, 1.28
11.554, -0.95
11.554, -1.00
11.647, -1.19
11.647, -1.16
11.660, 1.45
11.744, 1.17
11.752, -0.46
11.754, -0.76
11.755, -0.91
11.756, -1.08
11.849, -0.69
11.850, -0.62
11.860, 1.43
11.944, 1.25
11.951, -0.25
11.956, -1.11
12.052, -0.32
12.052, -0.14
12.060, 1.40
12.143, 1.36
12.155, -0.91
12.156, -1.10
12.260, 1.29
12.344, 1.25
12.450, -0.54
12.452, -0.31
12.460, 1.35
12.543, 1.48
12.553, -0.42
12.553, -0.60
12.555, -0.99
12.556, -1.16
12.651, -0.50
12.652, -0.20
12.660, 1.30
12.744, 1.26
12.752, -0.38
12.756, -1.11
12.861, 1.56
12.943, 1.45
12.951, -0.24
12.954, -0.90
13.060, 1.29
13.144, 1.22
13.251, -0.38
13.253, -0.12
13.260, 1.29
13.344, 1.29
13.355, -1.04
13.356, -1.15
13.450, -0.56
13.452, -0.31
13.460, 1.34
13.544, 1.33
13.551, -0.26
13.552, -0.47
13.554, -0.83
13.555, -0.99
13.651, -0.57
13.651, -0.55
13.661, 1.47
13.743, 1.48
13.860, 1.37
13.943, 1.48
13.952, -0.29
13.956, -1.11
14.052, -0.27
14.053, -0.11
14.060, 1.41
14.143, 1.47
14.151, -0.19
14.156, -1.12
14.252, -0.26
14.253, -0.09
14.260, 1.36
14.344, 1.24
14.351, -0.24
14.353, -0.53
14.460, 1.30
14.543, 1.48
14.551, -0.21
14.552, -0.53
14.652, -0.26
14.652, -0.14
14.660, 1.36
14.743, 1.44
14.752, -0.37
14.754, -0.73
14.860, 1.42
14.943, 1.33
14.951, -0.21
14.953, -0.63
15.060, 1.40
15.143, 1.40
15.152, -0.45
15.156, -1.12
15.252, -0.27
15.253, -0.12
15.260, 1.33
15.345, 1.14
15.351, -0.22
15.352, -0.49
15.354, -0.71
15.354, -0.91
15.460, 1.27
15.543, 1.36
15.553, -0.85
15.556, -1.13
15.652, -0.33
15.652, -0.13
15.660, 1.30
15.743, 1.39
15.753, -0.51
15.753, -0.56
15.754, -1.00
15.756, -1.11
15.861, 1.49
15.943, 1.48
15.952, -0.42
15.954, -1.09
16.050, -0.53
16.052, -0.25
16.059, 1.25
16.145, 1.09
16.151, -0.22
16.153, -0.65
16.250, -0.52
16.252, -0.28
16.260, 1.35
16.343, 1.38
16.452, -0.28
16.452, -0.15
16.459, 1.25
16.543, 1.40
16.651, -0.52
16.651, -0.47
16.660, 1.31
16.744, 1.17
16.751, -0.23
16.753, -0.54
16.755, -1.13
16.755, -1.15
16.850, -0.57
16.853, -0.11
16.860, 1.32
16.943, 1.41
16.951, -0.21
16.954, -0.75
17.050, -0.64
17.052, -0.33
17.060, 1.41
17.144, 1.21
17.154, -1.03
17.154, -1.06
17.250, -0.51
17.252, -0.32
17.260, 1.40
17.344, 1.16
17.352, -0.26
17.352, -0.38
17.449, -0.80
17.451, -0.62
17.452, -0.31
17.452, -0.14
17.460, 1.31
17.543, 1.49
17.544, 1.25
17.544, 1.23
17.554, -0.96
17.554, -1.08
17.660, 1.36
17.743, 1.35
17.754, -0.98
17.754, -1.09
17.859, 1.24
17.943, 1.41
17.952, -0.36
17.952, -0.46
18.050, -0.63
18.052, -0.35
18.060, 1.27
18.144, 1.15
18.155, -0.91
18.156, -1.12
18.252, -0.29
18.253, -0.07
18.260, 1.42
18.344, 1.32
18.460, 1.41
18.544, 1.19
18.650, -0.54
18.652, -0.33
18.659, 1.16
18.743, 1.36
18.752, -0.49
18.755, -1.13
18.851, -0.52
18.853, -0.08
18.860, 1.29
18.943, 1.45
18.953, -0.47
18.954, -0.95
19.060, 1.27
19.144, 1.32
19.152, -0.27
19.156, -1.12
19.259, 1.14
19.343, 1.50
19.355, -0.96
19.356, -1.09
19.460, 1.27
19.543, 1.40
19.552, -0.40
19.556, -1.11
19.659, 1.15
19.743, 1.35
19.755, -0.99
19.756, -1.12
19.850, -0.63
19.852, -0.21
19.860, 1.38
19.944, 1.22
19.952, -0.45
19.955, -1.06
20.060, 1.41
20.143, 1.48
20.151, -0.20
20.152, -0.50
20.261, 1.51
20.342, 1.63
20.342, 1.62
20.343, 1.34
20.450, -0.51
20.453, -0.11
20.460, 1.43
20.544, 1.32
20.552, -0.45
20.554, -0.98
20.651, -0.58
20.651, -0.46
20.660, 1.33
20.744, 1.32
20.751, -0.22
20.752, -0.47
20.755, -0.88
20.756, -1.12
20.860, 1.31
20.943, 1.42
20.955, -1.00
20.955, -1.06
21.060, 1.45
21.143, 1.47
21.152, -0.27
21.155, -1.03
21.260, 1.43
21.343, 1.44
21.351, -0.24
21.352, -0.47
21.449, -0.75
21.452, -0.30
21.460, 1.32
21.544, 1.30
21.552, -0.43
21.555, -1.10
21.649, -0.81
21.651, -0.57
21.652, -0.31
21.653, -0.12
21.659, 1.12
21.743, 1.49
21.860, 1.28
21.944, 1.22
21.952, -0.45
21.955, -1.10
22.049, -0.69
22.050, -0.56
22.060, 1.43
22.143, 1.50
22.153, -0.76
22.155, -1.08
22.260, 1.34
22.261, 1.50
22.261, 1.56
22.343, 1.50
22.351, -0.19
22.353, -0.77
22.460, 1.30
22.544, 1.23
22.651, -0.51
22.652, -0.25
22.660, 1.32
22.743, 1.49
22.751, -0.24
22.754, -0.77
22.850, -0.57
22.852, -0.32
22.860, 1.42
22.943, 1.44
22.951, -0.18
22.952, -0.43
22.954, -0.87
22.956, -1.12
23.050, -0.53
23.052, -0.31
23.060, 1.45
23.143, 1.51
23.152, -0.48
23.154, -0.96
23.155, -1.01
23.156, -1.11
23.250, -0.56
23.252, -0.30
23.260, 1.39
23.343, 1.47
23.351, -0.22
23.354, -0.83
23.355, -1.04
23.355, -1.05
23.452, -0.34
23.453, -0.10
23.460, 1.40
23.544, 1.21
23.554, -0.75
23.555, -1.15
23.652, -0.31
23.652, -0.13
23.660, 1.43
23.744, 1.23
23.852, -0.32
23.852, -0.14
23.860, 1.36
23.943, 1.48
23.951, -0.26
23.952, -0.47
23.954, -0.80
23.955, -1.07
24.050, -0.57
24.052, -0.25
24.060, 1.45
24.143, 1.33
24.251, -0.52
24.251, -0.48
24.260, 1.30
24.343, 1.37
24.450, -0.55
24.451, -0.34
24.460, 1.27
24.543, 1.44
24.651, -0.57
24.652, -0.35
24.660, 1.32
24.743, 1.35
24.850, -0.60
24.852, -0.31
24.860, 1.36
24.943, 1.41
24.953, -0.41
24.955, -1.11
25.050, -0.57
25.052, -0.13
25.060, 1.36
25.143, 1.42
25.252, -0.30
25.252, -0.17
25.260, 1.41
25.343, 1.38
25.355, -0.99
25.356, -1.07
25.450, -0.54
25.452, -0.14
25.460, 1.35
25.543, 1.44
25.552, -0.22
25.552, -0.35
25.555, -0.98
25.556, -1.11
25.650, -0.62
25.652, -0.25
25.660, 1.38
25.743, 1.40
25.860, 1.40
25.943, 1.45
25.953, -0.79
25.955, -1.04
26.061, 1.49
26.143, 1.45
26.153, -0.67
26.155, -1.09
26.260, 1.29
26.344, 1.24
26.352, -0.56
26.354, -0.98
26.354, -1.06
26.356, -1.12
26.452, -0.31
26.453, -0.10
26.460, 1.42
26.543, 1.37
26.551, -0.24
26.553, -0.51
26.554, -0.79
26.554, -0.94
26.556, -1.17
26.556, -1.17
26.652, -0.36
26.653, -0.10
26.660, 1.30
26.744, 1.24
26.752, -0.29
26.752, -0.53
26.753, -0.85
26.755, -0.99
26.851, -0.40
26.852, -0.14
26.860, 1.43
26.943, 1.48
26.951, -0.23
26.952, -0.52
27.060, 1.27
27.144, 1.29
27.152, -0.30
27.152, -0.35
27.250, -0.62
27.253, -0.12
27.260, 1.29
27.343, 1.49
27.351, -0.20
27.356, -1.07
27.450, -0.51
27.453, -0.09
27.460, 1.43
27.544, 1.30
27.551, -0.22
27.553, -0.59
27.555, -0.93
27.556, -1.12
27.652, -0.34
27.653, -0.09
27.660, 1.44
27.743, 1.39
27.753, -0.57
27.753, -0.73
27.850, -0.55
27.852, -0.30
27.860, 1.29
27.943, 1.48
27.951, -0.21
27.952, -0.49
27.954, -0.90
27.955, -1.10
28.052, -0.32
28.052, -0.14
28.061, 1.46
28.143, 1.36
28.260, 1.28
28.343, 1.36
28.355, -1.12
28.355, -1.16
28.460, 1.41
28.544, 1.27
28.554, -0.86
28.555, -1.02
28.660, 1.36
28.743, 1.45
28.751, -0.22
28.752, -0.46
28.860, 1.30
28.943, 1.35
29.059, 1.26
29.143, 1.44
29.155, -0.97
29.155, -1.02
29.250, -0.56
29.253, -0.11
29.260, 1.29
29.343, 1.37
29.351, -0.25
29.356, -1.12
29.460, 1.41
29.544, 1.29
29.554, -0.84
29.555, -1.10
29.659, 1.25
29.744, 1.23
29.852, -0.27
29.852, -0.20
29.860, 1.31
29.944, 1.26
29.954, -0.66
29.956, -1.14
30.060, 1.42
30.143, 1.43
30.151, -0.20
30.152, -0.36
30.154, -0.99
30.156, -1.11
30.260, 1.36
30.343, 1.44
30.352, -0.35
30.354, -0.86
30.452, -0.34
30.453, -0.11
30.460, 1.41
30.544, 1.26
30.554, -0.94
30.554, -0.99
30.660, 1.41
30.743, 1.44
30.751, -0.23
30.753, -0.65
30.754, -0.84
30.756, -1.09
30.852, -0.29
30.853, -0.11
30.860, 1.29
30.943, 1.38
30.951, -0.27
30.952, -0.44
30.954, -0.65
30.954, -0.86
31.060, 1.42
31.143, 1.37
31.153, -0.61
31.156, -1.11
31.250, -0.62
31.253, -0.08
31.259, 1.24
31.344, 1.24
31.351, -0.18
31.352, -0.41
31.449, -0.80
31.451, -0.59
31.460, 1.34
31.544, 1.28
31.551, -0.25
31.555, -0.91
31.660, 1.38
31.744, 1.29
31.752, -0.54
31.753, -0.71
31.852, -0.29
31.852, -0.18
31.860, 1.39
31.943, 1.40
31.951, -0.20
31.952, -0.44
32.060, 1.34
32.143, 1.41
32.152, -0.32
32.152, -0.49
32.250, -0.55
32.252, -0.31
32.260, 1.35
32.343, 1.35
32.355, -0.99
32.356, -1.11
32.460, 1.28
32.544, 1.15
32.551, -0.21
32.552, -0.47
32.553, -0.65
32.556, -1.11
32.652, -0.23
32.652, -0.16
32.661, 1.48
32.744, 1.21
32.752, -0.47
32.754, -1.05
32.859, 1.26
32.944, 1.21
32.953, -0.45
32.953, -0.54
33.059, 1.26
33.144, 1.28
33.152, -0.52
33.155, -1.07
33.252, -0.26
33.253, -0.11
33.260, 1.31
33.343, 1.36
33.355, -0.94
33.356, -1.11
33.459, 1.23
33.543, 1.43
33.553, -0.77
33.555, -0.99
33.660, 1.36
33.744, 1.28
33.849, -0.82
33.851, -0.53
33.860, 1.27
33.944, 1.31
33.952, -0.32
33.954, -0.81
33.954, -0.95
33.956, -1.09
34.059, 1.17
34.143, 1.37
34.152, -0.34
34.154, -0.84
34.154, -0.98
34.155, -1.13
34.250, -0.57
34.252, -0.23
34.259, 1.13
34.343, 1.35
34.352, -0.48
34.354, -0.94
34.459, 1.19
34.544, 1.30
34.552, -0.30
34.556, -1.11
34.660, 1.31
34.743, 1.37
34.753, -0.68
34.755, -0.99
34.852, -0.31
34.853, -0.12
34.860, 1.30
34.943, 1.36
34.951, -0.20
34.952, -0.42
34.955, -0.95
34.956, -1.12
35.051, -0.62
35.051, -0.46
35.060, 1.27
35.144, 1.27
35.152, -0.24
35.152, -0.31
35.260, 1.31
35.343, 1.35
35.460, 1.26
35.544, 1.21
35.551, -0.19
35.552, -0.38
35.555, -0.99
35.556, -1.12
35.650, -0.54
35.653, -0.07
35.660, 1.38
35.743, 1.36
35.752, -0.21
35.755, -0.99
35.860, 1.29
35.944, 1.19
35.952, -0.37
35.955, -1.03
36.051, -0.53
36.051, -0.36
36.060, 1.42
36.143, 1.39
36.155, -1.01
36.155, -1.03
36.260, 1.33
36.343, 1.46
36.352, -0.21
36.352, -0.36
36.354, -0.96
36.355, -1.09
36.451, -0.59
36.452, -0.33
36.460, 1.31
36.544, 1.18
36.551, -0.20
36.555, -1.06
36.650, -0.71
36.650, -0.70
36.660, 1.28
36.744, 1.19
36.752, -0.32
36.752, -0.50
36.859, 1.22
36.943, 1.47
37.060, 1.37
37.144, 1.28
37.152, -0.39
37.156, -1.12
37.260, 1.40
37.343, 1.44
37.354, -0.97
37.356, -1.14
37.450, -0.52
37.452, -0.31
37.459, 1.15
37.543, 1.37
37.551, -0.23
37.554, -1.06
37.660, 1.31
37.744, 1.21
37.751, -0.20
37.752, -0.47
37.753, -0.77
37.755, -1.08
37.849, -0.69
37.850, -0.50
37.852, -0.27
37.852, -0.17
37.860, 1.38
37.944, 1.22
38.052, -0.19
38.052, -0.19
38.059, 1.16
38.059, 1.18
38.060, 1.40
38.143, 1.36
38.151, -0.22
38.152, -0.42
38.260, 1.33
38.343, 1.43
38.351, -0.22
38.354, -1.02
38.450, -0.55
38.450, -0.51
38.460, 1.39
38.544, 1.17
38.651, -0.57
38.652, -0.31
38.660, 1.43
38.744, 1.19
38.860, 1.37
38.944, 1.20
38.952, -0.30
38.953, -0.59
39.049, -0.75
39.052, -0.31
39.060, 1.41
39.144, 1.25
39.152, -0.36
39.156, -1.11
39.250, -0.54
39.252, -0.28
39.260, 1.27
39.344, 1.17
39.352, -0.42
39.354, -0.79
39.355, -0.96
39.356, -1.12
39.451, -0.52
39.451, -0.40
39.459, 1.25
39.544, 1.18
39.552, -0.43
39.554, -0.92
39.650, -0.57
39.652, -0.35
39.659, 1.17
39.744, 1.26
39.751, -0.23
39.752, -0.49
39.755, -1.05
39.755, -1.08
39.849, -0.75
39.850, -0.62
39.860, 1.36
39.943, 1.34
39.953, -0.59
39.953, -0.74
40.060, 1.41
40.143, 1.33
40.152, -0.39
40.155, -1.08
40.260, 1.40
40.343, 1.39
40.352, -0.26
40.352, -0.33
40.354, -0.77
40.355, -0.95
40.460, 1.38
40.544, 1.31
40.555, -0.95
40.556, -1.09
40.649, -0.71
40.653, -0.10
40.660, 1.31
40.743, 1.35
40.751, -0.21
40.754, -0.95
40.850, -0.59
40.852, -0.28
40.860, 1.31
40.944, 1.28
40.953, -0.44
40.954, -0.68
41.059, 1.26
41.144, 1.29
41.151, -0.27
41.152, -0.56
41.260, 1.30
41.344, 1.22
41.354, -0.91
41.356, -1.11
41.460, 1.38
41.543, 1.43
41.554, -0.77
41.556, -1.16
41.660, 1.39
41.744, 1.30
41.752, -0.48
41.753, -0.73
41.852, -0.28
41.853, -0.12
41.860, 1.29
41.944, 1.19
41.951, -0.23
41.954, -0.83
42.060, 1.30
42.144, 1.26
42.151, -0.21
42.153, -0.72
42.250, -0.67
42.250, -0.60
42.260, 1.42
42.344, 1.33
42.450, -0.58
42.452, -0.13
42.460, 1.40
42.544, 1.19
42.554, -1.01
42.556, -1.11
42.652, -0.37
42.653, -0.10
42.659, 1.21
42.743, 1.43
42.860, 1.40
42.944, 1.24
42.952, -0.46
42.954, -0.72
43.060, 1.39
43.144, 1.20
43.151, -0.17
43.154, -0.88
43.155, -0.98
43.156, -1.11
43.252, -0.35
43.253, -0.11
43.260, 1.27
43.343, 1.43
43.449, -0.79
43.451, -0.58
43.460, 1.39
43.544, 1.26
43.659, 1.16
43.659, 1.20
43.660, 1.41
43.744, 1.20
43.754, -0.81
43.756, -1.16
43.860, 1.41
43.944, 1.29
44.060, 1.32
44.143, 1.41
44.153, -0.50
44.153, -0.63
44.260, 1.37
44.343, 1.44
44.352, -0.28
44.354, -0.73
44.460, 1.36
44.543, 1.36
44.551, -0.23
44.552, -0.44
44.660, 1.32
44.743, 1.44
44.752, -0.32
44.752, -0.44
44.850, -0.50
44.852, -0.25
44.859, 1.23
44.944, 1.17
44.951, -0.24
44.952, -0.55
44.954, -0.97
44.956, -1.14
45.052, -0.26
45.052, -0.14
45.060, 1.27
45.144, 1.17
45.151, -0.24
45.154, -0.73
45.155, -0.93
45.155, -1.00
45.251, -0.54
45.251, -0.41
45.260, 1.44
45.343, 1.43
45.351, -0.21
45.354, -0.82
45.450, -0.56
45.452, -0.23
45.460, 1.29
45.544, 1.32
45.551, -0.20
45.553, -0.81
45.555, -1.00
45.556, -1.11
45.647, -1.21
45.647, -1.16
45.652, -0.37
45.653, -0.11
45.660, 1.35
45.743, 1.42
45.851, -0.46
45.851, -0.33
45.860, 1.32
45.944, 1.27
45.953, -0.73
45.955, -1.06
46.060, 1.35
46.144, 1.23
46.151, -0.23
46.152, -0.48
46.250, -0.59
46.253, -0.11
46.260, 1.28
46.343, 1.46
46.352, -0.47
46.354, -0.70
46.450, -0.56
46.452, -0.30
46.460, 1.28
46.544, 1.22
46.650, -0.61
46.652, -0.15
46.660, 1.27
46.744, 1.18
46.751, -0.25
46.752, -0.48
46.860, 1.32
46.943, 1.38
47.052, -0.30
47.052, -0.12
47.060, 1.39
47.143, 1.34
47.153, -0.69
47.155, -1.03
47.250, -0.52
47.252, -0.35
47.260, 1.37
47.344, 1.33
47.351, -0.24
47.354, -1.09
47.452, -0.22
47.452, -0.15
47.460, 1.37
47.544, 1.17
47.554, -0.95
47.556, -1.11
47.660, 1.40
47.743, 1.42
47.755, -1.10
47.755, -1.11
47.860, 1.33
47.944, 1.22
47.953, -0.84
47.954, -1.07
48.050, -0.57
48.052, -0.30
48.060, 1.40
48.144, 1.23
48.260, 1.28
48.345, 1.09
48.353, -0.50
48.354, -0.77
48.355, -1.02
48.355, -1.05
48.450, -0.58
48.452, -0.22
48.459, 1.22
48.543, 1.35
48.554, -0.75
48.555, -1.04
48.650, -0.70
48.650, -0.61
48.659, 1.26
48.743, 1.48
48.755, -0.92
48.756, -1.10
48.860, 1.41
48.944, 1.18
48.951, -0.22
48.953, -0.51
48.953, -0.70
48.956, -1.13
49.052, -0.24
49.052, -0.16
49.060, 1.27
49.143, 1.40
49.153, -0.47
49.155, -0.97
49.251, -0.42
49.253, -0.10
49.260, 1.27
49.343, 1.39
49.351, -0.24
49.354, -0.90
49.354, -0.97
49.356, -1.10
49.450, -0.65
49.453, -0.10
49.460, 1.38
49.544, 1.28
49.551, -0.21
49.553, -0.72
49.659, 1.21
49.744, 1.14
49.752, -0.36
49.754, -0.88
49.851, -0.45
49.851, -0.45
49.860, 1.28
49.943, 1.37
49.951, -0.20
49.952, -0.39
50.050, -0.55
50.053, -0.11
50.060, 1.27
50.144, 1.17
50.155, -0.95
50.156, -1.07
50.260, 1.38
50.345, 1.04
50.452, -0.32
50.452, -0.16
50.459, 1.26
50.545, 1.05
50.650, -0.57
50.652, -0.12
50.660, 1.37
50.743, 1.42
50.752, -0.39
50.754, -0.96
50.859, 1.25
50.944, 1.32
50.945, 1.06
50.945, 1.04
50.952, -0.42
50.954, -0.73
50.955, -1.00
50.955, -1.01
51.049, -0.71
51.052, -0.35
51.060, 1.44
51.143, 1.44
51.152, -0.43
51.154, -0.79
51.155, -0.99
51.155, -1.06
51.260, 1.29
51.343, 1.38
51.353, -0.41
51.355, -1.05
51.451, -0.49
51.453, -0.08
51.460, 1.26
51.544, 1.19
51.555, -0.95
51.556, -1.11
51.652, -0.27
51.652, -0.12
51.660, 1.36
51.744, 1.17
51.753, -0.75
51.754, -1.10
51.850, -0.60
51.852, -0.34
51.860, 1.28
51.943, 1.45
51.951, -0.22
51.952, -0.49
51.955, -0.91
51.956, -1.12
52.059, 1.20
52.143, 1.35
52.151, -0.23
52.154, -0.69
52.251, -0.56
52.251, -0.49
52.260, 1.26
52.344, 1.19
52.354, -0.86
52.355, -1.02
52.450, -0.68
52.452, -0.34
52.459, 1.21
52.543, 1.52
52.552, -0.50
52.553, -0.71
52.555, -0.91
52.556, -1.10
52.652, -0.34
52.653, -0.12
52.660, 1.29
52.744, 1.25
52.751, -0.25
52.752, -0.45
52.850, -0.56
52.852, -0.37
52.859, 1.12
52.943, 1.45
52.953, -0.61
52.956, -1.12
53.051, -0.35
53.053, -0.08
53.060, 1.37
53.143, 1.48
53.154, -0.97
53.154, -1.09
53.250, -0.63
53.252, -0.33
53.259, 1.14
53.343, 1.37
53.351, -0.18
53.354, -1.09
53.459, 1.25
53.543, 1.47
53.544, 1.25
53.544, 1.24
53.552, -0.48
53.556, -1.08
53.651, -0.36
53.652, -0.13
53.659, 1.12
53.743, 1.42
53.752, -0.21
53.752, -0.39
53.755, -0.95
53.756, -1.11
53.852, -0.31
53.853, -0.07
53.860, 1.27
53.944, 1.21
53.954, -0.98
53.956, -1.09
54.059, 1.26
54.143, 1.50
54.152, -0.28
54.152, -0.50
54.154, -0.85
54.156, -1.11
54.260, 1.30
54.343, 1.47
54.352, -0.57
54.354, -0.95
54.450, -0.54
54.451, -0.38
54.459, 1.26
54.543, 1.47
54.552, -0.25
54.552, -0.31
54.554, -0.87
54.555, -1.05
54.660, 1.34
54.744, 1.32
54.754, -0.86
54.756, -1.11
54.859, 1.15
54.944, 1.31
54.951, -0.27
54.952, -0.52
54.954, -0.88
54.954, -1.06
55.050, -0.54
55.052, -0.14
55.059, 1.14
55.144, 1.27
55.251, -0.56
55.251, -0.48
55.260, 1.29
55.344, 1.31
55.354, -0.97
55.354, -1.02
55.452, -0.27
55.452, -0.13
55.460, 1.41
55.544, 1.30
55.552, -0.23
55.552, -0.52
55.553, -0.82
55.554, -1.03
55.650, -0.61
55.652, -0.24
55.659, 1.10
55.660, 1.35
55.660, 1.37
55.744, 1.30
55.752, -0.40
55.754, -0.85
55.850, -0.52
55.852, -0.23
55.860, 1.41
55.943, 1.35
55.953, -0.52
55.953, -0.56
56.050, -0.53
56.052, -0.34
56.060, 1.30
56.143, 1.48
56.155, -0.96
56.155, -1.03
56.259, 1.14
56.344, 1.21
56.450, -0.64
56.451, -0.52
56.459, 1.14
56.459, 1.24
56.460, 1.41
56.543, 1.46
56.554, -0.92
56.555, -1.09
56.650, -0.66
56.652, -0.36
56.659, 1.14
56.743, 1.38
56.752, -0.27
56.752, -0.35
56.754, -0.76
56.754, -0.95
56.850, -0.55
56.851, -0.41
56.859, 1.12
56.944, 1.28
56.952, -0.21
56.954, -1.08
57.050, -0.64
57.052, -0.32
57.059, 1.22
57.144, 1.26
57.259, 1.11
57.344, 1.26
57.354, -0.88
57.354, -0.94
57.452, -0.24
57.452, -0.18
57.460, 1.38
57.543, 1.43
57.555, -1.03
57.556, -1.16
57.650, -0.49
57.652, -0.35
57.659, 1.18
57.744, 1.33
57.849, -0.81
57.851, -0.65
57.860, 1.33
57.944, 1.32
58.060, 1.32
58.143, 1.41
58.152, -0.48
58.154, -0.98
58.251, -0.41
58.253, -0.11
58.260, 1.29
58.344, 1.26
58.355, -0.93
58.356, -1.13
58.452, -0.22
58.452, -0.19
58.460, 1.41
58.544, 1.25
58.551, -0.21
58.552, -0.47
58.649, -0.71
58.650, -0.62
58.660, 1.30
58.744, 1.28
58.860, 1.37
58.944, 1.23
58.953, -0.47
58.956, -1.13
59.060, 1.33
59.143, 1.39
