time (sec), current (uA)
20.263, 70.03
20.340, 65.82
20.463, 70.03
20.540, 65.32
20.663, 66.07
20.740, 69.56
20.863, 68.33
20.940, 70.56
21.063, 65.07
21.140, 70.57
21.263, 67.56
21.340, 70.23
21.463, 63.17
21.540, 68.74
21.663, 66.84
21.740, 68.64
21.863, 65.72
21.940, 67.67
22.063, 69.42
22.140, 66.69
22.263, 68.73
22.340, 67.40
22.463, 64.29
22.540, 66.69
22.663, 61.90
22.740, 71.85
22.863, 65.45
22.940, 71.35
23.063, 65.58
23.140, 70.10
23.263, 69.93
23.340, 67.75
23.463, 66.45
23.540, 69.15
23.663, 63.61
23.740, 74.03
23.863, 67.49
23.940, 68.48
24.063, 65.29
24.140, 62.73
24.263, 64.41
24.340, 66.05
24.463, 67.23
24.540, 70.89
24.663, 69.77
24.740, 66.61
24.863, 67.03
24.940, 67.27
25.063, 62.94
25.140, 67.05
25.263, 64.19
25.340, 71.85
25.463, 65.88
25.540, 68.19
25.663, 71.14
25.740, 68.69
25.863, 62.31
25.940, 64.43
26.063, 67.27
26.140, 66.12
26.263, 67.77
26.340, 64.41
26.463, 67.15
26.540, 67.43
26.663, 60.22
26.740, 64.33
26.863, 67.97
26.940, 66.52
27.063, 65.59
27.140, 63.94
27.263, 65.01
27.340, 63.15
27.463, 66.45
27.540, 62.36
27.663, 65.28
27.740, 68.96
27.863, 65.40
27.940, 68.63
28.063, 65.13
28.140, 70.13
28.263, 59.90
28.340, 59.83
28.463, 67.19
28.540, 65.52
28.663, 65.35
28.740, 65.23
28.863, 64.72
28.940, 61.08
29.063, 65.35
29.140, 64.48
29.263, 68.05
29.340, 63.84
29.463, 66.75
29.540, 60.93
29.663, 66.61
29.740, 63.17
29.863, 64.42
29.940, 63.86
30.063, 67.12
30.140, 66.19
30.263, 64.33
30.340, 64.38
30.463, 66.49
30.540, 66.87
30.663, 66.41
30.740, 61.35
30.863, 64.43
30.940, 62.96
31.063, 65.34
31.140, 67.50
31.263, 65.58
31.340, 63.82
31.463, 65.57
31.540, 61.35
31.663, 63.73
31.740, 65.56
31.863, 66.97
31.940, 63.76
32.063, 64.61
32.140, 64.09
32.263, 65.26
32.340, 64.64
32.463, 66.37
32.540, 63.26
32.663, 63.59
32.740, 62.81
32.863, 61.60
32.940, 66.19
33.063, 61.28
33.140, 68.26
33.263, 63.13
33.340, 65.37
33.463, 60.23
33.540, 61.56
33.663, 62.37
33.740, 65.16
33.863, 65.14
33.940, 64.77
34.063, 66.40
34.140, 62.71
34.263, 64.19
34.340, 61.87
34.463, 66.33
34.540, 61.89
34.663, 63.23
34.740, 62.74
34.863, 66.58
34.940, 63.92
35.063, 65.12
35.140, 62.24
35.263, 66.62
35.340, 63.56
35.463, 61.75
35.540, 63.08
35.663, 59.92
35.740, 67.33
35.863, 61.31
35.940, 65.46
36.063, 63.70
36.140, 62.15
36.263, 64.38
36.340, 67.19
36.463, 66.35
36.540, 61.42
36.663, 64.00
36.740, 63.70
36.863, 65.53
36.940, 59.72
37.063, 66.45
37.140, 64.53
37.263, 61.05
37.340, 61.69
37.463, 61.54
37.540, 64.94
37.663, 62.51
37.740, 68.59
37.863, 63.11
37.940, 56.54
38.063, 65.68
38.140, 69.01
38.263, 62.74
38.340, 63.31
38.463, 64.19
38.540, 66.58
38.663, 63.44
38.740, 67.28
38.863, 64.10
38.940, 64.02
39.063, 63.19
39.140, 64.56
39.263, 63.24
39.340, 64.52
39.463, 63.71
39.540, 61.87
39.663, 65.28
39.740, 64.16
39.863, 59.87
39.940, 60.41
40.063, 62.69
40.140, 64.40
40.263, 67.48
40.340, 60.94
40.463, 59.99
40.540, 64.65
40.663, 62.12
40.740, 62.80
40.863, 59.88
40.940, 64.35
41.063, 64.75
41.140, 59.98
41.263, 63.26
41.340, 64.16
41.463, 69.06
41.540, 63.79
41.663, 68.38
41.740, 62.02
41.863, 62.12
41.940, 64.99
42.063, 61.87
42.140, 69.00
42.263, 61.64
42.340, 71.73
42.463, 62.91
42.540, 67.86
42.663, 65.53
42.740, 60.29
42.863, 61.25
42.940, 64.52
43.063, 65.44
43.140, 62.65
43.263, 64.92
43.340, 62.39
43.463, 68.24
43.540, 61.92
43.663, 64.59
43.740, 66.68
43.863, 65.08
43.940, 63.51
44.063, 65.94
44.140, 62.45
44.263, 65.30
44.340, 64.78
44.463, 64.00
44.540, 65.72
44.663, 60.40
44.740, 68.79
44.863, 63.21
44.940, 65.37
45.063, 60.85
45.140, 66.59
45.263, 63.70
45.340, 62.02
45.463, 63.83
45.540, 63.15
45.663, 64.97
45.740, 60.85
45.863, 64.43
45.940, 60.27
46.063, 66.68
46.140, 63.65
46.263, 62.87
46.340, 62.81
46.463, 65.88
46.540, 69.50
46.663, 66.10
46.740, 63.83
46.863, 65.50
46.940, 67.25
47.063, 66.07
47.140, 60.79
47.263, 65.86
47.340, 68.36
47.463, 65.67
47.540, 63.08
47.663, 67.36
47.740, 66.34
47.863, 65.16
47.940, 65.24
48.063, 62.35
48.140, 61.76
48.263, 62.29
48.340, 65.57
48.463, 60.74
48.540, 65.50
48.663, 69.93
48.740, 69.66
48.863, 61.09
48.940, 60.37
49.063, 65.65
49.140, 68.39
49.263, 68.62
49.340, 71.41
49.463, 67.31
49.540, 57.43
49.663, 65.01
49.740, 66.50
49.863, 59.90
49.940, 61.10
50.063, 63.04
50.140, 64.11
50.263, 61.88
50.340, 65.82
50.463, 59.66
50.540, 64.22
50.663, 66.92
50.740, 64.28
50.863, 66.26
50.940, 67.54
51.063, 65.08
51.140, 64.02
51.263, 64.89
51.340, 67.72
51.463, 61.91
51.540, 62.05
51.663, 67.25
51.740, 66.68
51.863, 66.36
51.940, 61.12
52.063, 61.28
52.140, 64.46
52.263, 63.04
52.340, 72.43
52.463, 64.90
52.540, 60.50
52.663, 64.92
52.740, 59.40
52.863, 63.07
52.940, 65.72
53.063, 69.68
53.140, 67.70
53.263, 62.01
53.340, 63.36
53.463, 62.94
53.540, 64.30
53.663, 59.42
53.740, 60.56
53.863, 65.54
53.940, 67.47
54.063, 63.77
54.140, 64.69
54.263, 69.61
54.340, 65.47
54.463, 64.75
54.540, 65.96
54.663, 67.49
54.740, 66.11
54.863, 64.45
54.940, 68.51
55.063, 64.43
55.140, 68.68
55.263, 66.46
55.340, 66.24
55.463, 66.10
55.540, 72.55
55.663, 70.56
55.740, 64.15
55.863, 65.46
55.940, 69.68
56.063, 68.25
56.140, 67.24
56.263, 71.81
56.340, 67.20
56.463, 68.87
56.540, 70.47
56.663, 73.65
56.740, 65.42
56.863, 74.04
56.940, 66.59
57.063, 69.61
57.140, 66.75
57.263, 71.71
57.340, 65.39
57.463, 66.94
57.540, 70.59
57.663, 68.63
57.740, 66.80
57.863, 79.32
57.940, 75.46
58.063, 68.12
58.140, 70.89
58.263, 70.49
58.340, 67.65
58.463, 70.79
58.540, 69.19
58.663, 70.55
58.740, 71.68
58.863, 69.66
58.940, 75.32
59.063, 75.54
59.140, 68.44
59.263, 72.93
59.340, 71.08
59.463, 73.32
59.540, 73.75
59.663, 69.90
59.740, 72.18
59.863, 73.04
59.940, 69.98
60.063, 71.18
60.140, 71.14
60.263, 69.88
60.340, 71.38
60.463, 70.06
60.540, 68.53
60.663, 68.74
60.740, 67.78
60.863, 66.91
60.940, 73.87
61.063, 73.46
61.140, 71.39
61.263, 72.25
61.340, 70.68
61.463, 74.10
61.540, 66.76
61.663, 75.44
61.740, 72.27
61.863, 72.83
61.940, 76.83
62.063, 75.11
62.140, 72.39
62.263, 71.69
62.340, 72.04
62.463, 80.26
62.540, 75.00
62.663, 74.12
62.740, 73.37
62.863, 78.23
62.940, 70.14
63.063, 77.06
63.140, 68.77
63.263, 76.18
63.340, 71.98
63.463, 75.88
63.540, 72.63
63.663, 74.65
63.740, 75.84
63.863, 71.34
63.940, 72.53
64.063, 78.77
64.140, 73.58
64.263, 77.34
64.340, 76.45
64.463, 72.08
64.540, 68.04
64.663, 74.99
64.740, 79.77
64.863, 73.85
64.940, 71.80
65.063, 78.79
65.140, 73.04
65.263, 79.89
65.340, 77.17
65.463, 70.76
65.540, 71.95
65.663, 78.22
65.740, 73.85
65.863, 74.01
65.940, 74.01
66.063, 74.96
66.140, 71.06
66.263, 76.37
66.340, 72.36
66.463, 77.34
66.540, 74.08
66.663, 80.90
66.740, 77.40
66.863, 78.15
66.940, 77.07
67.063, 74.38
67.140, 72.08
67.263, 76.55
67.340, 71.95
67.463, 77.72
67.540, 71.09
67.663, 75.33
67.740, 73.64
67.863, 81.49
67.940, 77.77
68.063, 70.15
68.140, 75.14
68.263, 78.04
68.340, 71.19
68.463, 68.99
68.540, 74.60
68.663, 83.70
68.740, 69.26
68.863, 75.32
68.940, 76.18
69.063, 73.69
69.140, 72.36
69.263, 79.49
69.340, 72.00
69.463, 76.86
69.540, 75.80
69.663, 74.91
69.740, 75.86
69.863, 72.74
69.940, 76.74
70.063, 79.20
70.140, 72.26
70.263, 77.11
70.340, 71.33
70.463, 83.60
70.540, 79.29
70.663, 78.73
70.740, 75.81
70.863, 83.82
70.940, 71.51
71.063, 78.82
71.140, 72.44
71.263, 74.73
71.340, 75.31
71.463, 71.42
71.540, 80.31
71.663, 77.95
71.740, 71.64
71.863, 76.45
71.940, 73.07
72.063, 75.94
72.140, 79.86
72.263, 71.74
72.340, 78.57
72.463, 73.22
72.540, 80.98
72.663, 74.64
72.740, 77.23
72.863, 81.21
72.940, 76.12
73.063, 78.39
73.140, 73.36
73.263, 76.70
73.340, 74.24
73.463, 76.38
73.540, 71.41
73.663, 83.63
73.740, 75.65
73.863, 76.32
73.940, 76.67
74.063, 80.40
74.140, 73.81
74.263, 74.07
74.340, 76.88
74.463, 72.51
74.540, 70.94
74.663, 84.02
74.740, 78.26
74.863, 73.23
74.940, 72.25
75.063, 72.15
75.140, 75.78
75.263, 78.59
75.340, 81.20
75.463, 76.48
75.540, 74.30
75.663, 80.49
75.740, 76.23
75.863, 83.84
75.940, 75.24
76.063, 84.83
76.140, 76.14
76.263, 81.31
76.340, 72.42
76.463, 75.62
76.540, 78.80
76.663, 74.35
76.740, 78.07
76.863, 78.59
76.940, 79.09
77.063, 77.88
77.140, 73.99
77.263, 80.54
77.340, 75.11
77.463, 75.81
77.540, 78.86
77.663, 78.83
77.740, 79.30
77.863, 80.31
77.940, 84.11
78.063, 76.97
78.140, 76.91
78.263, 78.30
78.340, 78.90
78.463, 75.78
78.540, 74.88
78.663, 77.55
78.740, 78.89
78.863, 86.29
78.940, 76.59
79.063, 72.67
79.140, 71.60
79.263, 82.74
79.340, 78.96
79.463, 76.75
79.540, 79.94
79.663, 74.99
79.740, 72.56
79.863, 82.76
79.940, 79.55
80.063, 76.37
80.140, 78.04
80.263, 79.13
80.340, 81.39
80.463, 79.21
80.540, 80.94
80.663, 79.97
80.740, 76.37
80.863, 77.13
80.940, 77.59
81.063, 79.55
81.140, 76.04
81.263, 73.64
81.340, 78.53
81.463, 80.63
81.540, 78.09
81.663, 83.69
81.740, 77.15
81.863, 84.36
81.940, 73.95
82.063, 82.40
82.140, 77.33
82.263, 78.42
82.340, 75.30
82.463, 85.82
82.540, 76.01
82.663, 81.24
82.740, 79.93
82.863, 83.45
82.940, 83.07
83.063, 80.77
83.140, 82.78
83.263, 78.20
83.340, 76.03
83.463, 81.47
83.540, 79.76
83.663, 85.44
83.740, 74.21
83.863, 77.96
83.940, 80.99
84.063, 74.56
84.140, 78.75
84.263, 85.74
84.340, 76.25
84.463, 84.47
84.540, 77.11
84.663, 82.32
84.740, 82.27
84.863, 78.89
84.940, 78.76
85.063, 83.03
85.140, 78.95
85.263, 78.62
85.340, 79.68
85.463, 84.53
85.540, 73.27
85.663, 82.90
85.740, 80.28
85.863, 81.64
85.940, 79.32
86.063, 78.72
86.140, 71.96
86.263, 89.34
86.340, 79.53
86.463, 89.21
86.540, 81.63
86.663, 80.64
86.740, 83.55
86.863, 84.44
86.940, 83.80
87.063, 78.37
87.140, 79.84
87.263, 84.33
87.340, 74.71
87.463, 75.76
87.540, 80.86
87.663, 83.08
87.740, 76.06
87.863, 83.14
87.940, 73.93
88.063, 83.52
88.140, 80.47
88.263, 79.70
88.340, 76.16
88.463, 77.60
88.540, 76.10
88.663, 82.99
88.740, 86.59
88.863, 78.31
88.940, 80.89
89.063, 77.62
89.140, 74.70
89.263, 78.01
89.340, 77.77
89.463, 77.91
89.540, 83.19
89.663, 79.57
89.740, 75.85
89.863, 80.75
89.940, 81.12
90.063, 80.52
90.140, 80.02
90.263, 77.39
90.340, 76.21
90.463, 79.25
90.540, 83.39
90.663, 75.45
90.740, 78.57
90.863, 79.82
90.940, 79.44
91.063, 83.12
91.140, 80.29
91.263, 83.26
91.340, 75.75
91.463, 82.82
91.540, 75.59
91.663, 80.56
91.740, 82.06
91.863, 79.58
91.940, 77.29
92.063, 81.54
92.140, 81.14
92.263, 77.84
92.340, 80.24
92.463, 79.59
92.540, 78.23
92.663, 83.48
92.740, 80.99
92.863, 78.61
92.940, 82.73
93.063, 80.26
93.140, 79.52
93.263, 82.71
93.340, 80.13
93.463, 83.03
93.540, 81.30
93.663, 83.16
93.740, 80.92
93.863, 83.01
93.940, 76.77
94.063, 77.04
94.140, 83.47
94.263, 79.07
94.340, 80.34
94.463, 79.59
94.540, 80.75
94.663, 85.08
94.740, 81.96
94.863, 80.50
94.940, 78.37
95.063, 84.28
95.140, 75.77
95.263, 79.77
95.340, 77.48
95.463, 83.13
95.540, 81.73
95.663, 81.76
95.740, 80.13
95.863, 76.32
95.940, 82.24
96.063, 81.59
96.140, 83.83
96.263, 78.23
96.340, 78.53
96.463, 80.55
96.540, 79.97
96.663, 77.99
96.740, 84.72
96.863, 81.26
96.940, 87.74
97.063, 79.81
97.140, 85.36
97.263, 82.81
97.340, 78.64
97.463, 81.65
97.540, 82.98
97.663, 84.16
97.740, 76.11
97.863, 82.45
97.940, 79.37
98.063, 79.75
98.140, 81.12
98.263, 84.23
98.340, 83.54
98.463, 79.02
98.540, 89.13
98.663, 78.62
98.740, 87.18
98.863, 81.71
98.940, 79.99
99.063, 86.77
99.140, 81.18
99.263, 80.41
99.340, 79.37
99.463, 80.13
99.540, 81.29
99.663, 82.73
99.740, 89.26
99.863, 79.50
99.940, 83.03
100.063, 80.34
100.140, 75.75
100.263, 84.85
100.340, 80.34
100.463, 81.84
100.540, 83.21
100.663, 84.11
100.740, 83.87
100.863, 80.27
100.940, 88.76
101.063, 76.40
101.140, 80.96
101.263, 84.98
101.340, 88.49
101.463, 83.99
101.540, 84.20
101.663, 81.15
101.740, 79.49
101.863, 89.79
101.940, 79.52
102.063, 83.89
102.140, 88.25
102.263, 84.70
102.340, 83.29
102.463, 85.28
102.540, 85.83
102.663, 85.69
102.740, 84.66
102.863, 85.86
102.940, 77.58
103.063, 81.02
103.140, 87.26
103.263, 84.07
103.340, 86.96
103.463, 86.16
103.540, 95.21
103.663, 88.81
103.740, 89.99
103.863, 82.05
103.940, 88.08
104.063, 80.48
104.140, 83.01
104.263, 85.28
104.340, 94.23
104.463, 79.23
104.540, 82.35
104.663, 82.09
104.740, 84.49
104.863, 84.27
104.940, 85.78
105.063, 79.49
105.140, 80.33
105.263, 87.01
105.340, 89.07
105.463, 83.14
105.540, 82.15
105.663, 85.35
105.740, 83.99
105.863, 77.33
105.940, 86.49
106.063, 85.46
106.140, 84.87
106.263, 86.72
106.340, 93.25
106.463, 80.54
106.540, 89.99
106.663, 82.72
106.740, 81.53
106.863, 81.30
106.940, 86.49
107.063, 83.76
107.140, 89.14
107.263, 89.55
107.340, 86.70
107.463, 87.31
107.540, 81.97
107.663, 82.04
107.740, 79.75
107.863, 85.02
107.940, 87.54
108.063, 78.73
108.140, 78.09
108.263, 84.67
108.340, 79.28
108.463, 85.29
108.540, 83.64
108.663, 84.85
108.740, 91.24
108.863, 87.66
108.940, 88.04
109.063, 82.89
109.140, 87.36
109.263, 85.82
109.340, 82.97
109.463, 82.77
109.540, 84.19
109.663, 81.69
109.740, 84.00
109.863, 88.03
109.940, 92.30
110.063, 81.71
110.140, 90.30
110.263, 82.32
110.340, 83.46
110.463, 83.41
110.540, 88.39
110.663, 80.02
110.740, 88.71
110.863, 85.02
110.940, 93.17
111.063, 85.40
111.140, 77.48
111.263, 87.69
111.340, 84.47
111.463, 85.40
111.540, 98.07
111.663, 86.14
111.740, 79.45
111.863, 83.69
111.940, 93.41
112.063, 86.99
112.140, 83.42
112.263, 83.75
112.340, 83.74
112.463, 81.76
112.540, 82.32
112.663, 88.77
112.740, 80.41
112.863, 89.47
112.940, 88.28
113.063, 84.46
113.140, 86.30
113.263, 85.79
113.340, 86.26
113.463, 84.21
113.540, 96.15
113.663, 86.41
113.740, 85.60
113.863, 87.47
113.940, 82.35
114.063, 84.02
114.140, 79.31
114.263, 85.02
114.340, 88.19
114.463, 85.68
114.540, 89.77
114.663, 84.70
114.740, 91.74
114.863, 89.40
114.940, 84.62
115.063, 84.65
115.140, 87.17
115.263, 85.26
115.340, 86.83
115.463, 84.55
115.540, 93.38
115.663, 88.73
115.740, 83.89
115.863, 84.55
115.940, 89.18
116.063, 85.49
116.140, 81.83
116.263, 85.80
116.340, 88.51
116.463, 90.48
116.540, 91.81
116.663, 86.89
116.740, 90.25
116.863, 85.73
116.940, 84.71
117.063, 89.18
117.140, 80.70
117.263, 84.35
117.340, 87.82
117.463, 84.99
117.540, 85.04
117.663, 85.65
117.740, 93.40
117.863, 86.25
117.940, 83.70
118.063, 86.20
118.140, 85.29
118.263, 83.96
118.340, 85.39
118.463, 84.90
118.540, 85.95
118.663, 85.67
118.740, 83.65
118.863, 88.79
118.940, 98.57
119.063, 87.89
119.140, 86.66
119.263, 91.60
119.340, 84.14
119.463, 87.06
119.540, 89.40
119.663, 87.23
119.740, 94.35
119.863, 84.08
119.940, 78.14
120.063, 85.12
120.140, 91.39
120.263, 87.16
120.340, 88.83
120.463, 88.92
120.540, 91.79
120.663, 88.86
120.740, 97.12
120.863, 86.90
120.940, 83.49
121.063, 88.44
121.140, 86.58
121.263, 81.42
121.340, 92.06
121.463, 82.93
121.540, 90.54
121.663, 88.44
121.740, 81.54
121.863, 83.68
121.940, 89.09
122.063, 87.58
122.140, 92.41
122.263, 86.10
122.340, 90.39
122.463, 88.25
122.540, 90.73
122.663, 85.54
122.740, 81.23
122.863, 86.63
122.940, 85.82
123.063, 81.82
123.140, 91.32
123.263, 85.32
123.340, 86.35
123.463, 87.11
123.540, 91.82
123.663, 88.09
123.740, 84.96
123.863, 85.61
123.940, 84.67
124.063, 85.94
124.140, 88.09
124.263, 87.50
124.340, 92.00
124.463, 87.36
124.540, 91.67
124.663, 85.36
124.740, 88.50
124.863, 85.87
124.940, 82.47
125.063, 85.97
125.140, 91.03
125.263, 86.46
125.340, 91.65
125.463, 88.39
125.540, 91.20
125.663, 86.97
125.740, 85.59
125.863, 87.30
125.940, 89.82
126.063, 83.87
126.140, 92.93
126.263, 89.41
126.340, 87.73
126.463, 87.86
126.540, 81.73
126.663, 85.01
126.740, 92.39
126.863, 86.31
126.940, 87.99
127.063, 84.39
127.140, 89.20
127.263, 84.88
127.340, 87.77
127.463, 88.74
127.540, 84.66
127.663, 85.40
127.740, 84.51
127.863, 87.58
127.940, 91.66
128.063, 86.71
128.140, 79.47
128.263, 84.82
128.340, 93.48
128.463, 83.30
128.540, 88.64
128.663, 83.61
128.740, 87.14
128.863, 86.73
128.940, 91.41
129.063, 87.47
129.140, 86.20
129.263, 86.28
129.340, 82.45
129.463, 88.15
129.540, 86.87
129.663, 83.45
129.740, 89.27
129.863, 83.66
129.940, 83.71
130.063, 85.11
130.140, 82.91
130.263, 82.94
130.340, 85.31
130.463, 82.57
130.540, 92.44
130.663, 87.97
130.740, 94.85
130.863, 82.23
130.940, 82.78
131.063, 86.17
131.140, 90.27
131.263, 84.71
131.340, 85.30
131.463, 83.55
131.540, 89.53
131.663, 88.62
131.740, 89.07
131.863, 85.45
131.940, 86.78
132.063, 83.11
132.140, 89.85
132.263, 84.71
132.340, 90.22
132.463, 87.43
132.540, 87.25
132.663, 83.57
132.740, 88.62
132.863, 87.56
132.940, 87.06
133.063, 87.91
133.140, 82.96
133.263, 91.58
133.340, 83.50
133.463, 85.46
133.540, 88.98
133.663, 88.15
133.740, 83.26
133.863, 89.75
133.940, 90.64
134.063, 87.74
134.140, 81.78
134.263, 80.81
134.340, 93.17
134.463, 84.85
134.540, 93.75
134.663, 82.65
134.740, 91.93
134.863, 83.76
134.940, 90.51
135.063, 90.35
135.140, 90.23
135.263, 83.40
135.340, 93.90
135.463, 89.63
135.540, 81.75
135.663, 86.94
135.740, 90.08
135.863, 83.45
135.940, 95.47
136.063, 82.61
136.140, 88.83
136.263, 84.04
136.340, 89.44
136.463, 84.21
136.540, 85.88
136.663, 85.37
136.740, 82.91
136.863, 85.50
136.940, 84.12
137.063, 87.87
137.140, 83.56
137.263, 84.07
137.340, 90.61
137.463, 87.86
137.540, 88.04
137.663, 88.21
137.740, 78.37
137.863, 86.53
137.940, 88.08
138.063, 84.25
138.140, 80.18
138.263, 86.27
138.340, 92.00
138.463, 84.50
138.540, 86.77
138.663, 81.73
138.740, 85.59
138.863, 85.08
138.940, 86.67
139.063, 83.31
139.140, 81.75
139.263, 85.08
139.340, 89.29
139.463, 86.93
139.540, 88.53
139.663, 87.54
139.740, 88.57
139.863, 85.51
139.940, 88.28
140.063, 80.89
140.140, 83.97
140.263, 83.03
140.340, 81.91
140.463, 83.26
140.540, 82.19
140.663, 81.94
140.740, 86.45
140.863, 89.02
140.940, 87.52
141.063, 84.52
141.140, 85.21
141.263, 85.82
141.340, 93.93
141.463, 86.22
141.540, 84.07
141.663, 82.32
141.740, 86.80
141.863, 83.24
141.940, 86.41
142.063, 88.85
142.140, 87.96
142.263, 90.40
142.340, 91.20
142.463, 81.79
142.540, 87.66
142.663, 89.40
142.740, 81.96
142.863, 86.01
142.940, 91.69
143.063, 86.70
143.140, 87.60
143.263, 89.22
143.340, 89.38
143.463, 83.46
143.540, 88.00
143.663, 84.36
143.740, 84.71
143.863, 83.83
143.940, 87.47
144.063, 90.32
144.140, 82.63
144.263, 84.56
144.340, 91.73
144.463, 87.64
144.540, 84.36
144.663, 83.55
144.740, 90.02
144.863, 87.76
144.940, 88.38
145.063, 82.10
145.140, 86.20
145.263, 85.39
145.340, 83.93
145.463, 86.12
145.540, 84.96
145.663, 83.61
145.740, 83.96
145.863, 88.54
145.940, 86.91
146.063, 88.27
146.140, 83.88
146.263, 87.29
146.340, 82.94
146.463, 89.58
146.540, 90.17
146.663, 88.69
146.740, 83.55
146.863, 80.99
146.940, 85.32
147.063, 81.80
147.140, 92.23
147.263, 86.73
147.340, 81.09
147.463, 86.65
147.540, 86.12
147.663, 87.05
147.740, 84.66
147.863, 83.68
147.940, 87.58
148.063, 82.48
148.140, 88.90
148.263, 86.21
148.340, 86.56
148.463, 84.66
148.540, 87.83
148.663, 82.81
148.740, 84.04
148.863, 85.34
148.940, 87.65
149.063, 87.84
149.140, 90.98
149.263, 85.22
149.340, 87.02
149.463, 80.79
149.540, 88.37
149.663, 89.44
149.740, 87.78
149.863, 84.07
149.940, 82.86
150.063, 83.72
150.140, 87.06
150.263, 84.13
150.340, 85.23
150.463, 88.34
150.540, 83.91
150.663, 82.34
150.740, 79.78
150.863, 88.46
150.940, 86.03
151.063, 84.60
151.140, 91.89
151.263, 85.40
151.340, 85.19
151.463, 81.34
151.540, 87.94
151.663, 88.24
151.740, 88.80
151.863, 85.84
151.940, 92.94
152.063, 87.32
152.140, 91.25
152.263, 84.90
152.340, 83.31
152.463, 89.26
152.540, 87.64
152.663, 85.23
152.740, 89.60
152.863, 84.28
152.940, 90.45
153.063, 86.07
153.140, 87.58
153.263, 84.93
153.340, 85.99
153.463, 85.64
153.540, 80.67
153.663, 88.33
153.740, 86.24
153.863, 88.45
153.940, 85.84
154.063, 86.51
154.140, 78.68
154.263, 83.64
154.340, 85.62
154.463, 90.34
154.540, 86.00
154.663, 82.61
154.740, 85.99
154.863, 89.47
154.940, 88.61
155.063, 88.16
155.140, 84.49
155.263, 86.81
